Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00006TCH,CB00007TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00062TCH,CB00071TCH,CB00075TCH,CL00144TCH,CB00080TCH,CB00081TCH,CL00145TCH,CB00082TCH,CB00083TCH,CB00085TCH,CB00086TCH,CB00087TCH,CB00092TCH,CB00089TCH,CB00093TCH,CB00095TCH,CB00102TCH,CB00105TCH,CB00106TCH,CB00107TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00117TCH,CB00125TCH,CB00126TCH,CB00122TCH,CB00118TCH,CB00127TCH,CB00116TCH,CB00120TCH,CB00121TCH,CB00124TCH,CB00115TCH,CB00119TCH,CB00123TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/02/2023 00:15,67.85158846300001,0,0,0,0,0,0.005053241081895086,0.11231393695365748,0.013402470347665245,0.022295058377060296,0.06249018402739863,2.8391194550762764e-05,0.16220534708077242,0,1.2430834763256,0,1.5102640227590622,0.0879532,0,0,0.03055813828086853,0.7601725350585938,0.188130029586792,0,0.8854645843187054,0,0,0.08572136037962963,0.2755618604419761,0.0690674582052,0.14865735191709598,0.004219250839505916,0.04768792,0.012611268,0.8499478717505635,0,0.033077504249999994,0.03342899999999999,0.2545563790142756,0.1082178,6.092099049287683,0.08286714557176476,0,0,0,0,0.33785596757937875,0,0.22076033449490498,0,0,0.12404043154527004,0,0.06060253219360646,0,0,0,0,0,0.04317869364554,0.087284736,0.12787433280000002,0.09945439999999998
01/02/2023 00:30,68.115633,0,0,0,0,0,0.004930937797138219,0.10689309180913524,0.013041612668588387,0.02185215216876317,0.06093189877651548,2.8500725283209902e-05,0.15612081142122092,0,1.2188523481587,0,1.5127256929790627,0.08327592,0,0,0.03093347821426392,0.7447668519531251,0.18277919117736816,0,0.8188007523022895,0,0,0.10628149017357263,0.27467796349404466,0.062273937726,0.154730383150344,0.004270705118036475,0.048297999999999994,0.0137079,0.8653209310423082,0,0.03237745125,0.036467999999999993,0.24464962593922038,0.1067912,6.050798397288603,0.08297239613530774,0,0,0,0,0.3354363392368787,0,0.22328190368251472,0,0,0.12363144523000247,0,0.061008917038191814,0,0,0,0,0,0.043088898118600005,0.08592091199999999,0.12439948680000001,0.10200189999999998
01/02/2023 00:45,68.129109,0,0,0,0,0,0.004851517667594477,0.1026388577850332,0.012571526808643064,0.021304776117615196,0.05991458649821517,2.8397774743715094e-05,0.15197580698983557,0,1.3681120749503999,0,1.41173221104885,0.0823608,0,0,0.03118829429626464,0.7062218415527344,0.2271991078033447,0,0.827709962215579,0,0,0.11493198037611815,0.28618295699507107,0.062273937726,0.1472416833194415,0.004219250839505916,0.04789127999999999,0.013068198000000003,0.9041480655422829,0,0.03331085524999999,0.03342899999999999,0.2357807231863138,0.10648549999999998,6.045369657628676,0.08110320828471464,0,0,0,0,0.3316827494361518,0,0.22453482209659414,0,0,0.12470114054470918,0,0.06267981582202754,0,0,0,0,0,0.043512881172480006,0.080806572,0.13065420960000002,0.10179809999999999
01/02/2023 01:00,68.08973399999999,0,0,0,0,0,0.00477460824056969,0.10058495804470065,0.012638039415930107,0.02085132726219769,0.059104587607068285,2.8409089337049364e-05,0.14767967839980242,0,1.3666935936926998,0,1.4171359536949124,0.07900536,0,0,0.03374258130645751,0.6812335454589844,0.23352808421325683,0,0.7907093304415888,0,0,0.11850865771779749,0.2876246822672097,0.0560465439534,0.14203694497489305,0.004322159396567035,0.04748456,0.012519882000000001,0.891116975124207,0,0.036402755999999994,0.03342899999999999,0.24568747626136903,0.10200189999999998,6.015916719324449,0.08261714825982484,0,0,0,0,0.3275828343530888,0,0.22602459273523762,0,0,0.12639624482715586,0,0.06354473768366456,0,0,0,0,0,0.04372487269941999,0.075351276,0.12856930200000002,0.09486889999999998
01/02/2023 01:15,68.194164,0,0,0,0,0,0.004791911531449513,0.10015659125979312,0.012528835839658295,0.0209031722553616,0.05820384550569974,2.8239726720383268e-05,0.14283171000966635,0,1.4029125,0,1.4785751080199625,0.081344,0,0,0.03411854901885985,0.6785365064941407,0.19874237908935538,0,0.7739655946510703,0,0,0.11814698813652477,0.22227351733091333,0.05576348060010001,0.1450411345083324,0.004322159396567035,0.04667112,0.012489420000000001,0.9052865997315234,0,0.030919007499999998,0.024311999999999997,0.2370072735670349,0.1033266,6.00877205882353,0.08376115437119426,0,0,0,0,0.323109980204629,0,0.2289338704643207,0,0,0.12702865493431312,0,0.06465136263176416,0,0,0,0,0,0.043602676699419994,0.075351276,0.12787433280000002,0.09884299999999999
01/02/2023 01:30,68.155953,0,0,0,0,0,0.004808125980318988,0.09929615416654461,0.012102750246803528,0.020772692642563963,0.057723690430917664,2.8289321660900965e-05,0.1387972956451281,0,1.4029125,0,1.5018537777380627,0.07951375999999999,0,0,0.030079207036972044,0.6935540389648438,0.20431329388427727,0,0.7786401627082469,0,0,0.11802345737492104,0.27649075528811845,0.05406510048029999,0.1487093706301623,0.004270705118036475,0.03335104,0.012489420000000001,0.876627126681338,0,0.0302189545,0.018233999999999997,0.23078017163414305,0.1023076,5.91281547277114,0.08957385086517332,0,0,0,0,0.3204047868554024,0,0.23143375640235594,0,0,0.1264765296727518,0,0.06523208655047487,0,0,0,0,0,0.043512881172480006,0.075351276,0.12370451760000001,0.0971107
01/02/2023 01:45,68.132328,0,0,0,0,0,0.004807723440404448,0.09569837141035988,0.012178191075185984,0.02044835264391638,0.057066612634740124,2.828270693128932e-05,0.13709415370823663,0,1.4029125,0,1.4799149711667374,0.07493815999999999,0,0,0.030325893089294433,0.7289218259765625,0.22728961682128904,0,0.7714903863641048,0,0,0.11793762883028587,0.30560452716500974,0.0546312271869,0.13402912003583128,0.004399340814362876,0.026741839999999996,0.01340328,0.8613304271518607,0,0.030802331999999998,0.015194999999999998,0.240969974797057,0.1050589,5.734316391888786,0.091796826821675,0,0,0,0,0.3159757141465434,0,0.23348613029984647,0,0,0.12753114948106395,0,0.06661717121244416,0,0,0,0,0,0.043635077172480004,0.07501031999999999,0.12509445600000002,0.09889512333573622
01/02/2023 02:00,68.216211,0,0,0,0,0,0.004745706365197155,0.09593732280505259,0.012168961573716074,0.02026841536276391,0.05669035920317401,2.8339015414638388e-05,0.13622787870154676,0,1.4029125,0,1.4677928601902623,0.08073392,0,0,0.030638453178405762,0.7270012129882812,0.212519527770996,0,0.7572404713827612,0,0,0.11796490693655654,0.3039101105302987,0.05378203712700001,0.1299375772359703,0.004322159396567035,0.04412912,0.013494666,0.8623665604281239,0,0.03558602749999999,0.018233999999999997,0.24464962593922038,0.1003715,5.895916518267463,0.09040000981023451,0,0,0,0,0.3114402361178175,0,0.23614480013140934,0,0,0.12853406568496467,0,0.0675095068428785,0,0,0,0,0,0.046994541130460005,0.073987452,0.12161961000000002,0.10311437417524211
01/02/2023 02:15,68.16093,0,0,0,0,0,0.0047469331858737565,0.09530594068386886,0.0125833153113159,0.0201276886483082,0.056649793570459746,2.8426012597849245e-05,0.1348754288220123,0,1.4029125,0,1.4589944274473998,0.08703807999999999,0,0,0.033500231399536125,0.7266947454589845,0.2231995607910156,0,0.7517489337072323,0,0,0.11821346986692348,0.30151056058729564,0.0634061911392,0.14710084036173698,0.004270705118036475,0.045756,0.012489420000000001,0.8845319712763604,0,0.034594285749999995,0.018233999999999997,0.23464852283487891,0.10556839999999999,5.944875430836397,0.0899880016202141,0,0,0,0,0.3085300730718846,0,0.23656628066910004,0,0,0.12970318864448444,0,0.06892661280175084,0,0,0,0,0,0.05750432195052001,0.081488484,0.12648439440000003,0.09848348910749173
01/02/2023 02:30,68.1073125,0,0,0,0,0,0.004675510475636372,0.0936880432270555,0.012562283456787351,0.019753138722550776,0.05640166813205433,2.835289819233384e-05,0.13290451803752706,0,1.4029125,0,1.4773457736849749,0.07564992,0,0,0.03254148652267456,0.7315575714355469,0.20222477613830567,0,0.7462590562468341,0,0,0.11850369113367408,0.30121242437036516,0.060009430899599994,0.14652400421216838,0.004399340814362876,0.0488064,0.012641730000000002,0.8769241935588684,0,0.03669444474999999,0.030389999999999997,0.2557829293949967,0.1011867,5.916239846622242,0.09004888225209852,0,0,0,0,0.3073415613918939,0,0.23533481751889146,0,0,0.1311586616510397,0,0.0696844189438718,0,0,0,0,0,0.05708033889664001,0.08864855999999999,0.12856930200000002,0.09807185487924726
01/02/2023 02:45,68.154477,0,0,0,0,0,0.0047437127188393715,0.0937884774032367,0.012555444523274383,0.019554202225504035,0.05642250304508879,2.8366756026886456e-05,0.1341060844117666,0,1.4029125,0,1.5227477961763873,0.08022552000000001,0,0,0.03257662271118164,0.7332636259765626,0.21659950823974602,0,0.7637780313809243,0,0,0.11885396424594866,0.2999918741714256,0.057461860719900004,0.13211254216776447,0.004373613675097594,0.06263487999999999,0.012794040000000003,0.9105105384237587,0,0.03762784875,0.03342899999999999,0.25738687989286274,0.1045494,5.918805980009191,0.09117508270636163,0,0,0,0,0.3050783150790473,0,0.23707767629853066,0,0,0.1309738745360841,0,0.07037167985609236,0,0,0,0,0,0.05695814289664001,0.09035333999999999,0.12231457920000002,0.0958078666239026
01/02/2023 03:00,68.155922,0,0,0,0,0,0.004701571279900808,0.09366299423040407,0.012275986672212157,0.020068558064629337,0.05665304478309942,2.8469340755670935e-05,0.1351514586947265,0,1.4029125,0,1.5108488417224126,0.08449607999999999,0,0,0.03079299954223633,0.7348368675292969,0.1980509747772217,0,0.7551979872777477,0,0,0.12053686525391419,0.29544956353014074,0.0617078110194,0.1241286392249893,0.004322159396567035,0.05968616,0.013281432000000001,0.943472860201721,0,0.035294338749999994,0.03342899999999999,0.2530467785456957,0.1016962,5.937399011948529,0.08937040725308586,0,0,0,0,0.30016597369684517,0,0.24052965449949673,0,0,0.13128467095188598,0,0.07152521681126454,0,0,0,0,0,0.05686834736969999,0.098536284,0.12370451760000001,0.10301146561818099
01/02/2023 03:15,68.13915625,0,0,0,0,0,0.004823496307203413,0.09389753555012992,0.012336928967901626,0.020090363286696885,0.05637996417921699,2.838115685447173e-05,0.13393545135995572,0,1.4029125,0,1.5419707980989998,0.08398767999999998,0,0,0.029516507139205936,0.7379936389648437,0.17672269029235838,0,0.7462848167486472,0,0,0.14704457229548706,0.2885554860865803,0.0619908743727,0.123418140237502,0.004193523700240635,0.05124672,0.013372818,0.9887696768306241,0,0.03576104075,0.03342899999999999,0.19860681164753527,0.10403989999999999,5.81759260110294,0.08817433210278677,0,0,0,0,0.30000198919652954,0,0.2408794513026086,0,0,0.13070911604234495,0,0.07192064404969725,0,0,0,0,0,0.05686834736969999,0.099218196,0.12439948680000001,0.10239401427581427
01/02/2023 03:30,68.157859,0,0,0,0,0,0.004746093957194594,0.09281041334624822,0.012153311531486672,0.019032118512322328,0.05627788144667527,2.8374857751552213e-05,0.13231310291543003,0,1.4029125,0,1.6064929599324376,0.07717512000000001,0,0,0.030704593486785888,0.7431118649414064,0.187118150894165,0,0.7410201267146869,0,0,0.15599689870073408,0.281846800171841,0.06284006443259998,0.13228370493891,0.004219250839505916,0.06477016000000001,0.012824502000000002,0.995926294191021,0,0.03558602749999999,0.036467999999999993,0.1860582577524653,0.10251139999999999,5.722347325942095,0.07751248709873872,0,0,0,0,0.2991612120299381,0,0.24138954769076368,0,0,0.13056884378249367,0,0.0723351998264417,0,0,0,0,0,0.056623955369699996,0.10024106399999998,0.1209246408,0.10033584313459189
01/02/2023 03:45,68.120109,0,0,0,0,0,0.004713190868565241,0.09296958204175107,0.012153431557829839,0.019071974565797435,0.057718720723082484,2.839315834358583e-05,0.13255535323059262,0,1.4029125,0,1.5920116163541749,0.09141032,0,0,0.03300013836669922,0.7461970545410156,0.21856024671936033,0,0.7473748135515454,0,0,0.15992978301136374,0.27691754547959485,0.0614247476661,0.1213857936360602,0.004244977978771195,0.047789599999999995,0.012398034000000002,0.9894973692747593,0,0.03605272949999999,0.03342899999999999,0.1813407562881533,0.10240950000000001,5.9308935977711394,0.0734324782278173,0,0,0,0,0.2994069416992487,0,0.2403249362269639,0,0,0.1312233973689228,0,0.07247010890315485,0,0,0,0,0,0.05708033889664001,0.08830760399999998,0.12022967160000002,0.09611659229508598
01/02/2023 04:00,68.164109,0,0,0,0,0,0.004716148950527853,0.09379867070948349,0.011589440748701954,0.01946746590868147,0.05829315150274046,2.8432615815241125e-05,0.13379525558307426,0,1.4029125,0,1.5384947343607125,0.08968176,0,0,0.03131303767776489,0.7435306935058594,0.1727759933319092,0,0.7433527110021239,0,0,0.1605132474123879,0.2753072459917707,0.05293284706709999,0.1292993336819382,0.004193523700240635,0.058872719999999996,0.012641730000000002,1.0500612904740996,0,0.036402755999999994,0.03342899999999999,0.1879452583381901,0.10179809999999999,5.96888805434283,0.07326972569261438,0,0,0,0,0.3014386253498323,0,0.23967874329449226,0,0,0.130185319976055,0,0.07213390276127721,0,0,0,0,0,0.05686834736969999,0.090012384,0.11953470240000001,0.09282351846913012
01/02/2023 04:15,68.143211,0,0,0,0,0,0.00477629464794423,0.09453244764448936,0.011870793557042935,0.019240533975645447,0.059118563830406146,2.8432140936175458e-05,0.13494795194893044,0,1.4029125,0,1.4796725042438625,0.08958007999999998,0,0,0.02997393646621704,0.7443786389648438,0.15123274798583977,0,0.7434723999211675,0,0,0.1898266140557232,0.2743181967292288,0.0520836570072,0.12381477997349628,0.0043478865358323165,0.05704247999999999,0.013007274000000001,1.1349473759693056,0,0.037102809,0.03342899999999999,0.20455086349256832,0.10240950000000001,5.948451775045955,0.07474733624106013,0,0,0,0,0.2988704065127512,0,0.24109139694464596,0,0,0.1309823442771078,0,0.07253515205178393,0,0,0,0,0,0.057594117477459995,0.090012384,0.12300954839999999,0.095293323838597
