Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00006TCH,CB00007TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00071TCH,CB00075TCH,CL00144TCH,CB00080TCH,CB00081TCH,CL00145TCH,CB00082TCH,CB00083TCH,CB00085TCH,CB00086TCH,CB00087TCH,CB00092TCH,CB00089TCH,CB00093TCH,CB00095TCH,CB00102TCH,CB00105TCH,CB00106TCH,CB00107TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH,CB00134TCH,CB00133TCH,CB00135TCH,CB00136TCH,CL00150TCH,CL00151TCH,CL00152TCH,CL00155TCH,CL00153TCH,CL00158TCH,CL00154TCH,CL00156TCH,CL00157TCH,CL00160TCH,CL00159TCH,CL00161TCH,CL00171TCH,CL00164TCH,CL00170TCH,CL00167TCH,CL00165TCH,CL00173TCH,CL00166TCH,CL00174TCH,CL00163TCH,CL00172TCH,CL00177TCH,CL00176TCH,CL00180TCH,CL00181TCH,CL00179TCH,CL00178TCH,CL00186TCH,CL00185TCH,CL00184TCH,CB00138TCH,CB00139TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/11/2023 02:30,53.296398,0,0,0,0,0,0.0053169786,0.1050713706,0.0151515092,0.0163048072,0.0531126257,3.18753e-05,0.1469187335,0,1.4029125,0,1.50105,0.03168486,0,0,0.3985261662,0.2078008631,0,0.563406546,0,0,0.1957954772,0.2385111082,0.0639788087,0.3067308596,0.0052741375,0.02584008,0.013394187,0.7465883595,0,0.0464257883,0.024312,0.0411555716,0.08243091,6.1681285396,0.0985467887,0,0.2479060122,0,0,0.0686213346,0.0448060283,0.0889665001,0.08726768,0,1.0583086407,0,2.3166913593,0.2192112395,0.0462800151,0.1449147607,0.1915681845,0.1147630872,0.7737575336,0.3172639751,0.1337414766,0,0.09470859,0.0398424405,0.113318859,0.0857119938,0.048275473,0.0012018212,0.5603161142,0.4118028729,0.0953743,0.2678840434,0.0306134792,0.0839519943,0.0067536668,0.015232905,0.0200600484,0.0186988476,0.0285180338,0.0015088779,0.0007336069,0,0,0,0,0
01/11/2023 02:45,53.33121875,0,0,0,0,0,0.0052462258,0.1041776874,0.0157786447,0.0161488966,0.0533708824,3.18534e-05,0.1449663831,0,1.4029125,0,1.50105,0.03147978,0,0,0.3981992468,0.2540902329,0,0.55876169,0,0,0.1923615872,0.2481630477,0.0538768916,0.3024512986,0.0053770475,0.02501976,0.013953573,0.7269785103,0,0.0468382001,0.027351,0.0411555716,0.08500366,6.2448331626,0.0977911468,0,0.2478201657,0,0,0.0681937292,0.0450250882,0.0863783837,0.082328,0,0.9837531911,0,2.3912468089,0.2142597057,0.0451725193,0.1429116957,0.1896892462,0.1143515947,0.7633330376,0.3140457746,0.1291037617,0,0.0948411373,0.0396291867,0.1079590441,0.0856101774,0.0473737679,0.0011998798,0.5513037725,0.4060908935,0.0945696327,0.2648425357,0.0306405477,0.083993863,0.006736818,0.0151803518,0.0199866128,0.0187585904,0.0287864396,0.0014930831,0.000739689,0,0,0,0,0
01/11/2023 03:00,53.309918,0,0,0,0,0,0.0052824741,0.1025750018,0.0158942698,0.0160777276,0.053606121,3.18758e-05,0.1451282991,0,1.4029125,0,1.50105,0.03117216,0,0,0.3980970805,0.2442175085,0,0.5622168569,0,0,0.2009155237,0.2317512825,0.0617339383,0.2960922826,0.005299865,0.0235842,0.01305234,0.7167582079,0,0.0463668723,0.027351,0.0402202177,0.08222509,6.1377639483,0.0998033606,0,0.247650679,0,0,0.0681937292,0.044980149,0.0860548692,0.08212218,0,1.0133481511,0,2.3616518489,0.2121478568,0.0445997792,0.1427330101,0.1888801888,0.113738103,0.7481139375,0.3106917435,0.1285717982,0,0.0947891963,0.0394693437,0.1074060454,0.0842259847,0.0471976312,0.0011824198,0.5497958092,0.4034990425,0.0941631461,0.2614624491,0.030388955,0.0804489204,0.0070714459,0.0150062402,0.0199663166,0.018772479,0.0284968992,0.0015869812,0.0007270001,0,0,0,0,0
01/11/2023 03:15,53.315609,0,0,0,0,0,0.0053415348,0.1016414297,0.0159068654,0.0160734318,0.0537724749,3.18575e-05,0.1447322484,0,1.4029125,0,1.50105,0.03106962,0,0,0.3978825532,0.2875067596,0,0.5485556745,0,0,0.2010723001,0.2292915426,0.0617339383,0.2910560984,0.0051712275,0.02532738,0.012834801,0.7407241744,0,0.0355263329,0.027351,0.0411555716,0.08500366,6.0404360877,0.0994861045,0,0.2475810244,0,0,0.0684514129,0.0549843749,0.0867018982,0.07738832,0,0.9501233287,0,2.4248766713,0.211078102,0.0446914421,0.1431604441,0.1864262055,0.1136418343,0.7376870726,0.3113263601,0.1307478377,0,0.0956400772,0.0393586672,0.105500204,0.0826021504,0.0472584409,0.0011896475,0.5500396434,0.4021769619,0.0935643021,0.2590578397,0.0303728795,0.0745274266,0.0070668063,0.0149470427,0.0195832519,0.018950009,0.0290279108,0.0016628873,0.0007236029,0,0,0,0,0
01/11/2023 03:30,53.825766,0,0,0,0,0,0.0053220511,0.101164834,0.0153308743,0.0159377698,0.0542253061,3.19112e-05,0.1438282065,0,1.4029125,0,1.50105,0.03086454,0,0,0.398556813,0.2317160388,0,0.544361477,0,0,0.1984837831,0.229064602,0.054718718,0.3005684375,0.00535132,0.02378928,0.013021263,0.744718666,0,0.0355852489,0.027351,0.0411555716,0.08418038,6.0288225313,0.0906871426,0,0.2475828748,0,0,0.0684075319,0.0545223704,0.0857313546,0.07522721,0,0.9478389829,0,2.4271610171,0.2096969668,0.0443223169,0.1442359105,0.1897334717,0.1135354298,0.7341245959,0.308959843,0.1279701354,0,0.0952195756,0.0392579896,0.1056833027,0.0866599441,0.0465742118,0.0011490764,0.548919574,0.3977467213,0.0927760151,0.2557255854,0.030493764,0.0575019746,0.0070147082,0.0148873257,0.0188227921,0.018931,0.0290442182,0.0016101552,0.0007062223,0,0,0,0,0
01/11/2023 03:45,64.51468,0,0,0,0,0,0.0054209429,0.1012312637,0.0148432834,0.0158976984,0.0546988306,3.1836e-05,0.143398241,0,1.4029125,0,1.50105,0.03035184,0,0,0.3986998208,0.2694207541,0,0.5381206903,0,0,0.1940840202,0.2334344493,0.0479841066,0.3013894279,0.00535132,0.02440452,0.014015727,0.7301694602,0,0.0358209128,0.03039,0.0411555716,0.08346001,6.0636171274,0.0884375632,0,0.2474885939,0,0,0.0686213346,0.0438242116,0.0863783837,0.07296319,0,1.0194685387,0,2.3555314613,0.2086127601,0.0435946526,0.1445632574,0.1859763327,0.113805391,0.7268930075,0.306512247,0.1275954398,0,0.0949793547,0.0393755818,0.1042292577,0.0875345791,0.04665923,0.001158783,0.5467753402,0.3987734193,0.0928470856,0.2532931486,0.0307473667,0.0427389453,0.0070940966,0.0151209413,0.0188225635,0.0189234788,0.0290612068,0.0015817577,0.0007094778,0,0,0,0,0
01/11/2023 04:00,71.423,0,0,0,0,0,0.005442799,0.1008157304,0.0146375275,0.0159234475,0.0556324642,3.19565e-05,0.1425717034,0,1.4029125,0,1.50105,0.03065946,0,0,0.3980766597,0.2719174711,0,0.5419110112,0,0,0.1901045015,0.2299689845,0.0505095859,0.3041210756,0.00524841,0.02532738,0.013487418,0.738379928,0,0.044835057,0.03039,0.0411555716,0.08346001,6.0775008051,0.0986677537,0,0.247522442,0,0,0.0688790183,0.046843889,0.0879959564,0.07522721,0,1.0678811174,0,2.3071188826,0.2107148907,0.0430988669,0.1446919014,0.190377029,0.1145455081,0.7183283775,0.3066179195,0.131853923,0,0.0963743649,0.039576991,0.1049919902,0.0874036588,0.046252256,0.0011795943,0.5465972346,0.4029981601,0.0926731899,0.2525345812,0.0309257036,0.0492909613,0.0067267219,0.0150037957,0.0202117777,0.0188405747,0.0300307956,0.0015817577,0.0007131163,0,0,0,0,0
01/11/2023 04:15,72.443211,0,0,0,0,0,0.0053752793,0.1007605278,0.0143598822,0.0160530559,0.0573136702,3.19259e-05,0.1429248989,0,1.4029125,0,1.50105,0.03045438,0,0,0.3992617195,0.2590013204,0,0.5464650772,0,0,0.209011933,0.2279156286,0.0580860237,0.2998120886,0.0051197725,0.02337912,0.01305234,0.7918153823,0,0.0450707209,0.027351,0.0411555716,0.08356292,6.0750960527,0.0962073428,0,0.2475156568,0,0,0.068363651,0.0510499389,0.0863783837,0.0761534,0,1.0393943053,0,2.3356056947,0.2106436424,0.0432325913,0.1456418378,0.1923162402,0.1143717851,0.7093464273,0.3055947405,0.1295074622,0,0.0966293467,0.0397972922,0.1046439904,0.0876884646,0.0469928914,0.0011811042,0.5518665064,0.4042096119,0.0926175114,0.2539226025,0.0310545298,0.0775858172,0.0066550403,0.0150625933,0.0208672496,0.0195489874,0.0305332092,0.001655674,0.0007181452,0,0,0,0,0
01/11/2023 04:30,72.689211,0,0,0,0,0,0.0054350515,0.101029091,0.0146178161,0.016162273,0.0585486186,3.19579e-05,0.1441136684,0,1.4029125,0,1.50105,0.03014676,0,0,0.400354839,0.2562036441,0,0.5509062173,0,0,0.2072829076,0.2168835011,0.0549993268,0.3005273469,0.00535132,0.02532738,0.012772647,0.8271251338,0,0.0456009647,0.03039,0.0402202177,0.08459202,6.0979705321,0.0966039482,0,0.2475350714,0,0,0.0681937292,0.0462226108,0.0867018982,0.07255155,0,0.9776144563,0,2.3973855437,0.2173898225,0.0427573682,0.1452751475,0.1938795153,0.1165035207,0.7217386237,0.3010777077,0.1321135993,0,0.0966189802,0.0401275229,0.1071695945,0.0881601593,0.0469978219,0.0012765344,0.5558830504,0.4083531914,0.0927043958,0.2548385111,0.0316120336,0.0859129,0.0066424791,0.0153833727,0.0210012554,0.0208805866,0.0288324154,0.0017958785,0.0007194896,0,0,0,0,0
01/11/2023 04:45,72.628266,0,0,0,0,0,0.0056120877,0.1011527724,0.0150486877,0.0161961959,0.060121524,3.19517e-05,0.147032344,0,1.4029125,0,1.50105,0.02942898,0,0,0.398056239,0.2979301656,0,0.5434353931,0,0,0.2384617664,0.2251968901,0.0479841066,0.3012039404,0.00421931,0.02440452,0.013704957,0.8811700756,0,0.0456598806,0.03039,0.0402202177,0.0833571,6.113149721,0.0981758762,0,0.247570307,0,0,0.0675523211,0.047096809,0.0870254128,0.07131663,0,0.9688676339,0,2.4061323661,0.2233882573,0.0427922891,0.1506341076,0.195196672,0.1174779846,0.7326466586,0.3144814557,0.1356671192,0,0.0975679777,0.0407181215,0.1089663404,0.0891325558,0.0475857189,0.0011779012,0.5617411817,0.4147053891,0.0930300583,0.2570903427,0.0323809224,0.0862172694,0.0067550139,0.0155539376,0.0211152055,0.0208031473,0.0289148286,0.0018605915,0.0007479773,0,0,0,0,0
01/11/2023 05:00,72.73796875,0,0,0,0,0,0.0057664396,0.1000691188,0.0145369049,0.0163588288,0.0608512404,3.18707e-05,0.149300949,0,1.4029125,0,1.50105,0.0292239,0,0,0.3990063195,0.2747552535,0,0.5488833159,0,0,0.2358302567,0.2314621629,0.0468616713,0.3010742711,0.003756215,0.02378928,0.013518495,0.9398754716,0,0.047250612,0.03039,0.0402202177,0.08428329,6.1655942612,0.0972896403,0,0.2474631501,0,0,0.0680238074,0.0482773089,0.0841137819,0.06750896,0,1.0167722013,0,2.3582277987,0.2262700601,0.0427926822,0.1540418986,0.1956859508,0.1201043327,0.7328244923,0.3109378019,0.1348651948,0,0.0994730973,0.041327657,0.1127723339,0.08763948,0.0487791424,0.001166317,0.5687131697,0.4197983006,0.0937546433,0.2600759715,0.0332562324,0.0866439044,0.0075994216,0.0161372438,0.0214867844,0.0210816295,0.0299743533,0.0018460819,0.0007148477,0,0,0,0,0
01/11/2023 05:15,72.77268,0,0,0,0,0,0.005390076,0.0981725837,0.0139838407,0.0157905941,0.0599347586,3.18883e-05,0.1390376018,0,1.4029125,0,1.50105,0.03045438,0,0,0.3966566208,0.2645598209,0,0.5501886454,0,0,0.2293026021,0.2348906042,0.0597696766,0.2959635996,0.0036790325,0.0251223,0.012182184,1.0162623833,0,0.0434210736,0.03039,0.0364788021,0.08304837,6.1965660046,0.1014732606,0,0.2475585103,0,0,0.0680238074,0.041111829,0.0844372964,0.06987589,0,1.039090104,0,2.335909896,0.2411171637,0.0437799566,0.1578522903,0.1982144009,0.1217184642,0.7396176499,0.3181187098,0.1414797566,0,0.1007749741,0.0423643707,0.1152398916,0.0845213585,0.049622206,0.0011867491,0.5836622317,0.4321573695,0.0948979872,0.2636641654,0.0346129902,0.0867467034,0.0076648657,0.0165179018,0.0213485682,0.0214405671,0.0290402995,0.0019124531,0.0007224579,0,0,0,0,0
01/11/2023 05:30,72.428039,0,0,0,0,0,0.0046625281,0.0940770253,0.0138672798,0.0137400994,0.0549048389,3.19073e-05,0.1224024398,0,1.4029125,0,1.50105,0.03496614,0,0,0.3979642675,0.2565669288,0,0.5593261794,0,0,0.2334146124,0.2275608786,0.065101244,0.2993163601,0.0037304875,0.02368674,0.009416331,1.0274624162,0,0.03776514,0.03039,0.0364788021,0.08356292,6.0915068561,0.0949361422,0,0.2476112181,0,0,0.0690489401,0.0426795149,0.0860548692,0.07090499,0,1.0475961959,0,2.3274038041,0.2495418942,0.0440184488,0.1591823833,0.2054347591,0.1244130933,0.7515394256,0.3222763065,0.146677208,0,0.0998677083,0.0435962599,0.1194908817,0.0865228425,0.0524752297,0.0011899273,0.5950244041,0.4263840024,0.0958687386,0.2701935458,0.0365101645,0.0883125857,0.0075771884,0.0171383772,0.0209327517,0.0217567732,0.0300253776,0.0019119556,0.000749605,0,0,0,0,0
01/11/2023 05:45,61.98015625,0,0,0,0,0,0.0043216782,0.0944807122,0.0126696396,0.013638035,0.0523634926,3.19539e-05,0.1200857821,0,1.4029125,0,1.50105,0.03506868,0,0,0.4000381143,0.2812966083,0,0.5731638223,0,0,0.2386722124,0.244998219,0.0513514123,0.3028983269,0.0037304875,0.02235372,0.007178787,1.0269454484,0,0.0322859543,0.027351,0.0327373865,0.08469493,6.0832383688,0.0994174253,0,0.2476612731,0,0,0.0692627428,0.0410546677,0.0863783837,0.07152245,0,1.0736820342,0,2.3013179658,0.2577731624,0.0446053488,0.1636549848,0.2106268603,0.1273205157,0.7639512933,0.3227173889,0.1502926098,0,0.0975928802,0.044882303,0.1226402936,0.0870002932,0.0525229799,0.0011698155,0.5666348562,0.3876860615,0.0961062287,0.2762566055,0.0384107317,0.0905279092,0.007613899,0.0181505602,0.0210704841,0.0223815562,0.0290577677,0.0019119556,0.0007436226,0,0,0,0,0
01/11/2023 06:00,53.595633,0,0,0,0,0,0.0041920259,0.0957903378,0.0076881603,0.0135846625,0.0531472348,3.02479e-05,0.1236313902,0,1.4029125,0,1.50105,0.03035184,0,0,0.3964829662,0.2578248028,0,0.5658417321,0,0,0.2412709674,0.2322458354,0.0594890678,0.3016440649,0.0036790325,0.02163594,0.008017866,1.089342748,0,0.0248625415,0.03039,0.028060617,0.08356292,6.1018295979,0.1000230093,0,0.2477071797,0,0,0.0696081883,0.0394094675,0.0507917837,0.07831451,0,1.1574947359,0,2.2175052641,0.2735495009,0.04501802,0.1688010829,0.213184887,0.1244187289,0.7760494153,0.3159902282,0.14469592,0,0.0946027464,0.043659431,0.1223196848,0.0853835514,0.0492699154,0.0009282656,0.546493742,0.3837874167,0.0972106741,0.2817598373,0.0358377105,0.0869344271,0.0074322568,0.017633986,0.0212225187,0.0216417144,0.0286607749,0.001927626,0.0007456294,0,0,0,0,0
