Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00006TCH,CB00007TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00071TCH,CB00075TCH,CL00144TCH,CB00080TCH,CB00081TCH,CL00145TCH,CB00082TCH,CB00083TCH,CB00085TCH,CB00086TCH,CB00087TCH,CB00092TCH,CB00089TCH,CB00093TCH,CB00095TCH,CB00102TCH,CB00105TCH,CB00106TCH,CB00107TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH,CB00134TCH,CB00133TCH,CB00135TCH,CB00136TCH,CL00150TCH,CL00151TCH,CL00152TCH,CL00155TCH,CL00153TCH,CL00158TCH,CL00154TCH,CL00156TCH,CL00157TCH,CL00160TCH,CL00159TCH,CL00161TCH,CL00171TCH,CL00164TCH,CL00170TCH,CL00167TCH,CL00165TCH,CL00173TCH,CL00166TCH,CL00174TCH,CL00163TCH,CL00172TCH,CL00177TCH,CL00176TCH,CL00180TCH,CL00181TCH,CL00179TCH,CL00178TCH,CL00186TCH,CL00185TCH,CL00184TCH,CB00138TCH,CB00139TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/11/2023 00:15,53.374789,0,0,0,0,0,0.0057318404,0.120539697,0.0147895285,0.0186154443,0.058776441,3.1852e-05,0.1840722359,0,1.4029125,0,1.50105,0.03209502,0,0,0.3951957403,0.2350950495,0,0.5819329914,0,0,0.0759467322,0.1851568271,0.0603308942,0.3101944416,0.0051712275,0.02419944,0.01336311,0.7485733436,0,0.0477808557,0.03039,0.0430262794,0.08582694,6.0164675185,0.0973929944,0,0.2482473302,0,0,0.072042178,0.0451638275,0.0922016455,0.09992561,0,1.0660304144,0,2.3089695856,0.3244821903,0.0564690041,0.1708063703,0.2320549177,0.1363971133,0.9712678907,0.4031599819,0.1587128741,0,0.1027256869,0.0459875585,0.1485138072,0.1067607093,0.0613846018,0.0012217114,0.6902011683,0.4871006579,0.117267194,0.3313249232,0.0371554726,0.1033685719,0.0032836212,0.0188068551,0.0218336914,0.0198966685,0.0321943631,0.0016592807,0.0008311305,0,0,0,0,0
01/11/2023 00:30,53.390043,0,0,0,0,0,0.005871211,0.1165352894,0.0144018491,0.0181686989,0.0577792685,3.18953e-05,0.1772289524,0,1.4029125,0,1.50105,0.03219756,0,0,0.3964114468,0.2349891654,0,0.5790881466,0,0,0.1360355123,0.2124826984,0.0521932387,0.3010840076,0.0051455,0.02378928,0.014015727,0.7631965039,0,0.0466614522,0.03039,0.0420909255,0.08562112,5.9575042417,0.0977808532,0,0.2483011325,0,0,0.0722559807,0.0454692936,0.0909075873,0.09735286,0,1.0308951415,0,2.3441048585,0.3047221942,0.0547394389,0.1665149149,0.2234531371,0.1320087748,0.9359137166,0.3811808719,0.1575628026,0,0.1008500373,0.0444363291,0.1491242465,0.1019017158,0.059463698,0.0012302194,0.6665236589,0.4705737689,0.114903183,0.3194671732,0.0358192217,0.1007160945,0.0042483847,0.018022976,0.0212170363,0.0195770833,0.0321683047,0.0016313392,0.0008266303,0,0,0,0,0
01/11/2023 00:45,53.385297,0,0,0,0,0,0.005555924,0.1127887939,0.0147373335,0.0177403501,0.05692708,3.19609e-05,0.1732061923,0,1.4029125,0,1.50105,0.03219756,0,0,0.3963603792,0.237901787,0,0.5805558093,0,0,0.1620356274,0.2425647433,0.0583666325,0.3029551775,0.005299865,0.02286642,0.01367388,0.7402806328,0,0.0445993931,0.03039,0.0430262794,0.08366583,6.0014436809,0.1027669661,0,0.2482392494,0,0,0.0722559807,0.0443783095,0.0934957037,0.09169281,0,0.963897993,0,2.411102007,0.2924471156,0.052398265,0.1634392961,0.2150773413,0.1280811871,0.9018132046,0.3664014246,0.1494225199,0,0.0995795889,0.0430178867,0.1368448204,0.0981113363,0.0564165105,0.0012053642,0.6440209855,0.4585294325,0.1100589965,0.3100121108,0.0348686458,0.0982245686,0.0062779928,0.0174430548,0.0211334634,0.0192663127,0.0311143072,0.0015917901,0.0008068598,0,0,0,0,0
01/11/2023 01:00,53.34459375,0,0,0,0,0,0.0053968674,0.1108075323,0.0147965656,0.0174630886,0.0559053492,3.19632e-05,0.1683923689,0,1.4029125,0,1.50105,0.0323001,0,0,0.3957984805,0.2308933989,0,0.5806036623,0,0,0.1634285028,0.238264866,0.0527544563,0.3041454618,0.005299865,0.02276388,0.012928032,0.7309581583,0,0.0368224844,0.027351,0.0420909255,0.08520948,6.0436171736,0.0983467096,0,0.2482764597,0,0,0.0719161371,0.0440431533,0.0909075873,0.0905608,0,1.0340586316,0,2.3409413684,0.276171731,0.0517043917,0.1590476225,0.2111469291,0.124516787,0.8744261978,0.3608297441,0.1442244052,0,0.0984007934,0.0423735986,0.1303279828,0.094901764,0.0559615107,0.0011843982,0.6256138046,0.4480086936,0.1071766407,0.2990331463,0.0321872226,0.0959537304,0.006506904,0.0169926295,0.0208016832,0.0192427964,0.0312120222,0.0015966819,0.0007810571,0,0,0,0,0
01/11/2023 01:15,53.36725,0,0,0,0,0,0.005436382,0.1089842257,0.0145116749,0.0172337258,0.0549304075,3.19117e-05,0.1622733933,0,1.4029125,0,1.50105,0.03547884,0,0,0.396758787,0.2300124399,0,0.5751256228,0,0,0.1641359984,0.2404430686,0.0505095859,0.305775456,0.005299865,0.02276388,0.012710493,0.7770160309,0,0.0271602645,0.024312,0.0420909255,0.08325419,6.0886204987,0.1045404261,0,0.2482066657,0,0,0.0739664023,0.0461280264,0.0922016455,0.08932588,0,0.9784254881,0,2.3965745119,0.2601193403,0.0496097819,0.1572629969,0.2082645715,0.1223825832,0.8454852916,0.3498211766,0.1449778859,0,0.0981531181,0.0415674316,0.1305768963,0.0930940389,0.053771559,0.0011863509,0.6090001969,0.4386575289,0.1045391004,0.2917058783,0.0316815414,0.093219509,0.0065558393,0.0167160612,0.0204703442,0.0191312818,0.0298746595,0.0015720985,0.0007751665,0,0,0,0,0
01/11/2023 01:30,53.331984,0,0,0,0,0,0.005419681,0.107441192,0.0151851597,0.0170296437,0.0549497722,3.18645e-05,0.1579700736,0,1.4029125,0,1.50105,0.03527376,0,0,0.3976884468,0.2392616202,0,0.5804672344,0,0,0.1649148757,0.2586565707,0.0527544563,0.3039265118,0.0053255925,0.02266134,0.013798188,0.7765042781,0,0.0253927852,0.021273,0.0411555716,0.0864444,6.1040357527,0.1027161096,0,0.2482636756,0,0,0.0684514129,0.0458336197,0.0905840728,0.08932588,0,0.9899842145,0,2.3850157855,0.2496047396,0.0486162843,0.1541810382,0.204374965,0.1204456642,0.8291304382,0.3410241069,0.139785958,0,0.0972978987,0.0410983186,0.1263894278,0.090982898,0.0508886663,0.0011931433,0.5945399012,0.4314913897,0.1029348396,0.2842771329,0.031157665,0.0909112249,0.006693794,0.016135042,0.0203032563,0.018867352,0.0300517701,0.0015635171,0.0007637682,0,0,0,0,0
01/11/2023 01:45,53.344582,0,0,0,0,0,0.0053354179,0.1054536842,0.0141874105,0.0167685235,0.0544623416,3.18897e-05,0.1559579847,0,1.4029125,0,1.50105,0.0312747,0,0,0.396881374,0.2140338779,0,0.5878320162,0,0,0.1659248471,0.2572454988,0.0544381092,0.303901804,0.0052741375,0.02286642,0.013922496,0.7404915445,0,0.0255695332,0.018234,0.0420909255,0.0854153,6.1245252811,0.0985384655,0,0.2483423205,0,0,0.0684514129,0.0463244197,0.0915546164,0.09128117,0,0.9871529269,0,2.3878470731,0.2405763889,0.0480537481,0.1513571818,0.1994142077,0.118532446,0.8133736993,0.3313514036,0.1375263018,0,0.0962822859,0.0406494033,0.1171892596,0.0892267402,0.0498787908,0.0011899605,0.5784214454,0.4250753616,0.1006174053,0.2786348409,0.0310834643,0.0848008318,0.0066200677,0.0158465647,0.0202492791,0.018735986,0.0296799767,0.0015417941,0.0007293939,0,0,0,0,0
01/11/2023 02:00,53.321035,0,0,0,0,0,0.0053333051,0.1044818463,0.014609069,0.0165877433,0.0541335242,3.18314e-05,0.1532909126,0,1.4029125,0,1.50105,0.03240264,0,0,0.3971878727,0.2228576849,0,0.5981246887,0,0,0.1695501747,0.2567856209,0.0496677594,0.303797437,0.0054285025,0.0230715,0.012990186,0.7259579388,0,0.0391791234,0.015195,0.0411555716,0.08366583,6.1438167361,0.0804577697,0,0.2481973833,0,0,0.0695204264,0.0437012653,0.0896135292,0.08706186,0,0.9836131847,0,2.3913868153,0.2333700028,0.046927024,0.1494183535,0.1975839726,0.1171862149,0.7972523377,0.3288105186,0.1325623884,0,0.0948965649,0.0402148935,0.1149554005,0.088075676,0.0490821063,0.0011629538,0.5732946569,0.4192935765,0.0989017238,0.2734286885,0.0312681385,0.0873226126,0.0067546283,0.0156086356,0.0201706425,0.0185972266,0.0335840058,0.0015417941,0.0007373412,0,0,0,0,0
01/11/2023 02:15,53.3325625,0,0,0,0,0,0.0054609787,0.1053487932,0.0149410812,0.016318228,0.0532263448,3.19491e-05,0.1493953406,0,1.4029125,0,1.50105,0.03188994,0,0,0.3986283325,0.2096548166,0,0.5571781971,0,0,0.1962767119,0.2592997547,0.0558411532,0.3059316816,0.00535132,0.02368674,0.012617262,0.7464016181,0,0.0452474688,0.024312,0.0411555716,0.08531239,6.0921901043,0.093548541,0,0.2480539408,0,0,0.0695204264,0.0457751656,0.0902605582,0.08922297,0,0.9844528208,0,2.3905471792,0.2270592499,0.0463071209,0.1468337713,0.193540716,0.115463133,0.779657848,0.3231338078,0.1328812757,0,0.0951530977,0.040176025,0.1149929151,0.0871323425,0.0486011465,0.0011900945,0.5650003794,0.4148736867,0.0978994794,0.270024965,0.0310245116,0.0871346333,0.0066681392,0.0154056383,0.0202129638,0.0188393657,0.0269179569,0.0015211904,0.000729348,0,0,0,0,0
