Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00006TCH,CB00007TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00062TCH,CB00071TCH,CB00075TCH,CL00144TCH,CB00080TCH,CB00081TCH,CL00145TCH,CB00082TCH,CB00083TCH,CB00085TCH,CB00086TCH,CB00087TCH,CB00092TCH,CB00089TCH,CB00093TCH,CB00095TCH,CB00102TCH,CB00105TCH,CB00106TCH,CB00107TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00117TCH,CB00125TCH,CB00126TCH,CB00122TCH,CB00118TCH,CB00127TCH,CB00116TCH,CB00120TCH,CB00121TCH,CB00124TCH,CB00115TCH,CB00119TCH,CB00123TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/01/2023 00:15,-0.259106537,0,0,0,0,0,0.0080495434,0.1418661247,0.0135687683,0.0283586301,0.0790284116,3.99964e-05,0.240751223,0,1.4029125,0,1.2465387807,0.10127328,0,0,0.0345067847,0.7240079325,0.1571748104,0,0.5126907745,0,0,0.0308737188,0.2159692903,0.0475546434,0.0379159956,0.0036789809,0.04534928,0.012702654,0.5025656892,0,0.0103841195,0.009117,0.0358530111,0.0975183,5.7206283217,0.0960574645,0,0,0,0,0.4847335018,0,0.2585238844,0,0,0.166688181,0,0.0831922476,0,0,0,0,0,0.0477980743,0.030345084,0.252336367,0.0402505
01/01/2023 00:30,-0.258817963,0,0,0,0,0,0.0079014316,0.1318497275,0.0129454601,0.0277862699,0.0782386481,3.98225e-05,0.2394571319,0,1.4029125,0,1.2508139183,0.1103228,0,0,0.0346644058,0.7531746,0.1154282605,0,0.5198107857,0,0,0.0307858979,0.2161061447,0.0418933763,0.0382552769,0.0032930738,0.0446039656,0.01188018,0.4879680534,0,0.0099174175,0.012156,0.0349095108,0.0995563,5.7339420144,0.0982696452,0,0,0,0,0.4792926645,0,0.2606172694,0,0,0.1679397669,0,0.0853675155,0,0,0,0,0,0.0476758783,0.030004128,0.2500718099,0.0404543
01/01/2023 00:45,-0.259640106,0,0,0,0,0,0.007739584,0.1278788813,0.0124768776,0.0273263977,0.0764478789,3.98205e-05,0.2318760297,0,1.4029125,0,1.2370772129,0.11042448,0,0,0.0338360679,0.7229761065,0.1667891351,0,0.5250439573,0,0,0.0309486323,0.2168859667,0.042459503,0.0383261175,0.0024955325,0.04534928,0.011910642,0.4861258332,0,0.0105591328,0.009117,0.0365134613,0.0969069,5.8271532916,0.094414747,0,0,0,0,0.4777126355,0,0.2619362475,0,0,0.168108738,0,0.0855712886,0,0,0,0,0,0.0484090543,0.031708908,0.250395318,0.0413714
01/01/2023 01:00,-0.259231079,0,0,0,0,0,0.0075385146,0.1215481092,0.0124261585,0.0269890721,0.0748187377,3.98833e-05,0.2250537074,0,1.4029125,0,1.2104983007,0.10971272,0,0,0.0335501933,0.752898748,0.1600035709,0,0.5208105834,0,0,0.0306127489,0.2159855512,0.0317030956,0.0381655736,0.0013635384,0.04453584,0.012854964,0.4942495305,0,0.0103257818,0.009117,0.0349095108,0.0973145,5.8142865953,0.0931274715,0,0,0,0,0.4775984119,0,0.2611999713,0,0,0.1681801233,0,0.0863501253,0,0,0,0,0,0.0472768899,0.032049864,0.252336367,0.038722
01/01/2023 01:15,-0.254537399,0,0,0,0,0,0.0072317287,0.1150357103,0.0129305446,0.0261784733,0.0726115862,3.98694e-05,0.2164313064,0,1.4029125,0,1.1562780597,0.11011944,0,0,0.0332695314,0.7224448545,0.1674765123,0,0.5045739582,0,0,0.0306385447,0.2153891471,0.0367982359,0.037691377,0.0013120841,0.04514592,0.013281432,0.4937549976,0,0.0101507685,0.012156,0.0358530111,0.0994544,5.8678708898,0.0909073563,0,0,0,0,0.4762172841,0,0.2577208022,0,0,0.1707136231,0,0.0886795809,0,0,0,0,0,0.0469427023,0.031026996,0.2513658425,0.0408619
01/01/2023 01:30,-0.25630777,0,0,0,0,0,0.0070004847,0.1089103979,0.0127821807,0.0255705436,0.0711912275,3.98924e-05,0.2065688985,0,1.4029125,0,1.1992923098,0.11011944,0,0,0.0339434628,0.7541553584,0.1583580514,0,0.5019204567,0,0,0.0306311043,0.213423301,0.0370812993,0.0392140968,0.0013120841,0.04504424,0.012367572,0.4860417883,0,0.0099174175,0.009117,0.0349095108,0.0973145,5.8396539446,0.089702911,0,0,0,0,0.4747781167,0,0.2593839038,0,0,0.1710147702,0,0.0881213496,0,0,0,0,0,0.0471870943,0.030345084,0.2507188262,0.0385182
01/01/2023 01:45,-0.257069702,0,0,0,0,0,0.006782298,0.1068262662,0.0122043179,0.024976878,0.0692627298,3.98321e-05,0.1983159384,0,1.4029125,0,1.2413806811,0.10798416,0,0,0.0344591473,0.6727644416,0.1645768963,0,0.5016051473,0,0,0.0306082828,0.2144413366,0.038496616,0.0397134312,0.0013120841,0.0447392,0.011819256,0.4879158704,0,0.0100924308,0.012156,0.0349095108,0.0975183,5.8606441444,0.0897813618,0,0,0,0,0.4713636191,0,0.2607109527,0,0,0.1717337878,0,0.0894287565,0,0,0,0,0,0.0469427023,0.029322216,0.2500718099,0.0414721485
01/01/2023 02:00,-0.256739441,0,0,0,0,0,0.0066241442,0.1022164975,0.0123243571,0.022524104,0.0681022203,3.98479e-05,0.1901105992,0,1.4029125,0,1.4258557753,0.10554384,0,0,0.0349800601,0.668780239,0.1649572798,0,0.4921829334,0,0,0.0305621393,0.2147090268,0.0334014757,0.0386366652,0.0013635384,0.03619808,0.011971566,0.4752097938,0,0.0106174705,0.009117,0.0365134613,0.1000658,5.9008656569,0.0888038165,0,0,0,0,0.4696320614,0,0.2619736307,0,0,0.1718916667,0,0.0897713587,0,0,0,0,0,0.0468205063,0.030004128,0.2494247935,0.0400314287
01/01/2023 02:15,-0.25829837,0,0,0,0,0,0.0064564807,0.0972317087,0.013009232,0.0180621762,0.0665670579,3.97792e-05,0.1837805974,0,1.4029125,0,1.4340582092,0.1037136,0,0,0.0333688371,0.6439655351,0.145977503,0,0.4776378411,0,0,0.0305110387,0.215976972,0.0382135527,0.0382447938,0.0013120841,0.02521664,0.012824502,0.4865334288,0,0.010267444,0.009117,0.0358530111,0.0961936,5.9068128361,0.0901402238,0,0,0,0,0.4674500845,0,0.2640142551,0,0,0.1727524865,0,0.0891336802,0,0,0,0,0,0.0466983103,0.030004128,0.2461897119,0.0384878003
01/01/2023 02:30,-0.260196686,0,0,0,0,0,0.0062330591,0.0958151465,0.0138088292,0.0177588597,0.0653714359,3.97659e-05,0.1776988716,0,1.4029125,0,1.4933669004,0.10025648,0,0,0.0332478642,0.6482767195,0.1437945113,0,0.483128219,0,0,0.0305537075,0.1969488856,0.0365151726,0.0388684632,0.0013378112,0.02542,0.012976812,0.4468594598,0,0.0100924308,0.012156,0.0339660105,0.099862,5.9465213262,0.0896462272,0,0,0,0,0.4656110084,0,0.2651840102,0,0,0.1727866832,0,0.0898012034,0,0,0,0,0,0.0465761143,0.038528028,0.2445721711,0.0386936175
01/01/2023 02:45,-0.259950653,0,0,0,0,0,0.0061441669,0.0945184663,0.0137166872,0.0194518727,0.0644408337,3.97163e-05,0.1720420908,0,1.4029125,0,1.5061720823,0.09832456,0,0,0.0337360431,0.688936387,0.1542859075,0,0.4848923271,0,0,0.0304976404,0.187750167,0.0407611229,0.03809661,0.0015436284,0.02542,0.0121848,0.4395004896,0,0.0102091063,0.009117,0.0349095108,0.0953784,5.9905042217,0.0874451831,0,0,0,0,0.4631878136,0,0.2667305435,0,0,0.1731831328,0,0.0904146077,0,0,0,0,0,0.0469427023,0.045006192,0.2468367282,0.0379732576
01/01/2023 03:00,-0.261300903,0,0,0,0,0,0.0060892888,0.0932538848,0.0132170953,0.0210001935,0.0633639869,3.97474e-05,0.1602292495,0,1.4029125,0,1.4262271324,0.09700272,0,0,0.0338994056,0.695443974,0.1666113978,0,0.4856257219,0,0,0.0304882172,0.186724659,0.0407611229,0.0378451176,0.0019552626,0.02531832,0.011941104,0.5248411142,0,0.0099174175,0.012156,0.0346264607,0.0986392,5.9222290966,0.0866619814,0,0,0,0,0.4613183805,0,0.267012269,0,0,0.1734638878,0,0.0918194068,0,0,0,0,0,0.0468205063,0.044665236,0.2500718099,0.0391052517
01/01/2023 03:15,-0.261610779,0,0,0,0,0,0.006049602,0.092073639,0.0127189747,0.0203973118,0.0630600951,3.97323e-05,0.1550234935,0,1.4029125,0,1.4376694858,0.09425736,0,0,0.0322603368,0.6880169221,0.1468592701,0,0.4869917975,0,0,0.0304946661,0.2125709027,0.0401949962,0.0378031028,0.0018008997,0.02521664,0.01233711,0.5474174121,0,0.0103841195,0.009117,0.0330225103,0.0970088,5.92465405,0.0918666368,0,0,0,0,0.4564541898,0,0.2724642057,0,0,0.1729985119,0,0.0918111502,0,0,0,0,0,0.0466983103,0.048074796,0.2471602364,0.0386936175
01/01/2023 03:30,-0.261101349,0,0,0,0,0,0.0060426107,0.089628652,0.0124902347,0.0201031852,0.0626842514,3.98835e-05,0.1516169934,0,1.4029125,0,1.5289328477,0.10300184,0,0,0.0326833879,0.6979571325,0.1334710257,0,0.4889921201,0,0,0.0305021065,0.2159600889,0.0404780595,0.0384742792,0.0015950826,0.02521664,0.013007274,0.5512293218,0,0.0103841195,0.009117,0.0339660105,0.0982316,5.9854113361,0.0876648725,0,0,0,0,0.4438124863,0,0.2814861982,0,0,0.1759181764,0,0.0925206289,0,0,0,0,0,0.0469427023,0.048074796,0.2478072527,0.0383848918
01/01/2023 03:45,-0.263256256,0,0,0,0,0,0.0059120394,0.0893716769,0.0122634661,0.0219888235,0.0621966049,3.98464e-05,0.1489124765,0,1.4029125,0,1.5130511625,0.09822288,0,0,0.033595164,0.697231774,0.1454872057,0,0.4871223925,0,0,0.0304435656,0.2161058695,0.037647426,0.038270557,0.0014149927,0.0249116,0.01248942,0.5935051574,0,0.0100924308,0.012156,0.03207901,0.0974164,6.0148398231,0.0899278097,0,0,0,0,0.4414243543,0,0.283407862,0,0,0.1766473378,0,0.0922381158,0,0,0,0,0,0.0470324979,0.055575828,0.2494247935,0.0414721485
01/01/2023 04:00,-0.260221008,0,0,0,0,0,0.0058781236,0.0901745927,0.0122822782,0.0220914035,0.0621662279,3.98516e-05,0.1466275916,0,1.4029125,0,1.4562295475,0.09263048,0,0,0.0335754133,0.698120561,0.1787677183,0,0.4824767527,0,0,0.0305120301,0.2158388014,0.0362321092,0.0378536146,0.0013120841,0.02480992,0.012002028,0.6001370098,0,0.0101507685,0.009117,0.0330225103,0.0977221,5.9824579665,0.0925755845,0,0,0,0,0.4386672412,0,0.2850295623,0,0,0.1777041518,0,0.0922628058,0,0,0,0,0,0.0466983103,0.051484356,0.2529833833,0.0429128683
01/01/2023 04:15,-0.261763214,0,0,0,0,0,0.0058259593,0.0896067583,0.0118455501,0.0216153782,0.0634940639,3.97734e-05,0.146624465,0,1.4029125,0,1.4184879641,0.08358096,0,0,0.0341701707,0.7013590779,0.1215501126,0,0.478053788,0,0,0.0305894269,0.2164580356,0.0367982359,0.0363210163,0.0013892655,0.02501328,0.0121848,0.6346831516,0,0.0100924308,0.012156,0.0327394602,0.0980278,5.9430931105,0.0914031717,0,0,0,0,0.4377622475,0,0.2855619917,0,0,0.177177347,0,0.0931771943,0,0,0,0,0,0.0474314863,0.051484356,0.250395318,0.038796526
01/01/2023 04:30,-0.260058472,0,0,0,0,0,0.0059022519,0.0890593739,0.0116270167,0.0212585269,0.0633508523,3.9763e-05,0.147387758,0,1.4029125,0,1.3956352205,0.08256416,0,0,0.0338094991,0.6996938649,0.0992539212,0,0.4898549238,0,0,0.0304326505,0.214525609,0.0362321092,0.036175452,0.0013120841,0.02542,0.012428496,0.6205701513,0,0.0104424573,0.009117,0.03207901,0.0974164,5.9419554565,0.0890844984,0,0,0,0,0.4374110208,0,0.2866486779,0,0,0.1768729221,0,0.0925946994,0,0,0,0,0,0.0478878699,0.043642368,0.2497483017,0.0386936175
01/01/2023 04:45,-0.261009155,0,0,0,0,0,0.0058651724,0.087869149,0.0120010179,0.0209342545,0.0636327436,3.98188e-05,0.141373644,0,1.4029125,0,1.3679089817,0.081344,0,0,0.0333764365,0.7109620805,0.1456845032,0,0.4969434655,0,0,0.0304356248,0.2133777068,0.0390627428,0.0357818863,0.0013892655,0.02501328,0.012367572,0.6044524512,0,0.0102091063,0.012156,0.0311355097,0.0979259,5.9473865356,0.0917761899,0,0,0,0,0.4324045848,0,0.2882397935,0,0,0.1782637173,0,0.0944258905,0,0,0,0,0,0.0469427023,0.039891852,0.2555714486,0.0385907089
