Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00075TCH,CL00144TCH,CL00145TCH,CB00082TCH,CB00086TCH,CB00087TCH,CB00095TCH,CB00102TCH,CB00106TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH,CB00134TCH,CB00133TCH,CB00135TCH,CB00136TCH,CB00138TCH,CB00140TCH,CB00141TCH,CB00142TCH,CB00143TCH,CB00146TCH,CB00147TCH,CB00148TCH,CB00149TCH,CB00150TCH,CB00151TCH,CB00152TCH,CB00153TCH,CB00165TCH,CB00163TCH,CB00162TCH,CB00161TCH,CB00160TCH,CB00159TCH,CB00158TCH,CB00157TCH,CB00156TCH,CB00155TCH,CB00154TCH,CB00164TCH,CB00181TCH,CB00180TCH,CB00179TCH,CB00178TCH,CB00177TCH,CB00176TCH,CB00175TCH,CB00174TCH,CB00173TCH,CB00172TCH,CB00171TCH,CB00170TCH,CB00169TCH,CB00168TCH,CB00167TCH,CB00166TCH,CB00183TCH,CB00182TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/02/2024 02:30,52.968703,0.0014623719,0.1171676904,0.2754365599,1.1279110651,0.7380395692,0.0065254734,0.1000592779,0.0175425636,0.0238532454,0.0643753689,3.30816e-05,0.189542168,0.0735268218,1.50105,0.04388712,0.0320373014,0.0781687427,0.239508312,0.3177728639,0.0595813969,0.0306003515,0.0556195673,0.0074867025,0,0.0579144034,0.0106436797,6.3783296652,0.0923802533,0,0,0,0,0.051816337,0.0644959524,0.3701006403,0.101417805,0,3.375,0,0,0,0.099442121,0.2804899524,0.009238854,0.008295486,0.3041984831,0.2742924013,0.2920305437,0.1460152719,0.013829265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040812,0.00272974,0.00468468,0.0046417307,0.5662699363,0,0.003858375,0.0040551027,3.9666355175,0.1510332888,0.0111425251,0,0,0,0,0.11405872261555387,0.028514680653888468
01/02/2024 02:45,52.9645625,0.001436252,0.115207438,0.2669745245,1.1025649795,0.7306736315,0.0064112365,0.097992895,0.0176779998,0.0232150344,0.0630241935,3.30319e-05,0.182770707,0.0720621277,1.50105,0.04439982,0.0314602561,0.0783625862,0.2554880347,0.3091156961,0.0592507704,0.030605809,0.0635265738,0.0074352475,0,0.0579733194,0.0104017796,6.3456296091,0.0816003998,0,0,0,0,0.0515581767,0.0642431506,0.3743063294,0.10826132,0,3.375,0,0,0,0.09418564,0.2567326643,0.0092286,0.00784431,0.3045679777,0.2788173207,0.2923852586,0.1461926293,0.013611726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387714,0.00251976,0.00447174,0.0048157952,0.5615939747,0,0.003858375,0.0040551027,3.9282325259,0.1488850425,0.0113071206,0,0,0,0,0.11173388356191545,0.027933470890478863
01/02/2024 03:00,52.989918,0.0014356676,0.1144912694,0.2548730191,1.0801988787,0.7344759279,0.0063100631,0.0966410343,0.0179866031,0.0226218105,0.0622839299,3.30034e-05,0.1776111218,0.0706880411,1.50105,0.04727094,0.0306301109,0.0776301408,0.328647896,0.2986417348,0.0579608246,0.0306221816,0.0563061169,0.00751243,0,0.0579144034,0.0103211447,6.3659726659,0.0861196576,0,0,0,0,0.0578138881,0.0668174599,0.3743063294,0.10836423,0,3.375,0,0,0,0.090709872,0.2649443678,0.00902352,0.007905834,0.3044945522,0.2811767814,0.2923147702,0.1461573851,0.013922496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040812,0.00272974,0.00457821,0.0046997518,0.5611423072,0,0.0037297625,0.0040601525,3.9331733718,0.147418575,0.0111895528,0,0,0,0,0.10817083351978611,0.027042708379946528
01/02/2024 03:15,52.927496,0.0014193447,0.1124409395,0.2417714136,1.0628013521,0.7366561369,0.0062043879,0.0955922681,0.0178333328,0.0223054255,0.0622036646,3.29592e-05,0.1725988993,0.0691104631,1.50105,0.05106492,0.0304586105,0.0751418681,0.3330371485,0.2871487033,0.0594194668,0.0306330967,0.0620270336,0.00751243,0,0.0524352178,0.0104017796,6.359386287,0.0909725766,0,0,0,0,0.065310827,0.0777009408,0.3798060766,0.105740025,0,3.375,0,0,0,0.0896454935,0.2421364245,0.009013266,0.008233962,0.304368646,0.2928455507,0.2921939002,0.1460969501,0.014046804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397917,0.00262475,0.00457821,0.0048157952,0.5532733078,0,0.0034725375,0.0040702521,3.9296280956,0.1466596138,0.0109382516,0,0,0,0,0.10961872539489016,0.02740468134872254
01/02/2024 03:30,52.93884,0.0014170112,0.1103182764,0.2340595421,1.0438767928,0.7324405988,0.006129279,0.0946584296,0.0172275036,0.0219435588,0.0612845404,3.29584e-05,0.1682813789,0.0681238635,1.50105,0.0435795,0.0294325702,0.0757817934,0.3437878012,0.2805197729,0.0588490913,0.0306330967,0.0546990417,0.007358065,0,0.056559336,0.0099986053,6.2719118835,0.0948388349,0,0,0,0,0.0643221477,0.0785705671,0.3827177076,0.10105762,0,3.375,0,0,0,0.0881691395,0.2844746276,0.009372156,0.008387772,0.3044152058,0.2953013267,0.2922385976,0.1461192988,0.013332033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040812,0.00251976,0.00447174,0.0047577741,0.5480227405,0,0.0034725375,0.0040450021,3.9345174763,0.1460936088,0.0110778636,0,0,0,0,0.10689254707170702,0.026723136767926755
01/02/2024 03:45,52.968035,0.0013868571,0.1083356096,0.2167130084,1.0242161617,0.7452984524,0.0061447477,0.0943472133,0.0170384684,0.0217971029,0.0610204618,3.30003e-05,0.1641572051,0.0675190435,1.50105,0.04480998,0.0275994916,0.0766968533,0.3205154374,0.2673980452,0.0649932316,0.0306276391,0.0541273941,0.00730661,0,0.056559336,0.0104017796,6.369438247,0.0889505456,0,0,0,0,0.0603842672,0.0733717357,0.3775414748,0.100285795,0,3.375,0,0,0,0.0965868075,0.2745700546,0.009218346,0.00779304,0.3011684709,0.2904798856,0.289121732,0.144560866,0.013860342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387714,0.00262475,0.00457821,0.0046997518,0.5439762034,0,0.00360115,0.0040450021,3.8927190505,0.1454761488,0.0109808699,0,0,0,0,0.10730982116077749,0.026827455290194372
01/02/2024 04:00,52.990711,0.0013722222,0.1073340253,0.2111853391,1.0122367835,0.7413459609,0.0060182462,0.092891771,0.0172326746,0.0215132426,0.0610460733,3.29458e-05,0.1623592608,0.0667078516,1.50105,0.04111854,0.0265272601,0.0745034044,0.310321921,0.2651438733,0.063329631,0.0306330967,0.0491728175,0.0074352475,0,0.0544972769,0.0104017796,6.2700012988,0.0941351495,0,0,0,0,0.0507453458,0.077340694,0.3778649894,0.102652725,0,3.375,0,0,0,0.086631005,0.2441761007,0.009208092,0.008008374,0.2972779124,0.301629468,0.2853867959,0.142693398,0.013456341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040812,0.00262475,0.00447174,0.0048157952,0.5430664479,0,0.00360115,0.0040551027,3.9489659075,0.1451031,0.0109338432,0,0,0,0,0.10806823240094354,0.027017058100235886
01/02/2024 04:15,52.9345625,0.0013661091,0.1061822866,0.2080066146,1.0016795847,0.7380688182,0.0059573425,0.0919217843,0.0177099411,0.0212379577,0.0614133689,3.28916e-05,0.160345165,0.0660972033,1.50105,0.0487065,0.0262446045,0.0733992154,0.3021747318,0.2607178384,0.061435046,0.0305839789,0.049152995,0.0074867025,0,0.0473684439,0.0102405054,6.1819898868,0.0845533352,0,0,0,0,0.0499708647,0.083329907,0.3814236494,0.10363037,0,3.375,0,0,0,0.0804931635,0.2804534193,0.009249108,0.008121168,0.3028776956,0.3500739583,0.2907625878,0.1453812939,0.013487418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397917,0.00262475,0.00447174,0.0046997518,0.527983631,0,0.0030867,0.0040551027,3.9349134729,0.1441383188,0.0113585568,0,0,0,0,0.11015524136124609,0.027538810340311522
01/02/2024 04:30,52.970777,0.0013601204,0.1047979768,0.2053380252,0.9870260123,0.7365359848,0.0060834007,0.0907553596,0.0172147992,0.0209546036,0.0623639923,3.29522e-05,0.1597579709,0.0658694975,1.50105,0.0543462,0.0253385867,0.0736669343,0.3266670802,0.2594399297,0.0616982686,0.0305621488,0.0504661969,0.00740952,0,0.047250612,0.0103211447,6.1367126484,0.068647328,0,0,0,0,0.0499708647,0.0833625807,0.3807766203,0.100491615,0,3.375,0,0,0,0.089470581,0.2804101971,0.00897225,0.007628976,0.304949958,0.3762167907,0.2927519597,0.1463759798,0.013860342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418323,0.00262475,0.00447174,0.0045256873,0.5269554955,0,0.0037297625,0.0040147033,3.9120748552,0.1446142775,0.0112821382,0,0,0,0,0.10944381603406578,0.027360954008516444
01/02/2024 04:45,52.949738,0.0013570647,0.102838967,0.196975825,0.976731166,0.7382306892,0.0060955337,0.0911225617,0.0167229743,0.0209200767,0.0632140838,3.29355e-05,0.1579554016,0.0652577613,1.50105,0.04880904,0.0246520064,0.0746276131,0.3368610989,0.2537471362,0.064378082,0.0305566913,0.0490817368,0.0076410675,0,0.049489419,0.010159875,6.1098779754,0.1015956197,0,0,0,0,0.0497566664,0.0787414323,0.3807766203,0.098227595,0,3.375,0,0,0,0.0922876905,0.2627420938,0.00902352,0.007823802,0.3044670197,0.4024160846,0.2922883389,0.1461441695,0.013394187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397917,0.00272974,0.00436527,0.0046417307,0.5236760475,0,0.0037297625,0.0039894533,3.9043841758,0.1452446013,0.0109970345,0,0,0,0,0.10705161879664161,0.026762904699160404
01/02/2024 05:00,52.999766,0.001373148,0.1009819359,0.1952599623,0.9680016002,0.7361487416,0.0061453339,0.090775826,0.0162732813,0.0204996107,0.0631347662,3.2906e-05,0.1553440627,0.0650369992,1.50105,0.04193886,0.0239913685,0.0729152324,0.3438801341,0.2510936441,0.0641910052,0.0305512338,0.0496090657,0.00895317,0,0.0528476296,0.0099986053,6.1503144855,0.1049687359,0,0,0,0,0.0507453458,0.0826495914,0.3781885039,0.09930815,0,3.375,0,0,0,0.081458633,0.2208587529,0.009249108,0.008336502,0.3042380073,0.4330296901,0.292068487,0.1460342435,0.014357574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418323,0.00251976,0.00447174,0.0045256873,0.5165020762,0,0.00360115,0.0040046027,3.8710142293,0.14561765,0.0110161404,0,0,0,0,0.10784909691449078,0.026962274228622695
01/02/2024 05:15,52.931855,0.0013777365,0.0995068599,0.1923681996,0.9652542415,0.7363968089,0.0061240571,0.0886748505,0.0166764032,0.0187274629,0.062361388,3.29513e-05,0.1482847292,0.0647199842,1.4609284284,0.04060584,0.0238875008,0.0739508064,0.2703257076,0.249484621,0.0681610076,0.0305348612,0.044746272,0.0085672575,0,0.0595640507,0.0095954311,6.2586733053,0.1012753285,0,0,0,0,0.0572096432,0.0830382474,0.3820706785,0.09550048,0,3.375,0,0,0,0.0784294135,0.2949251381,0.0092286,0.00774177,0.2657183317,0.4541058218,0.2550895984,0.1275447992,0.012896955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397917,0.00283473,0.00436527,0.0046997518,0.5152436544,0,0.00360115,0.0040197531,3.8651641221,0.1466338863,0.0109896867,0,0,0,0,0.10809315350758994,0.027023288376897485
01/02/2024 05:30,52.94532,0.0013751688,0.0966881093,0.1949923588,0.9549273771,0.7320536102,0.0052704817,0.0841321717,0.0161225858,0.017208773,0.0569287708,3.29384e-05,0.1291407577,0.0605156409,1.4062649508,0.04091346,0.0248883752,0.0747505442,0.2944580213,0.2465849891,0.0695415099,0.0305075736,0.0446352011,0.00710079,0,0.0615082779,0.0099986053,6.2354613864,0.0991272621,0,0,0,0,0.0616254946,0.0852117653,0.3843352803,0.0987936,0,3.375,0,0,0,0.081613368,0.2368555978,0.00861336,0.00789558,0.2728793611,0.4781049282,0.2619641866,0.1309820933,0.008732637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418323,0.00262475,0.00447174,0.0045837084,0.5096025547,0,0.003858375,0.0040147033,3.8978353529,0.1479974438,0.0112542153,0,0,0,0,0.10936982943994294,0.027342457359985736
01/02/2024 05:45,52.970441,0.0013758293,0.0940895028,0.1985399691,0.9467617867,0.7250539079,0.0048315095,0.0823673331,0.0150709883,0.0169057227,0.0530800471,3.29872e-05,0.1165509221,0.0583854422,1.4614910391,0.04224648,0.0245125604,0.0716292772,0.3303902817,0.2473778989,0.0637319719,0.0303656779,0.0436818351,0.007152245,0,0.0417714263,0.0087084523,6.2017725967,0.105075131,0,0,0,0,0.0611091739,0.0714190593,0.3749533585,0.102652725,0,3.375,0,0,0,0.080385108,0.2566498218,0.008480058,0.007423896,0.2811967566,0.4858523852,0.2699488864,0.1349744432,0.008639406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397917,0.00262475,0.00436527,0.0045256873,0.5032784507,0,0.0037297625,0.0040147033,3.8974066792,0.1503129188,0.0114158716,0,0,0,0,0.1082906003599456,0.0270726500899864
01/02/2024 06:00,53.005988,0.0013692386,0.0905051105,0.2067837965,0.9282561151,0.7067816851,0.004652848,0.082241826,0.0125843524,0.0168762737,0.0521332345,3.23694e-05,0.1138427959,0.0547852693,1.3484444963,0.03855504,0.0227850838,0.0682438074,0.3147251167,0.245178812,0.0620218915,0.0303547628,0.0452183893,0.0074352475,0,0.0294579875,0.0068538996,6.3049325007,0.0884405278,0,0,0,0,0.0673209232,0.0572462893,0.3341905257,0.10136635,0,3.375,0,0,0,0.0797647225,0.2869614477,0.008141676,0.006736878,0.3041438443,0.5200277935,0.2919780906,0.1459890453,0.008173251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040812,0.00283473,0.00436527,0.0045837084,0.4972968109,0,0.003858375,0.0039945031,3.8762914192,0.1518308413,0.0134938895,0,0,0,0,0.10242734394076441,0.025606835985191104
01/02/2024 06:15,52.954613,0.0013619939,0.0840046027,0.1996933261,0.8587030189,0.6634231356,0.0046355243,0.0790580313,0.0114348231,0.0171681934,0.0519667574,2.65178e-05,0.1198419464,0.0539778887,1.3814111757,0.0369144,0.0181403703,0.0599150317,0.3238518784,0.2186925904,0.0484746324,0.0303274752,0.0507219035,0.007666795,0,0.0158483973,0.0069345389,6.2634602811,0.1046297279,0,0,0,0,0.0771796552,0.0574370031,0.3426019039,0.10301291,0,3.375,0,0,0,0.0771012035,0.2618869117,0.008541582,0.006224178,0.3045941348,0.5644638025,0.2924103694,0.1462051847,0.008546175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397917,0.00272974,0.00447174,0.0047577741,0.4929898098,0,0.00360115,0.0040147033,3.8895204204,0.1551239613,0.016244985,0,0,0,0,0.09454124661095697,0.023635311652739244
01/02/2024 06:30,53.004363,0.0012678656,0.0802538596,0.1950489059,0.8027924974,0.6417207982,0.0045942072,0.0741310811,0.0116536853,0.0173913203,0.0524680764,2.65068e-05,0.1261217554,0.0543548422,1.4048809973,0.0405033,0.0161082812,0.0530899921,0.3125765309,0.1971240613,0.032922657,0.0303220176,0.0420690879,0.0075896125,0,0.014080918,0.0066119951,6.1775993857,0.1032788603,0,0,0,0,0.0755483811,0.0552103007,0.3422783893,0.10527693,0,3.375,0,0,0,0.0675335335,0.259698016,0.00774177,0.006439512,0.3043506055,0.6291943283,0.2921765813,0.1460882906,0.008142174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00459135,0.00262475,0.00457821,0.0047577741,0.4854207306,0,0.003858375,0.0040349025,3.8395355721,0.1584556725,0.0175029655,0,0,0,0,0.11955513890605352,0.02988878472651338
01/02/2024 06:45,53.007961,0.0010164342,0.0793399047,0.1886725121,0.7924973651,0.6370658794,0.0045476673,0.0737808633,0.0130257378,0.0176220269,0.0520950803,2.65453e-05,0.1286088443,0.0557324359,1.3923686894,0.0369144,0.0168286824,0.0514776146,0.3028841861,0.191199396,0.0298504646,0.0303493053,0.0470106504,0.0075381575,0,0.0126080187,0.0064507254,6.0395357706,0.1012702111,0,0,0,0,0.0748178621,0.0540135782,0.3409843312,0.101109075,0,3.375,0,0,0,0.065106372,0.2753778981,0.005824272,0.00630621,0.3044707678,0.6368045759,0.2922919371,0.1461459685,0.004785858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00428526,0.00283473,0.00447174,0.0047577741,0.4862511208,0,0.0041156,0.0040904523,3.8820080254,0.1639613575,0.0172810552,0,0,0,0,0.18010094944859226,0.045025237362148064
