Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00006TCH,CB00007TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00071TCH,CB00075TCH,CL00144TCH,CB00080TCH,CB00081TCH,CL00145TCH,CB00082TCH,CB00083TCH,CB00085TCH,CB00086TCH,CB00087TCH,CB00092TCH,CB00089TCH,CB00093TCH,CB00095TCH,CB00102TCH,CB00105TCH,CB00106TCH,CB00107TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00117TCH,CB00125TCH,CB00126TCH,CB00122TCH,CB00118TCH,CB00127TCH,CB00116TCH,CB00120TCH,CB00121TCH,CB00124TCH,CB00115TCH,CB00119TCH,CB00123TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH,CB00134TCH,CB00133TCH,CB00135TCH,CB00136TCH,CL00150TCH,CL00151TCH,CL00152TCH,CL00155TCH,CL00153TCH,CL00158TCH,CL00154TCH,CL00156TCH,CL00157TCH,CL00160TCH,CL00159TCH,CL00161TCH,CL00171TCH,CL00164TCH,CL00170TCH,CL00168TCH,CL00167TCH,CL00165TCH,CL00173TCH,CL00162TCH,CL00166TCH,CL00174TCH,CL00163TCH,CL00169TCH,CL00172TCH,CL00175TCH,CL00177TCH,CL00176TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/05/2023 00:15,46.678648,0,0,0,0,0,0.006058282111179903,0.09624776434552414,0.010768550952609849,0.018077285516048935,0.059510515918668454,3.660045290960416e-05,0.18437097237146738,0,0,0,0.9911625,0.08754647999999998,0,0,0.651106571435547,0.16097138459777827,0,0.46672845789352785,0,0,0.1220625840238489,0.23300267611837663,0.07755935880420001,0.0369374573189831,0.0023154425338751975,0.04595936,0.013768824,0.32329826511972726,0,0.008633987,0.009116999999999998,0.25757557995143526,0.1163698,5.911629595812628,0.0909223542126375,0,0,0,0,0.37419071370754464,0,0.20258376990397917,0,0,0.10798592088350824,0,0.05999958687355391,0,0,0,0,0,0.07380452947204,0.06260329081692,0.07803083405679101,0.036683999999999994,0,2.1089682166406254,0,1.2660317833593748,0.06415623841219457,0.020443607531875588,0.062169386102508696,0.24581986132724273,0.11181252173944962,0.9973755512996831,0.4248656538348975,0.13893781572998865,0.028778258291363497,0.027472862708510862,0.025432491795897762,0.08132447460508523,0.0629679406124299,0.03528971345679963,0.001761817349839175,0,0.35103203819336115,0.264,0.07077783409122146,0,0.18972893145945285,0.018090776914399708,0.05830353931491459,0,0.0044048241940831566,0,0.008876269724697721,0.011713928573336158
01/05/2023 00:30,46.561754,0,0,0,0,0,0.005965729785821778,0.09267540246858931,0.01026580496327715,0.017794442736806127,0.05871461443486366,3.653030386003213e-05,0.17962038508871675,0,0,0,0.9637957129377461,0.08286919999999999,0,0,0.6504425064941406,0.16516644104003905,0,0.4713027106497077,0,0,0.12000166943469308,0.21779046248893227,0.07671016874429999,0.0367615100101737,0.0023946500000000003,0.023386399999999998,0.01340328,0.31528070209469394,0,0.00857564925,0.009116999999999998,0.24634792646637266,0.104957,5.89403480866376,0.08998647121662812,0,0,0,0,0.3696570926412636,0,0.20713030133264945,0,0,0.10856481034915888,0,0.05936194583713748,0,0,0,0,0,0.0731889204839,0.057601483324056,0.07962982655795475,0.0373973,0,2.0912651465026855,0,1.2837348534973143,0.05608840805486508,0.01986138065615678,0.06136176791902355,0.2374325963154974,0.10791356138178443,0.9620134317453879,0.40649060316167634,0.1334284690568572,0.028716395321140457,0.027150275384407903,0.02503673458653846,0.0772883996663843,0.06097963941080381,0.032125190678877424,0.001743498603190604,0,0.3373388952492246,0.256,0.06740500941494756,0,0.18293721676118171,0.01767094260988994,0.05672778910624394,0,0.004694336998408363,0,0.00856113588831792,0.01155334657469259
01/05/2023 00:45,46.853663999999995,0,0,0,0,0,0.0058967454522119885,0.09092935695937857,0.008810729396161544,0.017537223650273,0.058234634291001536,3.661705227343369e-05,0.1738983449101133,0,0,0,0.9731088333038129,0.07819192,0,0,0.6470610129882812,0.17516492762756347,0,0.4623153275248959,0,0,0.12027007964834963,0.2107324285924063,0.0676521414387,0.0370292756465294,0.002369175,0.023589759999999998,0.014286678,0.30795614326031007,0,0.00857564925,0.006077999999999999,0.24040387462133955,0.10363230000000001,5.872745650571935,0.08937508675635841,0,0,0,0,0.3640117133289416,0,0.21138222284658015,0,0,0.10919843308702683,0,0.060114841715793225,0,0,0,0,0,0.07340091201084001,0.05742804442082399,0.07962982655795475,0.0363783,0,2.0730054302453613,0,1.3019945697546387,0.05143123105300431,0.01907879560535598,0.06034789947920592,0.23227298223126597,0.10575715472755902,0.9313242029122901,0.39174616029510584,0.12884149858226318,0.027841312982896365,0.02675442903944466,0.024750171423644485,0.07430637806033732,0.05931365067801908,0.030954948837139236,0.001749957079287532,0,0.3248607123693691,0.249,0.06612243289550009,0,0.17866976310133412,0.017294799827270956,0.05514821966015706,0,0.004767774178469252,0,0.008298524358001418,0.011306439621385257
01/05/2023 01:00,44.789542999999995,0,0,0,0,0,0.005845699190217997,0.08965028389414256,0.008984692543021516,0.017200793792187113,0.057266360944780104,3.6605345007542954e-05,0.16810637004056161,0,0,0,0.9894845461323447,0.08012383999999999,0,0,0.646693251953125,0.17727238369750978,0,0.4553072020150147,0,0,0.1204080001666684,0.19874992008200756,0.07727629545089999,0.0371691914936935,0.0023946500000000003,0.023488079999999998,0.014103906000000003,0.32009744033066345,0,0.0085173115,0.009116999999999998,0.2370072735670349,0.10465129999999999,5.912186471378102,0.08933829232245051,0,0,0,0,0.36838670496737685,0,0.20800339734346737,0,0,0.10734556066455293,0,0.06095483720995574,0,0,0,0,0,0.06692452401084001,0.056414626037027994,0.08090902055888574,0.0364802,0,2.0776596581054685,0,1.2973403418945313,0.04653664734592874,0.018754528870293993,0.059492671361365136,0.22694628442883413,0.10323496388082688,0.9082598220101732,0.38313779284432264,0.12582018015125673,0.027719696195974034,0.02662304002943876,0.024360634677840578,0.07006252877380782,0.05793831649578935,0.030954948837139236,0.001734069484113831,0,0.3132281260351849,0.244,0.06396903003274096,0,0.17409078050091806,0.017094567796336415,0.05393704902797465,0,0.004735263196403885,0,0.008123450004457085,0.011092782732030017
01/05/2023 01:15,33.234785,0,0,0,0,0,0.005761004685165559,0.0883608812681043,0.009717444845988271,0.01673679899597329,0.056056458956333675,3.6622488621489315e-05,0.16295588127329372,0,0,0,0.9911625,0.08815656,0,0,0.6549068935058594,0.17777434257507327,0,0.45538108389438414,0,0,0.12040106028613848,0.21475932351924398,0.0803899923372,0.0368752646124722,0.0023182249999999997,0.02419984,0.013799286000000001,0.3169838413407061,0,0.008167285,0.006077999999999999,0.2186090178562181,0.10434559999999998,5.918318511514103,0.09200428480009192,0,0,0,0,0.37255018273934404,0,0.2047002024455385,0,0,0.10658080280997953,0,0.06100865882940612,0,0,0,0,0,0.06320124895696,0.05644147448293199,0.081868416059584,0.03770299999999999,0,2.084952939552002,0,1.2900470604479979,0.04195625845541149,0.018116652617891537,0.05858742980101521,0.22240160068339096,0.10081601785561546,0.8841373571986509,0.3804591179757328,0.12647061797524894,0.026865994604108764,0.0264318686257335,0.023913438569833603,0.07022831884998133,0.05682889638639766,0.029219894650924103,0.0017497995585533733,0,0.30132810975686036,0.241,0.06220285364525819,0,0.17152734257984134,0.016919966851263173,0.05302762062426721,0,0.004576792973980319,0,0.007860838474140583,0.010948707552615176
01/05/2023 01:30,31.121440999999997,0,0,0,0,0,0.0056623282826242195,0.0876591420703376,0.010161039317131868,0.016452037190032996,0.05511058758005791,3.653277773019932e-05,0.15795627899942077,0,0,0,0.9911625,0.09374895999999999,0,0,0.6577571350585938,0.1696782090759277,0,0.45287637348004645,0,0,0.11986126562431261,0.23388593321329745,0.07671016874429999,0.0357982619377236,0.002369175,0.02704688,0.013159584000000002,0.3160136636593383,0,0.008750662499999999,0.009116999999999998,0.2159672170362034,0.10403989999999999,5.909197186189539,0.08473534454619462,0,0,0,0,0.36174858369964696,0,0.2098709792844728,0,0,0.10948396118065701,0,0.063782747560168,0,0,0,0,0,0.06451300448389999,0.056186232961572,0.080589222058653,0.039129599999999994,0,2.115645482746582,0,1.2593545172534177,0.038753442248260786,0.018158189879288085,0.05690195302771002,0.21819358510043305,0.09974954116317225,0.8699491171994337,0.3662509975084416,0.1250234461481657,0.026758002920779,0.026054454824510794,0.023727713739514246,0.06476562568935891,0.055796292083577705,0.029219894650924103,0.0017323630640922326,0,0.29052340113909597,0.235,0.06092151287207746,0,0.16723446000342448,0.016838052938177032,0.05208082425007427,0,0.004402084820610433,0,0.007720778991305118,0.010905787381766202
01/05/2023 01:45,31.113613,0,0,0,0,0,0.005639384623689872,0.08615779506543314,0.009668325571012711,0.016289879448584576,0.05578173933840728,3.653827673384457e-05,0.15490769930425802,0,0,0,0.9911625,0.09679935999999999,0,0,0.6519544545410157,0.1609645898132324,0,0.4551764566597866,0,0,0.11995900063360107,0.22125388803450607,0.0741625985646,0.0370037563198256,0.0023946500000000003,0.029792239999999998,0.013311894000000003,0.3124647671418732,0,0.008633987,0.009116999999999998,0.22323216929124387,0.10546649999999999,5.919707052567426,0.09660211749666998,0,0,0,0,0.34903897974667997,0,0.21662759557773592,0,0,0.11294256230482429,0,0.06661310601841855,0,0,0,0,0,0.06317625437614,0.056284959715992,0.080589222058653,0.03800869999999999,0,2.127939145013428,0,1.247060854986572,0.03609458545822319,0.017770443873271372,0.056966316088035214,0.21498855278326956,0.09889856851813464,0.8518806870770474,0.35929172856247527,0.12049223424529344,0.02681908818293016,0.026095147584002987,0.023572614533743104,0.06224958881917315,0.054888538660292176,0.028317545260599628,0.0017226658750154628,0,0.2841506568704125,0.23299999999999998,0.06040809528126013,0,0.16387603624743702,0.016683895661928922,0.05113855478622988,0,0.004682058563478211,0,0.007703271555950684,0.01073943822931217
01/05/2023 02:00,31.118033,0,0,0,0,0,0.0056635469009724835,0.08560079913763498,0.009713520783712981,0.01617911528750299,0.05395474323339883,3.6575821258314116e-05,0.15277054497011722,0,0,0,0.9911625,0.08520783999999999,0,0,0.6577878129882813,0.17475377319335936,0,0.44975674853546366,0,0,0.11996445816017562,0.2075357241276227,0.07218115509149998,0.0371443781214263,0.002369175,0.03284263999999999,0.013799286000000001,0.3296913317080891,0,0.008458973749999998,0.006077999999999999,0.22521351990625493,0.1063836,5.8932858873255105,0.10165219622524485,0,0,0,0,0.3507575359076942,0,0.2164740843854191,0,0,0.11178558082753104,0,0.06624854454159532,0,0,0,0,0,0.06268747037613999,0.057928946042016,0.07931002805772201,0.0370916,0,2.1380894603100584,0,1.2369105396899414,0.03525589926649816,0.017437723377007764,0.0566202313051777,0.21130320440149247,0.09686699243818052,0.8315717518796982,0.36009027599423316,0.11905416095021464,0.026757267220828003,0.025749635201922822,0.023294133795772637,0.06018951880302407,0.05397356782147014,0.027688830013443726,0.0017368108135949014,0,0.2799983621618886,0.23099999999999998,0.058981655675294946,0,0.16169042871991118,0.016546068063654225,0.050186985158688274,0,0.004769455405280522,0,0.007615734379178519,0.01063555315856333
01/05/2023 02:15,31.10784375,0,0,0,0,0,0.005668017945648446,0.08506724227737202,0.00973979303404787,0.01647072340804811,0.05438642413204785,3.658365916127672e-05,0.15037340687056322,0,0,0,0.9911625,0.07788687999999999,0,0,0.6559182675292969,0.11923337098693848,0,0.4345221867073815,0,0,0.1207071727167636,0.20278401217901415,0.0704827749717,0.0369826098212713,0.0023946500000000003,0.030198959999999997,0.014378064000000001,0.3761207381139091,0,0.008925675749999999,0.009116999999999998,0.2192694680612218,0.10465129999999999,5.861684407402487,0.10211694447730568,0,0,0,0,0.34564551365355173,0,0.2200874744265028,0,0,0.11223222520041189,0,0.06730422515955417,0,0,0,0,0,0.06317625437614,0.05519831113313999,0.07931002805772201,0.0373973,0,2.175784971218262,0,1.199215028781738,0.03291986703366296,0.01708507601216241,0.056198830616478346,0.21027960193089235,0.09664942647017949,0.8161812003239108,0.34481077310940367,0.1156519457452873,0.0263666886050933,0.02538298474663539,0.023236333950491992,0.05854980500737371,0.05300200217947128,0.027343584214777197,0.0017373604856112507,0,0.2762907360901871,0.227,0.05781413161768195,0,0.15987058086619022,0.01651311080360794,0.049542403174320675,0,0.004448043950630121,0,0.007545704637760785,0.010610800310604676
