Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00006TCH,CB00007TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00071TCH,CB00075TCH,CL00144TCH,CB00080TCH,CB00081TCH,CL00145TCH,CB00082TCH,CB00083TCH,CB00085TCH,CB00086TCH,CB00087TCH,CB00092TCH,CB00089TCH,CB00093TCH,CB00095TCH,CB00102TCH,CB00105TCH,CB00106TCH,CB00107TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH,CB00134TCH,CB00133TCH,CB00135TCH,CB00136TCH,CL00150TCH,CL00151TCH,CL00152TCH,CL00155TCH,CL00153TCH,CL00158TCH,CL00154TCH,CL00156TCH,CL00157TCH,CL00160TCH,CL00159TCH,CL00161TCH,CL00171TCH,CL00164TCH,CL00170TCH,CL00167TCH,CL00165TCH,CL00173TCH,CL00166TCH,CL00174TCH,CL00163TCH,CL00172TCH,CL00177TCH,CL00176TCH,CL00180TCH,CL00181TCH,CL00179TCH,CL00178TCH,CB00138TCH,CB00139TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/12/2023 00:15,-0.271053223,0,0,0,0,0,0.0055871749,0.1181996725,0.0159354694,0.0200159811,0.059358458,3.22141e-05,0.1874389238,0,1.4029125,0,1.50105,0.05188524,0,0,0.4722652468,0.2666058672,0,0.5054703225,0,0,0.1179317579,0.25527,0.059208459,0.3813188783,0.019810175,0.0240969,0.015196653,0.7154523984,0,0.0469560321,0.039507,0.1898768419,0.08685604,5.9851537047,0.1004123327,0,0.2579409554,0,0,0.0880719649,0.0628279711,0.191520611,0.114384465,0,0.4954143254,0,2.8795856746,0.2109983529,0.0288223292,0.0860936191,0.1172917696,0.0640576731,0.4818371886,0.1951178069,0.0762085341,0,0.0137810444,0.0056901821,0.0178101386,0.0147965465,0.0076751102,0.0001687514,0.0831102015,0.0617801718,0.0157145262,0.0422171439,0.0052113874,0.0127060668,0.0010490129,0.0024055107,0.002292979,0.009971344,0.0160841176,0.0007863955,0.0005198683,0,0
01/12/2023 00:30,-0.270097534,0,0,0,0,0,0.0054545176,0.1232004326,0.0152193191,0.0195422797,0.0583540689,3.23809e-05,0.1728906659,0,1.4029125,0,1.50105,0.0487065,0,0,0.4768624468,0.2728859273,0,0.5358808171,0,0,0.1682326422,0.25668,0.0544381092,0.3873666537,0.020118905,0.02440452,0.015414192,0.7390929499,0,0.0493715871,0.042546,0.1908121958,0.08201927,6.1088272501,0.0944478116,0,0.2669232854,0,0,0.0897855509,0.0616417051,0.184403291,0.11381846,0,0.5262951203,0,2.8487048797,0.1992184495,0.0280188522,0.0847468484,0.1158327454,0.0620756708,0.4677535873,0.1883265416,0.0738526947,0,0.0136541618,0.0055836387,0.0166946931,0.0141596001,0.0072596574,0.0001677923,0.0803060066,0.0596458489,0.0147944723,0.0408064355,0.0048608676,0.0123651436,0.0010215697,0.0023481291,0.0022509377,0.010211902,0.0163791187,0.0007863955,0.0005093621,0,0
01/12/2023 00:45,-0.266887268,0,0,0,0,0,0.0054675978,0.1221631278,0.0149691803,0.0191132261,0.057069546,3.23764e-05,0.1648674109,0,1.4029125,0,1.50105,0.04891158,0,0,0.4770463273,0.2411166728,0,0.538121363,0,0,0.1719265392,0.23868,0.0516320211,0.3754612079,0.0199388125,0.02419944,0.015196653,0.7376077148,0,0.0520817219,0.039507,0.1945536114,0.08562112,6.1189646059,0.0985048259,0,0.276887796,0,0,0.0873797957,0.061677524,0.1785800292,0.11309809,0,0.5220315723,0,2.8529684277,0.1921232443,0.0272522446,0.0821858998,0.1122504392,0.0600937972,0.4526701565,0.181427166,0.070318038,0,0.0136126382,0.0054984486,0.0158452024,0.0137024088,0.0069066279,0.000166431,0.0775007074,0.0579530137,0.0143205158,0.039728152,0.005012798,0.0121424222,0.0009119878,0.0022627929,0.0022110559,0.0100959234,0.0157426676,0.0007675515,0.0004934754,0,0
01/12/2023 01:00,-0.265607056,0,0,0,0,0,0.0053033395,0.1198800527,0.0153869986,0.0186090515,0.0564817568,3.23941e-05,0.1576892288,0,1.4029125,0,1.50105,0.04737348,0,0,0.4614669273,0.30128165,0,0.5559494327,0,0,0.1756639535,0.25199,0.0505095859,0.3820517429,0.020530545,0.02481468,0.014668344,0.7598620889,0,0.0489591752,0.036468,0.1964243192,0.08572403,6.1101875272,0.1002852914,0,0.2889969995,0,0,0.0868251252,0.0621505603,0.1750213692,0.114178645,0,0.5206041483,0,2.8543958517,0.1820638347,0.026752591,0.0798293703,0.1096619827,0.0591095814,0.4326438567,0.1812743742,0.0683861251,0,0.0135965852,0.0054083571,0.015042299,0.0133876734,0.0068742977,0.0001669796,0.0751884514,0.0562024662,0.0141295453,0.0386222988,0.0049024797,0.011582809,0.0010211551,0.0022197006,0.0021918114,0.0099845762,0.015870969,0.0007511933,0.0004805522,0,0
01/12/2023 01:15,-0.261012665,0,0,0,0,0,0.0053220198,0.1170751009,0.0157992414,0.018291314,0.0549417137,3.24152e-05,0.1541807606,0,1.4029125,0,1.50105,0.04993698,0,0,0.4198163065,0.2692042747,0,0.5550173084,0,0,0.1951820704,0.24625,0.042933148,0.3794877051,0.0201960875,0.02645532,0.027254529,0.7567245361,0,0.0391202074,0.03039,0.2085839199,0.08531239,6.127046202,0.0942196162,0,0.271677255,0,0,0.0848038044,0.0641009862,0.1675805347,0.113458275,0,0.6466913407,0,2.7283086593,0.1737108787,0.0263915264,0.0793258239,0.1066469755,0.0578230549,0.4184090323,0.171706577,0.0665544589,0,0.0134643607,0.0053363103,0.0144953224,0.0130960514,0.0065119082,0.0001662607,0.0730392188,0.055302352,0.0137553538,0.0375358953,0.0043856547,0.0115000022,0.0010151466,0.0021453866,0.0021825351,0.010036846,0.015239359,0.0007384636,0.0004442746,0,0
01/12/2023 01:30,-0.262188965,0,0,0,0,0,0.0052637238,0.1157674238,0.0163414547,0.0178033766,0.0540968186,3.24534e-05,0.1506493984,0,1.4029125,0,1.50105,0.05578176,0,0,0.4069543662,0.2180171186,0,0.5360825696,0,0,0.1952718741,0.23498,0.0420913215,0.3799143591,0.0203504525,0.02430198,0.032071464,0.7724659019,0,0.0369403163,0.024312,0.2123253355,0.08315128,6.1391860742,0.0955668016,0,0.273920636,0,0,0.0841172475,0.0620655889,0.1682275638,0.11186317,0,0.496767117,0,2.878232883,0.1686733032,0.0253515556,0.0786837984,0.1058583202,0.056862953,0.406160797,0.1696336608,0.0671816832,0,0.0133147478,0.0052453495,0.0145321219,0.0126714047,0.0063539345,0.000169196,0.0707811873,0.0544772214,0.0135732551,0.0365256888,0.0048913877,0.0109918079,0.0010015359,0.0021045018,0.0021542721,0.0098858193,0.014826884,0.0007229875,0.0004420076,0,0
01/12/2023 01:45,-0.259686066,0,0,0,0,0,0.0051385353,0.1150332078,0.0161904217,0.0181118703,0.0543376088,3.24095e-05,0.1455302459,0,1.4029125,0,1.50105,0.0517827,0,0,0.4244135065,0.2067626093,0,0.5404369173,0,0,0.1947678655,0.23062,0.0437749744,0.382733258,0.0201960875,0.0240969,0.030797307,0.7704234154,0,0.0375883921,0.021273,0.2029717965,0.08582694,6.225887334,0.0957387113,0,0.2811582267,0,0,0.0831285682,0.0678213757,0.1636983601,0.106357485,0,0.5198017342,0,2.8551982658,0.1637535324,0.0247786622,0.0779510337,0.1049354248,0.0561717542,0.3951925597,0.1645238004,0.0632730019,0,0.0131308221,0.0051875164,0.0133061379,0.0123771729,0.0062509565,0.0001847291,0.0690758274,0.0538576895,0.0133349977,0.0359659272,0.0050218115,0.0101921589,0.0009701632,0.002068921,0.0021349429,0.0097146422,0.0150312182,0.0007229875,0.000443586,0,0
01/12/2023 02:00,-0.259401489,0,0,0,0,0,0.0051230684,0.1143001667,0.0161477033,0.0175988154,0.0543130433,3.24146e-05,0.142462673,0,1.4029125,0,1.50105,0.05127,0,0,0.448094187,0.2166999498,0,0.5370665193,0,0,0.1940227439,0.22331,0.0451780185,0.3694003639,0.020221815,0.02399436,0.033842853,0.7611636797,0,0.0484289315,0.021273,0.1870707802,0.08469493,6.1392604433,0.0928733072,0,0.2866686672,0,0,0.0836448889,0.0754813092,0.1633748456,0.10548275,0,0.5541100338,0,2.8208899662,0.1580168425,0.0245422513,0.076610807,0.103140568,0.0555542345,0.3906329742,0.1638410253,0.062919951,0,0.0131321118,0.0051643124,0.0133536523,0.0121401071,0.0061348536,0.0001886893,0.0680563994,0.0533192008,0.0132567221,0.0356550641,0.0049778349,0.0108737699,0.0010227521,0.0020525452,0.0021212098,0.0096596164,0.0146476685,0.0007247917,0.0004383576,0,0
01/12/2023 02:15,-0.261470978,0,0,0,0,0,0.005076755,0.1141589442,0.0164632094,0.0177855064,0.0539049517,3.24108e-05,0.1395055423,0,1.4029125,0,1.50105,0.05937066,0,0,0.4495244208,0.1879993881,0,0.5125103127,0,0,0.2224252707,0.22181,0.0521932387,0.3825752681,0.020427635,0.02389182,0.029585304,0.7782217691,0,0.0517282261,0.027351,0.1646222866,0.08490075,6.1121118676,0.1024517687,0,0.2730045925,0,0,0.0852378132,0.0807489171,0.1653159328,0.10424783,0,0.5409468498,0,2.8340531502,0.1565246751,0.0240144617,0.0754566306,0.102175813,0.0548472895,0.3835623908,0.1596887327,0.0628049054,0,0.0131287645,0.0051794752,0.0128783399,0.0119777528,0.0060463724,0.0001883603,0.0670089187,0.0526546456,0.0129599707,0.0351667044,0.0047230113,0.0108688277,0.0010454528,0.0020448355,0.0020901327,0.009578864,0.0146475013,0.0007015775,0.0004287885,0,0
