Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00006TCH,CB00007TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00071TCH,CB00075TCH,CL00144TCH,CB00080TCH,CB00081TCH,CL00145TCH,CB00082TCH,CB00083TCH,CB00085TCH,CB00086TCH,CB00087TCH,CB00092TCH,CB00089TCH,CB00093TCH,CB00095TCH,CB00102TCH,CB00105TCH,CB00106TCH,CB00107TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH,CB00134TCH,CB00133TCH,CB00135TCH,CB00136TCH,CL00150TCH,CL00151TCH,CL00152TCH,CL00155TCH,CL00153TCH,CL00158TCH,CL00154TCH,CL00156TCH,CL00157TCH,CL00160TCH,CL00159TCH,CL00161TCH,CL00171TCH,CL00164TCH,CL00170TCH,CL00167TCH,CL00165TCH,CL00173TCH,CL00166TCH,CL00174TCH,CL00163TCH,CL00172TCH,CL00177TCH,CL00176TCH,CL00180TCH,CL00181TCH,CL00179TCH,CL00178TCH,CB00138TCH,CB00139TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/12/2023 02:30,-0.257397736,0,0,0,0,0,0.0051304662,0.1135381958,0.0161706896,0.0176096034,0.053987712,3.24101e-05,0.1377236102,0,1.4029125,0,1.50105,0.05260302,0,0,0.4534269403,0.1835910572,0,0.5124214214,0,0,0.2244242269,0.21859,0.0600502854,0.3812953422,0.0206591825,0.02389182,0.033345621,0.800808702,0,0.0489002593,0.036468,0.151527332,0.08325419,6.1293179045,0.1004368139,0,0.2703980886,0,0,0.0830846061,0.0701358597,0.1624043019,0.10692349,0,0.4985655924,0,2.8764344076,0.1515218238,0.0236044813,0.0756061275,0.1016992342,0.0540681248,0.3783490563,0.1597618119,0.0619170837,0,0.0131411847,0.0051475204,0.0127012802,0.0118564031,0.0059864064,0.0001715661,0.0660979228,0.0523702741,0.012775328,0.0347968651,0.004742889,0.0106878084,0.0010207533,0.0019909208,0.0020837808,0.0095472062,0.0145686321,0.000707792,0.0004252134,0,0
01/12/2023 02:45,-0.25622467,0,0,0,0,0,0.005140626,0.1133366398,0.0163199697,0.0177384158,0.0543146476,3.23799e-05,0.137371441,0,1.4029125,0,1.50105,0.05003952,0,0,0.460087761,0.2056880025,0,0.5144177233,0,0,0.2237559634,0.23565,0.048825933,0.3887019933,0.0208650025,0.03455598,0.030517614,0.8082235517,0,0.0499607468,0.036468,0.1945536114,0.08551821,6.1617092097,0.0968422902,0,0.2695573997,0,0,0.0832988043,0.0653000656,0.1643453892,0.109650605,0,0.4729315681,0,2.9020684319,0.1485836061,0.0228496633,0.0749322195,0.0994276091,0.0537820293,0.3770479265,0.1584691784,0.062694297,0,0.013076984,0.0051501855,0.0124430342,0.0117797429,0.005993211,0.0001656979,0.0654855509,0.0519712512,0.0127671123,0.0342742538,0.0047400158,0.0107557253,0.0010125354,0.0019833173,0.0021066465,0.0095559509,0.0142948641,0.0007129641,0.0004159166,0,0
01/12/2023 03:00,-0.258367889,0,0,0,0,0,0.005118099,0.1127136376,0.0158239952,0.0172679001,0.0534883368,3.2403e-05,0.1357683378,0,1.4029125,0,1.50105,0.05055222,0,0,0.4639596338,0.2242604964,0,0.5120363492,0,0,0.221478683,0.21904,0.0578054149,0.3764762516,0.020427635,0.05270556,0.032972697,0.7846424883,0,0.0507266545,0.036468,0.2039071504,0.08562112,6.2729565324,0.1006338873,0,0.258075053,0,0,0.0838590872,0.0732029357,0.1776094856,0.10929042,0,0.5134887232,0,2.8615112768,0.1450453608,0.0228421413,0.07380261,0.0991113182,0.0534600935,0.3700422569,0.1546090109,0.0615253432,0,0.0130265434,0.0051179637,0.0124258216,0.0117120195,0.0059495144,0.0001653334,0.0650594687,0.0513754098,0.0127187105,0.0338048982,0.0044314424,0.0105671914,0.0010093188,0.0019798182,0.0021352165,0.0096474221,0.0142175274,0.0007707189,0.0004121679,0,0
01/12/2023 03:15,-0.257931213,0,0,0,0,0,0.0051118306,0.1132571134,0.0159629361,0.0175982877,0.0547595828,3.24772e-05,0.1343950532,0,1.4029125,0,1.50105,0.0481938,0,0,0.4671470208,0.2981487495,0,0.5178298137,0,0,0.2134620769,0.21297,0.0549993268,0.3727314848,0.0199902675,0.05239794,0.031543155,0.7867472715,0,0.0506677385,0.036468,0.2123253355,0.08243091,6.1887767361,0.1052734513,0,0.2635793048,0,0,0.0839853612,0.06533283,0.1853738347,0.10754095,0,0.5346675058,0,2.8403324942,0.1471729963,0.0227038821,0.0741443129,0.098404125,0.0533376732,0.3683836724,0.152019505,0.0609412141,0,0.0129201958,0.0051099248,0.0122890878,0.0120040695,0.00595055,0.0001634614,0.065078216,0.0512148999,0.0125056099,0.0335155642,0.0047258149,0.0104505482,0.0009880682,0.0019645009,0.0021281721,0.0097402519,0.0138640173,0.0007764122,0.0004070125,0,0
01/12/2023 03:30,-0.258847351,0,0,0,0,0,0.005148852,0.1137172059,0.0156771831,0.0173541022,0.0553523253,3.23367e-05,0.1344187602,0,1.4029125,0,1.50105,0.05567922,0,0,0.4668507792,0.2917920277,0,0.5162683404,0,0,0.2216597918,0.22005,0.0564023709,0.3684604883,0.018163615,0.04552776,0.033190236,0.8108130428,0,0.0511979823,0.036468,0.2151313972,0.08510657,6.1494314277,0.1024996842,0,0.2619381067,0,0,0.0842435216,0.064927979,0.1818151747,0.101211985,0,0.6107710085,0,2.7642289915,0.1445962042,0.0228023772,0.0741147099,0.0972961897,0.0533215069,0.3672968051,0.1537851563,0.0626645246,0,0.0128854272,0.0051196021,0.0119656802,0.0120471433,0.0059172557,0.0001657938,0.0651220864,0.0511309922,0.012300943,0.0332984432,0.004760971,0.009697872,0.0010118281,0.0019683744,0.002123491,0.0097680953,0.0141536344,0.0007764122,0.0004031887,0,0
01/12/2023 03:45,-0.257572876,0,0,0,0,0,0.0051991419,0.1139566,0.0159851478,0.01736032,0.0560576311,3.24278e-05,0.1348408528,0,1.4029125,0,1.50105,0.05783256,0,0,0.4700279403,0.2895278379,0,0.5148560266,0,0,0.2231352592,0.22699,0.0527544563,0.3641469515,0.0176233375,0.0481938,0.03200931,0.779417373,0,0.049430503,0.036468,0.2095192738,0.08582694,6.145981001,0.1037390039,0,0.2684226364,0,0,0.0838151251,0.0712874971,0.1811681456,0.099359605,0,0.5511415853,0,2.8238584147,0.1461318042,0.0226588025,0.0747514516,0.0986643497,0.0533350659,0.3643836353,0.1518403584,0.0610287481,0,0.0128288313,0.0051406885,0.0119679232,0.0120905471,0.0058772204,0.0001660581,0.0649738438,0.0512300132,0.0121243713,0.0332812251,0.0048067818,0.0100222615,0.001135287,0.0019921404,0.0021357327,0.009879233,0.0139309673,0.0007813838,0.000410047,0,0
01/12/2023 04:00,-0.259902985,0,0,0,0,0,0.005249878,0.1152170918,0.0157397292,0.0170565531,0.0565275631,3.23727e-05,0.1346955218,0,1.4029125,0,1.50105,0.06234432,0,0,0.4703855065,0.2825977128,0,0.5113281705,0,0,0.2207784416,0.2176,0.0496677594,0.3604919567,0.0170058775,0.04593792,0.037105938,0.8035864281,0,0.0506088225,0.033429,0.2085839199,0.0843862,6.2196956096,0.0997071885,0,0.2671626377,0,0,0.0843314458,0.0700183682,0.1818151747,0.09745577,0,0.5307627421,0,2.8442372579,0.1446847398,0.0223928403,0.0744337744,0.0971341426,0.0535330975,0.3635287065,0.1597973416,0.0606817549,0,0.0127538663,0.0051653438,0.0120480198,0.012054567,0.0058874062,0.0001647015,0.0648301953,0.0516020303,0.0122303342,0.0334739618,0.004831527,0.0102771973,0.0010307463,0.0019994997,0.0021682651,0.0099641326,0.0139049173,0.0007813838,0.0003932034,0,0
01/12/2023 04:15,-0.259801025,0,0,0,0,0,0.0053796591,0.115674179,0.0180079202,0.0179569033,0.058817041,3.23733e-05,0.136809708,0,1.4029125,0,1.50105,0.05455128,0,0,0.472244826,0.2957716253,0,0.5094239853,0,0,0.2271632136,0.21442,0.0454586273,0.3619611921,0.0174175175,0.04850142,0.032817312,1.0666958592,0,0.0486645954,0.03039,0.2085839199,0.08325419,6.2255376324,0.1045731775,0,0.2784868419,0,0,0.0763621483,0.0641575761,0.1814916601,0.097713045,0,0.6537506062,0,2.7212493938,0.1481805147,0.0228221975,0.0756010768,0.0981362285,0.0539759405,0.3645724257,0.1515259418,0.0631661265,0,0.0128784242,0.0051985125,0.0122409393,0.0120457914,0.0059415459,0.0001656258,0.0656206582,0.052413197,0.012287359,0.0339510557,0.0042186521,0.0105949511,0.0010182635,0.0020079492,0.0022351383,0.0101139986,0.013382897,0.000794755,0.0003988008,0,0
01/12/2023 04:30,-0.26022229,0,0,0,0,0,0.0053999641,0.1157143102,0,0.0177936855,0.0606128114,3.24178e-05,0.1410569684,0,1.4029125,0,1.50105,0.04696332,0,0,0.4738385195,0.3098512755,0,0.510187541,0,0,0.2561843571,0.22821,0.0471422801,0.3732831115,0.0174175175,0.05321826,0.03511701,1.0823024389,0,0.0502553267,0.033429,0.207648566,0.08654731,6.1247423208,0.1029925675,0,0.2649299592,0,0,0.0787566789,0.063269256,0.1834327474,0.100182885,0,0.6501369602,0,2.7248630398,0.1511399675,0.02253508,0.0765362351,0.1002492812,0.0549459792,0.3667735848,0.1579670548,0.0613004372,0,0.0132233232,0.005270589,0.0125842275,0.0120833457,0.0060125693,0.0001619133,0.066363037,0.0528834967,0.012269207,0.0340271977,0.0041887911,0.0105442723,0.0010541398,0.002038928,0.0023107873,0.0101085186,0.0140073063,0.000837174,0.0004048678,0,0
01/12/2023 04:45,-0.255414856,0,0,0,0,0,0.0054195019,0.1165242239,0,0.018527789,0.0617122105,3.24466e-05,0.1449109379,0,1.4029125,0,1.50105,0.05814018,0,0,0.4735320208,0.2951717145,0,0.5106110636,0,0,0.2652433602,0.23922,0.0482647154,0.3775270706,0.01739179,0.0476811,0.033532083,1.0829980302,0,0.051846058,0.033429,0.2048425043,0.08346001,6.1129308757,0.1033480806,0,0.2793106494,0,0,0.0885218743,0.0638170911,0.1853738347,0.096169395,0,0.6836831957,0,2.6913168043,0.1549184143,0.0232715672,0.0774115206,0.1020921209,0.0555862138,0.3714332862,0.1590357669,0.0555363249,0,0.0134357917,0.005304958,0.0127736889,0.0121294846,0.0061501916,0.0001666726,0.0675438387,0.0539428374,0.0122328113,0.034709386,0.0042375797,0.0105988442,0.0010237133,0.0020740437,0.0023560117,0.010244275,0.0136442851,0.000837174,0.0004072354,0,0
01/12/2023 05:00,-0.257101196,0,0,0,0,0,0.0054871428,0.1172091492,0,0.0185165701,0.0627555326,3.24614e-05,0.1476062421,0,1.4029125,0,1.50105,0.07034244,0,0,0.4762290597,0.2811912428,0,0.5123893909,0,0,0.2637787412,0.24406,0.0454586273,0.3668875766,0.01759761,0.05393604,0.035614242,1.0897365284,0,0.0503731586,0.036468,0.2132606894,0.08263673,6.1196356955,0.105066602,0,0.2898268987,0,0,0.0884395624,0.0690468897,0.187314922,0.09385392,0,0.6838890032,0,2.6911109968,0.1615683183,0.0235154752,0.0790089675,0.1038534321,0.0561257826,0.3736462132,0.1580750214,0.0614996073,0,0.0134943123,0.0053980912,0.0131662153,0.0120959379,0.0063384502,0.0001674323,0.0690128799,0.0554997569,0.012081418,0.0350247078,0.0043691459,0.010100128,0.0010506288,0.002116407,0.0024665747,0.0104060825,0.0136366484,0.0008432482,0.000409751,0,0
01/12/2023 05:15,-0.259779205,0,0,0,0,0,0.0053753415,0.1166052088,0,0.0181496838,0.0601046983,3.23984e-05,0.1440002506,0,1.4029125,0,1.50105,0.07085514,0,0,0.4774038935,0.3122844898,0,0.5063107535,0,0,0.2625354547,0.24071,0.0463004537,0.3651637584,0.0173146075,0.0487065,0.032195772,1.1111589904,0,0.0498429149,0.033429,0.2151313972,0.08716477,6.1090127703,0.1025250948,0,0.2897349301,0,0,0.0876211192,0.07749484,0.187314922,0.094522835,0,0.4821195016,0,2.8928804984,0.1723814338,0.0239549228,0.0821584773,0.106272071,0.0579016633,0.3838267188,0.1623816811,0.0656799078,0,0.0136073379,0.0055490415,0.0131938607,0.0122656259,0.0064670155,0.0001705168,0.0723336185,0.0576902647,0.0121795159,0.0360564858,0.0045525728,0.0100679186,0.0010819882,0.0021897849,0.0024930876,0.01061981,0.0140289656,0.0009194661,0.0004213917,0,0
01/12/2023 05:30,-0.26082251,0,0,0,0,0,0.0048130871,0.1158390837,0,0.0173915741,0.0570613719,3.23521e-05,0.1398120244,0,1.4029125,0,1.50105,0.07270086,0,0,0.4699870675,0.2992312074,0,0.4909952474,0,0,0.2536571456,0.25541,0.0527544563,0.3544547318,0.0165427825,0.05342334,0.031853925,1.1081706813,0,0.0482521835,0.033429,0.2123253355,0.08634149,6.1914622702,0.1027960236,0,0.2898388956,0,0,0.0686014367,0.078388067,0.1847268056,0.09817614,0,0.3528119811,0,3.0221880189,0.1824661429,0.0246178022,0.0846484099,0.1092735851,0.060327674,0.3932000501,0.164331096,0.0673893043,0,0.0135189563,0.0057164964,0.0146474912,0.0127155903,0.0068875218,0.0001775711,0.0758360227,0.0605190722,0.0124702243,0.0372435811,0.0048303537,0.009769015,0.0010787194,0.0022786608,0.0025891593,0.0109249312,0.0138043344,0.0009337594,0.0004113058,0,0
01/12/2023 05:45,-0.261995026,0,0,0,0,0,0.0045731363,0.1192733662,0,0.0171372519,0.0558827538,3.24131e-05,0.1494010202,0,1.4029125,0,1.50105,0.07362372,0,0,0.429981239,0.2689589342,0,0.4924491221,0,0,0.2620153504,0.24394,0.0415301039,0.3609662951,0.0169544225,0.04593792,0.026011449,1.1167371308,0,0.0463079564,0.036468,0.2132606894,0.08459202,6.1359045985,0.1078399691,0,0.2898263742,0,0,0.0643006348,0.0676542627,0.1549634674,0.10229254,0,0.3936831926,0,2.9813168074,0.1951824768,0.0251212758,0.0858171863,0.1133987073,0.0645597114,0.4079452682,0.1688412071,0.0720776861,0,0.0126348731,0.0058422438,0.0157450136,0.0130827756,0.0068767789,0.0001708779,0.0783022386,0.0627519367,0.0124265281,0.0392209038,0.0050367924,0.0108085988,0.0010981769,0.0024292871,0.0025891835,0.0112589207,0.0135031496,0.000960121,0.0004159187,0,0
01/12/2023 06:00,-0.572817322,0,0,0,0,0,0.0045388251,0.124050047,0,0.0179143082,0.0571399627,3.05853e-05,0.1642705817,0,1.4029125,0,1.50105,0.05834526,0,0,0.4047477065,0.2619005637,0,0.5335917536,0,0,0.2965133724,0.23625,0.0505095859,0.3528809714,0.0173660625,0.04009314,0.025576371,1.1435209044,0,0.0270424325,0.03039,0.2132606894,0.08603276,6.1035412933,0.1003788754,0,0.2898184481,0,0,0.0664921917,0.0580865447,0.1326409637,0.10537984,0,0.4853979677,0,2.8896020323,0.205945309,0.0265490244,0.0898914566,0.117482006,0.0694848482,0.419817122,0.1649401299,0.0747725637,0,0.0121934334,0.0056268429,0.0155717637,0.0127459834,0.0067624198,0.0001417992,0.0758387294,0.0635121994,0.0121760955,0.0395381237,0.005009539,0.0102013293,0.0010859542,0.0025344069,0.0025718276,0.0110581322,0.0127635642,0.000960121,0.0004324662,0,0
01/12/2023 06:15,-0.991433289,0,0,0,0,0,0.0045801813,0.1289109448,0,0.0188177347,0.0583395028,2.6523e-05,0.1799927947,0,1.4029125,0,1.50105,0.04634808,0,0,0.4227891662,0.2816003955,0,0.5453690479,0,0,0.3471681894,0.2419,0.048825933,0.3589178222,0.015076315,0.04173378,0.012368646,1.2540440448,0,0.0159662292,0.03039,0.2123253355,0.0885026,5.9886631374,0.1029841561,0,0.2900669961,0,0,0.0630921449,0.0563674954,0.1284352746,0.102858545,0,0.5592690696,0,2.8157309304,0.2167882896,0.0279181244,0.0922608914,0.1199673811,0.0713219086,0.4327196071,0.1697559168,0.0750917979,0,0.0123455396,0.0054097007,0.0158631319,0.012443223,0.0062902324,0.0001257839,0.0809415969,0.0650887518,0.0128522959,0.040713508,0.0049343561,0.010687716,0.0010621962,0.0025418959,0.002609443,0.0110109705,0.0122368774,0.0008417447,0.0004282479,0,0
