Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00006TCH,CB00007TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00071TCH,CB00075TCH,CL00144TCH,CB00080TCH,CB00081TCH,CL00145TCH,CB00082TCH,CB00083TCH,CB00085TCH,CB00086TCH,CB00087TCH,CB00092TCH,CB00089TCH,CB00093TCH,CB00095TCH,CB00102TCH,CB00105TCH,CB00106TCH,CB00107TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00117TCH,CB00125TCH,CB00126TCH,CB00122TCH,CB00118TCH,CB00127TCH,CB00116TCH,CB00120TCH,CB00121TCH,CB00124TCH,CB00115TCH,CB00119TCH,CB00123TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH,CB00134TCH,CB00133TCH,CB00135TCH,CB00136TCH,CL00150TCH,CL00151TCH,CL00152TCH,CL00155TCH,CL00153TCH,CL00158TCH,CL00154TCH,CL00156TCH,CL00157TCH,CL00160TCH,CL00159TCH,CL00161TCH,CL00171TCH,CL00164TCH,CL00170TCH,CL00168TCH,CL00167TCH,CL00165TCH,CL00173TCH,CL00162TCH,CL00166TCH,CL00174TCH,CL00163TCH,CL00169TCH,CL00172TCH,CL00177TCH,CL00176TCH,CL00180TCH,CL00181TCH,CL00179TCH,CL00178TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/06/2023 00:15,-0.672269531,0,0,0,0,0,0.0057870015551337575,0.1111775191413763,0.01206099093127565,0.017054144113324912,0.054523175403683594,3.597523735376793e-05,0.17566873721285478,0,1.3087604311773,0,1.50075,0.0579576,0,0,0.6905403064941407,0.3114849582824707,0,0.44798888024878947,0,0,0.08677466300851501,0.3337305965288024,0.0747287252712,0.1429669818533752,0.01737395,0.023386399999999998,0.020592311999999998,0.7952291898848944,0,0.038736266,0.03342899999999999,0.26106653103502614,0.11270139999999998,5.652848512088552,0.1014507009346457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05625736981362,0.07823176904717999,0.07643184155562725,0.09548029999999999,0,0.461842425198975,0,2.913157574801025,0.06239992676670286,0.02137413603235047,0.06324699355158456,0.26456189059638896,0.13609267320420865,1.1176477280790864,0.45910308163360375,0.1637338471833513,0,0.06257698729343303,0.05462185086507935,0.16168490885120146,0.14133738997109227,0.07006706283231784,0.003540263821021825,0,0.35103203819336115,0.5469999999999999,0.13988190404194498,0,0.5302593440420373,0.04139388642170399,0.12774797107000313,0,0.00987259744488146,0.021584277210895727,0.0254595597674935,0.021940823567003304,0.03225258245958076,0.00019120900126135662,0.00032762934489144913
01/06/2023 00:30,-0.5683956299999999,0,0,0,0,0,0.00578463622767788,0.10879689124036951,0.011937368862885595,0.016816804522038202,0.053947850735312046,3.600400830968575e-05,0.1685269494276751,0,1.3747987018071002,0,1.50075,0.060601279999999993,0,0,0.7035350285644532,0.32489344714355467,0,0.4579323225558666,0,0,0.11539294095387574,0.34426485303111426,0.0744456619179,0.1435731443550175,0.017475849999999998,0.023894799999999997,0.021171090000000004,0.8246564502377034,0,0.038444577249999994,0.030389999999999997,0.2647461821771895,0.11168239999999999,5.560889905144186,0.09866483076687982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05674615381362,0.07848363677792398,0.07611204305539453,0.09364609999999998,0,0.4707481915264897,0,2.9042518084735103,0.0560423269480799,0.020536106436259447,0.061268735354346265,0.25503485306348306,0.13235686575619096,1.0685270094983306,0.4425658931525137,0.16350735868336386,0,0.06108059447497069,0.05334899778158922,0.15172347182814286,0.13633233545378476,0.06953472744415864,0.0035170569928673428,0,0.8650929126617132,0.5309999999999999,0.1355543834721455,0,0.5199963764469409,0.04060168993903597,0.12388804274280327,0,0.009813994363062874,0.02060829250222914,0.024958533320213926,0.026366851313310572,0.03352749316580975,0.00018212216008118735,0.0003221205869570356
01/06/2023 00:45,-0.269790192,0,0,0,0,0,0.005456987837034539,0.10709215689247056,0.011311099714006824,0.01643348598266913,0.05279357183339884,3.6015819185554446e-05,0.1600743423664252,0,1.3022230140128999,0,1.50075,0.05785592,0,0,0.6768815194824219,0.2996924464416504,0,0.4933481195567058,0,0,0.11579382368587852,0.34507836379547835,0.06878439485190001,0.1423892157388145,0.017348475,0.023793119999999997,0.021110166,0.8303581158438715,0,0.039786345499999994,0.03342899999999999,0.2630478816500371,0.11188619999999999,5.550871349110322,0.09965798617401123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05576858581362,0.08297320735040399,0.07483284905446351,0.0922195,0,0.5014770082348639,0,2.873522991765136,0.05121155146586548,0.019850273316670754,0.06008712095746843,0.24613688201442055,0.12897036122376862,1.0208938475155134,0.4271729581906609,0.15669209027547343,0,0.060278669047725636,0.05232245315131724,0.15236009150289515,0.13196618554160636,0.06423863479200109,0.003496192170933205,0,0.8461134396931423,0.515,0.1317535061285801,0,0.5122811024494416,0.04045655730237722,0.12055485299401399,0,0.010025787485732796,0.019782459287203565,0.02456207228859388,0.025973422253081545,0.032841419875285716,0.00018947231751013908,0.0003242087221527054
01/06/2023 01:00,-0.609177673,0,0,0,0,0,0.005466960694705787,0.10539676778680132,0.010690225927514,0.016346925933088983,0.052691224961271904,3.605776905279075e-05,0.15421503071081633,0,1.3385435513829,0,1.50075,0.05704248,0,0,0.6329833350585937,0.25180216746520995,0,0.484995713359239,0,0,0.11590744033243952,0.3209526754493965,0.0761440420377,0.13906514078608068,0.017322999999999995,0.023488079999999998,0.020957856000000004,0.8190945073893748,0,0.0390862925,0.030389999999999997,0.2722941845200887,0.10944059999999999,5.590167810327866,0.10193116525430117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05589078181362,0.083365355424456,0.07547244605492899,0.0905891,0,0.44568181164672893,0,2.929318188353271,0.046333197061746295,0.01939763475096296,0.05939816433923655,0.2378986668515627,0.12624994669861947,0.9824387090656451,0.4189329704777301,0.1511534638763007,0,0.05919071081699866,0.051753125651127656,0.13628949496466905,0.12795147639229648,0.0638038238857095,0.0035140161909870426,0,0.8266555111244964,0.503,0.12802668276035103,0,0.505706131320052,0.039587132623096336,0.11646808489823021,0,0.009767595434500164,0.019332004806280525,0.025118970677209546,0.02532931698493689,0.03148795582407492,0.00019423897447439352,0.0003200486688187385
01/06/2023 01:15,3.4349891969999997,0,0,0,0,0,0.005396414276755933,0.10395607660870261,0.011017907080664847,0.015383615198459483,0.05159810598319734,3.612627635396086e-05,0.1495853538384479,0,1.2818029399947,0,1.50075,0.05816096,0,0,0.650227948046875,0.2768966439819335,0,0.4813805477792824,0,0,0.11615302902829364,0.3227972399445281,0.0784085488641,0.1331257723300509,0.017246574999999997,0.02430152,0.031924176000000005,0.7652434015475329,0,0.029285550499999997,0.024311999999999997,0.2584247302150114,0.1101539,5.562614177703856,0.09851716447933419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05711274181362,0.075364014746412,0.07611204305539453,0.0942575,0,0.24641155829345696,0,3.128588441706543,0.040877646511554504,0.018688663690323005,0.06034619219534934,0.23255085584991683,0.12337524182855068,0.9768567714897941,0.41275730327509863,0.15038123285922753,0,0.05710980486788686,0.051191769358936975,0.1313842849734422,0.1258258958708832,0.06065589330023333,0.0034954151966640197,0,0.8078709356949041,0.496,0.12624977383804226,0,0.4902655245737915,0.03925906552214875,0.11392987241649909,0,0.009710708254275892,0.018844012451947226,0.025280636044999267,0.025320595757916523,0.031218294171984726,0.0001987541598238754,0.00030990074013513487
01/06/2023 01:30,17.836008000000003,0,0,0,0,0,0.005402393914711931,0.10298117931872663,0.011541354639652068,0.015803538853186857,0.05101789914077237,3.6071703337742675e-05,0.14488501732051112,0,1.3451715160911,0,1.50075,0.05704248,0,0,0.6643873714355469,0.2976414788208008,0,0.47063256758113187,0,0,0.11620859570554326,0.31300045402775195,0.0648215079057,0.1560657943339629,0.017297525,0.0274536,0.04289049600000001,0.746216421333068,0,0.027302066999999996,0.018233999999999997,0.2719167844029437,0.10485509999999999,5.592434787077062,0.09950933689646999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05650176181362,0.071013668256216,0.07451305055423076,0.0885511,0,0.32446231745056187,0,3.050537682549438,0.037677647263105574,0.018627204994425016,0.0600607635576928,0.23054315645215676,0.12279741674666989,0.9492445590933638,0.39917192748314895,0.15047637690114396,0,0.05512637087158236,0.05062375257430353,0.12687639129398656,0.12390359402588061,0.06032385380699754,0.0035010866060205905,0,0.7992202603395538,0.486,0.12397393709581979,0,0.47892253359913156,0.03796223373245125,0.11164328654075048,0,0.009547680534637825,0.0185437094646652,0.025214524800129104,0.025371971177972994,0.031032241450579583,0.00019302129966032144,0.00030135880428863385
01/06/2023 01:45,32.80334,0,0,0,0,0,0.005368306374570678,0.10256848285811793,0.011249453521698753,0.015261066763397422,0.05085154532122713,3.608827517810694e-05,0.14259488665178327,0,1.3483416453279,0,1.50075,0.05561896,0,0,0.6663794415527344,0.2794379555969238,0,0.4677282001007906,0,0,0.11624530651100758,0.32042808772433035,0.06029249425289999,0.1666695893191172,0.01717015,0.023996479999999997,0.045144684000000004,0.6977605806310733,0,0.026602014,0.018233999999999997,0.26870888340721155,0.10964439999999999,5.687100546892951,0.10246474635072594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706653877533,0.07607039051505599,0.07483284905446351,0.0875321,0,0.3751497950231939,0,2.999850204976806,0.0354114101364118,0.018041798676193672,0.06054643189998379,0.2237994425475059,0.12111635906268081,0.9416516546779833,0.39294423039350984,0.1451957868819758,0,0.054292939754945035,0.05073131246009963,0.1231441632777957,0.12175021693006298,0.05773118541769855,0.003487045706176739,0,0.7854338470872725,0.48,0.12105677714651744,0,0.46955474155102706,0.037717247342476896,0.10981324789436409,0,0.009828189167541539,0.01816833073056267,0.02488782026647327,0.025358769095694365,0.030726939359209726,0.00020359672004140284,0.000298124551670368
01/06/2023 02:00,45.452144999999994,0,0,0,0,0,0.005396328306184938,0.1017540400348916,0.011164930632261398,0.016181037316646805,0.05031602450094881,3.6034032178855596e-05,0.13909960023732246,0,1.3597221245834998,0,1.50075,0.05368704,0,0,0.6658584779296876,0.2593961555023193,0,0.4579808982639762,0,0,0.1165335640079537,0.33255055584739623,0.065104571259,0.1481146094355375,0.017475849999999998,0.026741839999999996,0.045175146,0.691803270394888,0,0.03576104075,0.021272999999999997,0.25776428001000773,0.10516079999999998,5.594756652383243,0.09837238830009909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07124396728024,0.081082551932424,0.07515264755469626,0.08722639999999998,0,0.3728259033117678,0,3.002174096688232,0.03407737140886501,0.017945426505377674,0.060259328259921904,0.22043368749086398,0.11926287902459692,0.9155245976271871,0.38702328020323157,0.1434185423959188,0,0.054292817766796134,0.05054149904936836,0.12286822643043784,0.11991768512863168,0.05773118541769855,0.0034425708901897603,0,0.7723732632320061,0.474,0.12015162462581064,0,0.4598366192890486,0.037301052344387665,0.10815666234299923,0,0.009777792478644754,0.017980641363511397,0.024990546601006393,0.02505295305033569,0.03173780062846796,0.0002059617942240262,0.00029093283289598556
01/06/2023 02:15,47.442582,0,0,0,0,0,0.005344545940672313,0.10121391991035754,0.011361285671133984,0.01537811658354283,0.05032985729579265,3.6040400355093763e-05,0.1367922273005565,0,1.3641449608151999,0,1.50075,0.05256856,0,0,0.668473771435547,0.25687518159484857,0,0.45615961102680985,0,0,0.10305049913433777,0.330219543100952,0.0668029513788,0.1295172224239078,0.017221099999999996,0.035893039999999994,0.042616338,0.7111361892269108,0,0.03786119975,0.027351,0.2584247302150114,0.1064855,5.647286713768454,0.09992846734933292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07234373128024,0.072296520940476,0.07579224455516174,0.0838637,0,0.3112166497479252,0,3.063783350252075,0.029751176706410972,0.017768741779800923,0.06068886657272256,0.22170945531093322,0.11876777389324368,0.8966288975957853,0.3801875426887008,0.14506574219977636,0,0.05331666815412739,0.05030636809858247,0.11514220903474877,0.11933663052281139,0.05686224798744427,0.0034546021240006363,0,0.7610210285790441,0.469,0.11878358101115868,0,0.4472684810666501,0.03703610284048304,0.10697669203445526,0,0.009638914104105658,0.017868027743280643,0.02497698129169393,0.02527370707628229,0.02995502607340613,0.00019802461315569322,0.00028575681872942255
