Unnamed: 0,EG00023TCH,CL00139TCH,CL00010TCH,CL00016TCH,CL00031TCH,CL00032TCH,CL00006TCH,CL00011TCH,CL00020TCH,CL00021TCH,CL00028TCH,CL00034TCH,CL00036TCH,CL00140TCH,CB00006TCH,CB00007TCH,CB00008TCH,CB00051TCH,CL00143TCH,CL00142TCH,CB00071TCH,CB00075TCH,CL00144TCH,CB00080TCH,CB00081TCH,CL00145TCH,CB00082TCH,CB00083TCH,CB00085TCH,CB00086TCH,CB00087TCH,CB00092TCH,CB00089TCH,CB00093TCH,CB00095TCH,CB00102TCH,CB00105TCH,CB00106TCH,CB00107TCH,CB00110TCH,CB00109TCH,CB00113TCH,CB00114TCH,CB00111TCH,CB00112TCH,CB00128TCH,CB00130TCH,CB00131TCH,CB00132TCH,CB00134TCH,CB00133TCH,CB00135TCH,CB00136TCH,CL00150TCH,CL00151TCH,CL00152TCH,CL00155TCH,CL00153TCH,CL00158TCH,CL00154TCH,CL00156TCH,CL00157TCH,CL00160TCH,CL00159TCH,CL00161TCH,CL00171TCH,CL00164TCH,CL00170TCH,CL00167TCH,CL00165TCH,CL00173TCH,CL00166TCH,CL00174TCH,CL00163TCH,CL00172TCH,CL00177TCH,CL00180TCH,CL00181TCH,CL00179TCH,CL00178TCH,CL00186TCH,CL00185TCH,CL00184TCH,CL00176TCH
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/10/2023 00:15,73.1918597585,0,0,0,0,0,0.005718729762827891,0.1181456160208569,0.013248531285133314,0.016056990425907153,0.05925423144535464,3.67714495303801e-05,0.17651528082316836,0,1.4029125,0,1.5,0.03589049799999999,0,0,0.40861957922363285,0.21565620237281657,0,0.32204100235651434,0,0,0.12467511464495953,0.2250642115364601,0.051234466947299995,0.15554383708602654,0.0016722681624999998,0.022908392152,0.014778372000000001,0.7899905430735754,0,0.010958244632849999,0.012155999999999998,0.05283601640029441,0.08706085325999999,5.8545540553822235,0.09541782015416762,0,0.3286908324673371,0,0,0.0515996684154524,0.103617193191876,0.172947463725961,0.05896674812999999,0,0.9260142115222165,0,2.4489857884777835,0.08047094955899396,0.0113076361977897,0.034122578510683774,0.28347142458085195,0.17222713013305804,1.176276851641423,0.48391342235006635,0.1796928657183922,0,0.13094498380148503,0.054222610564782524,0.2134956278496213,0.1289348444554622,0.07283853937882145,0.0032760385594333133,0.8290386852144532,0.5859302448467985,0.14990127641015616,0.40615750612451385,0.05534837652007276,0.1299030915647153,0.002369923943785474,0.024407075779513294,0.02690588485897164,0.03439568851606032,0.002161632021957022,0.00016681216871417258,0.23112462346633297,0.23112462346633297,0.23112462346633297,0.02606053920767066
01/10/2023 00:30,73.2110094949,0,0,0,0,0,0.005570419685710198,0.11641298300675926,0.013400945446347344,0.01564325105459493,0.057238682578503904,3.657148315703021e-05,0.16815332353218562,0,1.4029125,0,1.5,0.033326891,0,0,0.4117558675292969,0.2595424382715678,0,0.2920398742538186,0,0,0.12882023278946655,0.2051143274386289,0.0435917564082,0.1633540501268265,0.0016979953649999997,0.023072462999999998,0.013878008999999997,0.7927580911873165,0,0.010604752870499999,0.009116999999999998,0.05377951669315681,0.0915888409,5.815280773611629,0.09728927565828212,0,0.32876793379214087,0,0,0.0497767385966101,0.120145910143644,0.1693888739373591,0.05845220407999999,0,0.8985571401354981,0,2.476442859864502,0.0763723718777272,0.010961295201157024,0.03324644866430391,0.27709935776694433,0.16955268754071476,1.1399322620909327,0.4665106065330952,0.17721685602646842,0,0.12805074728233753,0.053051586712899036,0.20205879589792355,0.12366037999385729,0.07008108628471497,0.003284329936327266,0.7924086826954957,0.5678269777922532,0.14326307916943126,0.3912577599094763,0.054981887903732825,0.1262819596483632,0.002373012565490124,0.022919261706047005,0.026478907001519923,0.03486482148685018,0.0020891022676557047,0.00016033788558511626,0.22135749831941762,0.22135749831941762,0.22135749831941762,0.025448310903339474
01/10/2023 00:45,73.2925130298,0,0,0,0,0,0.00539415622090841,0.11373410679082228,0.013080598049505251,0.015298344949497493,0.0563888657371448,3.66044485680815e-05,0.15900517894835128,0,1.4029125,0,1.5,0.029737841199999993,0,0,0.5794413064941407,0.22095116319921798,0,0.2465482062091542,0,0,0.12862232711183796,0.21513478314962514,0.0450070731747,0.16543197776937735,0.0016722681624999998,0.022867374439999998,0.013878008999999997,0.7670300336272025,0,0.011017159926575,0.012155999999999998,0.05377951669315681,0.08767830612,5.8003165736478906,0.09519151874919218,0,0.32863521265249285,0,0,0.050557994233256805,0.13049227240887598,0.178641207387724,0.06153946838,0,0.8565648415142824,0,2.5184351584857176,0.07243483702201343,0.010551241769171757,0.03250786262065408,0.27010440833504096,0.16557512061926288,1.1085170810908849,0.44926341540126363,0.1713914326680714,0,0.12808337259245892,0.05233362905887678,0.185601439112265,0.11948306164835554,0.06824343355518328,0.003270386690105406,0.7636272733613609,0.5513112582110055,0.14129754986551643,0.3830023573777639,0.050139646532644834,0.12214855448322531,0.0023361029961390454,0.020662024809175714,0.02612141067653354,0.03510042599708223,0.0020891022676557047,0.00015657209769184502,0.2120259414341404,0.2120259414341404,0.2120259414341404,0.024918394923357987
01/10/2023 01:00,73.2586329776,0,0,0,0,0,0.005359278927762139,0.11173178828862636,0.012663256641865099,0.01512387137865937,0.05571325487330754,3.5847040137178883e-05,0.15373218769576097,0,1.4029125,0,1.5,0.027584411319999995,0,0,0.6509328545410157,0.2183737163475747,0,0.23745374008433354,0,0,0.13079589551585655,0.22835899111812472,0.048120770061,0.15996930235432652,0.0016979953649999997,0.022662285879999997,0.017324225999999998,0.7333039152573984,0,0.010663668164224998,0.009116999999999998,0.05377951669315681,0.09282374662000001,5.885106261309455,0.09557369537138097,0,0.32874034199963653,0,0,0.0499928104868301,0.09648379978851598,0.17721777147228324,0.06092201552,0,0.8314311405053707,0,2.5435688594946293,0.0684042116980845,0.010184030340500399,0.03204156425967801,0.26253646846589657,0.16200142991949895,1.0683453543268209,0.4356069716109077,0.1640080355551745,0,0.12560438725778214,0.05180949252714614,0.17854263521480543,0.11605888355169008,0.06592304017262897,0.0032952052732315236,0.7416298593142114,0.5392096966825313,0.13813378898645945,0.37335743270212796,0.04842168240421504,0.11888161615970765,0.002354840120262375,0.019440903182781053,0.025848734579105383,0.033756256011172894,0.001991731455855839,0.00015304355025718273,0.20310189138895351,0.20310189138895351,0.20310189138895351,0.024477981300357686
01/10/2023 01:15,73.2526544988,0,0,0,0,0,0.005414648789161992,0.1104784383695135,0.01261195747803621,0.014657944920770456,0.05465698467385746,3.636025730542157e-05,0.14781149338865412,0,1.4029125,0,1.5,0.03086582828,0,0,0.6608730649414063,0.2013998868008578,0,0.24382715789798196,0,0,0.13557469644553918,0.22585658597986724,0.0418933762884,0.15600655418202736,0.0016979953649999997,0.022867374439999998,0.03287877299999999,0.7426419970686704,0,0.010663668164224998,0.012155999999999998,0.05377951669315681,0.0874724885,5.7977630480597995,0.0953489056619083,0,0.3288482154061207,0,0,0.049255901505512296,0.10239518698844398,0.17365918168368133,0.06133365076,0,0.882627596717529,0,2.492372403282471,0.06533543316067138,0.009892397126561248,0.03175875687235322,0.256186191590912,0.1555413228034621,1.037382189348689,0.4247121499817224,0.16133941653106793,0,0.12645095354515434,0.051167518030957725,0.181027907736675,0.11620963917812441,0.06382340341222312,0.0032677117702978008,0.72208773570539,0.5284368526589742,0.13289380492199637,0.36246879512432156,0.05015365226834461,0.11593460660989545,0.0023819222075058873,0.01900964705592278,0.02568486748813297,0.03329614282166772,0.0019364268792849964,0.00014923741351318594,0.19641567838401489,0.19641567838401489,0.19641567838401489,0.02414506829100111
01/10/2023 01:30,73.2411679165,0,0,0,0,0,0.005251560994229657,0.10967474459141487,0.012905659487274252,0.014758133717489186,0.05402661081136055,3.6529688041764095e-05,0.1440993848651278,0,1.4029125,0,1.5,0.03342943528,0,0,0.6479395740234376,0.1857510462591506,0,0.24129013786304238,0,0,0.13492077514149717,0.22320298028184266,0.0401949961686,0.15651994246667736,0.0016722681624999998,0.022867374439999994,0.030643389,0.72858442017123,0,0.010545837576774998,0.012155999999999998,0.0547230169860192,0.0915888409,5.783571176416734,0.09519689497366512,0,0.3289597676501643,0,0,0.04973239194128121,0.1185736050639,0.1757943355568425,0.06472964149,0,0.9228325689807133,0,2.4521674310192867,0.0638850094046473,0.009833022083777008,0.03156226824535608,0.2527543933924657,0.15443008939550065,1.0095355011688993,0.41312221725171916,0.1630593263041026,0,0.12476426607423503,0.05063645380058238,0.17186011317745792,0.11484399806123022,0.06323141426704035,0.0032531935609892686,0.7043816746182255,0.5214471718877404,0.1302830669669029,0.35471662943866106,0.05039736801269913,0.114144937604301,0.0023939665387986606,0.01875749026532136,0.02509360839496223,0.03356767229223159,0.0019364268792849964,0.00015088861609148505,0.1932905119747651,0.1932905119747651,0.1932905119747651,0.02352580178135386
01/10/2023 01:45,73.1789389831,0,0,0,0,0,0.00543954939964336,0.10771888045151623,0.011972873585702848,0.014533259542457565,0.05435075849630283,3.661291123953065e-05,0.1401655673318381,0,1.4029125,0,1.5,0.03424978951999999,0,0,0.6413094000000001,0.18261301498500138,0,0.24761993993821763,0,0,0.1352452429748545,0.22481785048437125,0.044724009821400006,0.13893671446602654,0.0016979953649999997,0.022662285879999997,0.030891764999999998,0.6833161517954709,0,0.010722583457949998,0.009116999999999998,0.05189251610743201,0.09097138804,5.846889531752642,0.09395996924528234,0,0.32893996976261475,0,0,0.0495163200510612,0.133134069392856,0.17437089964140176,0.06287728290999998,0,0.8213918127392579,0,2.553608187260742,0.062173160040861646,0.009550699313844134,0.03102424812523556,0.24766850111863026,0.15246810017348705,0.9823031394061509,0.40725758588675876,0.15510166965013217,0,0.1250582350603667,0.050208895729014734,0.1698769336214745,0.11339826525706828,0.06115960807800578,0.0032581554854095836,0.6886621690313499,0.5147441066465593,0.12992519580366363,0.35118499761516003,0.05334287716783973,0.11244459987406528,0.0022830437805997587,0.018445240464441594,0.024604658929708093,0.03251298788319115,0.0019246708232671646,0.00014446254489653614,0.18863637837886946,0.18863637837886946,0.18863637837886946,0.02325554558972437
01/10/2023 02:00,73.2682393128,0,0,0,0,0,0.005166905395317547,0.09830138023277747,0.012520709111733162,0.014231098816494514,0.053472980530613494,3.650663417505022e-05,0.14664716426217622,0,1.4029125,0,1.5,0.03712102936,0,0,0.6485321194824218,0.23691013178891737,0,0.26845579025891175,0,0,0.1353994789132847,0.22310107075169952,0.045290136528,0.14699915801162652,0.0016979953649999997,0.022662285879999997,0.03353075999999999,0.6844428653715431,0,0.010781498751674997,0.012155999999999998,0.05283601640029441,0.08819285017,5.960571475309484,0.09026309142384246,0,0.3288325959261296,0,0,0.04899548295996339,0.13964059973354398,0.17365918168368133,0.06617036483,0,0.8366153950646971,0,2.538384604935303,0.059696285819450474,0.00931175547369531,0.030941410875329006,0.24528763879453677,0.15114922409134657,0.9638101175514805,0.40054140794924137,0.150367984343296,0,0.12404397843829175,0.04974521484963468,0.16326021128157778,0.11178202217567179,0.060063281515848624,0.0032382710799169494,0.6781911118892656,0.5100600610927607,0.12757609523664493,0.3439413246887532,0.05404446366846494,0.11073475264014006,0.0022298995265009813,0.018086208808487332,0.02461383743357519,0.03257520592816511,0.0020391134729364035,0.00014350410243013713,0.18350375316332568,0.18350375316332568,0.18350375316332568,0.02297891014359445
01/10/2023 02:15,73.1888823035,0,0,0,0,0,0.005335782082465515,0.09782945996767782,0.012649636591341334,0.014156772877834276,0.05318753516654396,3.657436616039956e-05,0.1445467219572574,0,1.4029125,0,1.5,0.03609558656,0,0,0.6467953870117188,0.2444223359920239,0,0.2671628312698753,0,0,0.13577157260525535,0.22964115186954326,0.047271580001099996,0.14970214882027646,0.0016979953649999997,0.022867374439999998,0.034989968999999996,0.6852256717835732,0,0.010958244632849999,0.009116999999999998,0.0547230169860192,0.08983939113000002,5.9931243247985835,0.08983595215409222,0,0.3288357128751422,0,0,0.049471973395732304,0.14646103456319998,0.17437089964140176,0.06534709435,0,0.6914081037145996,0,2.6835918962854004,0.05860963941568615,0.009199744331189369,0.03106466555242968,0.2430657491808726,0.14883899026985722,0.9505648305689318,0.39570534933916923,0.14797428871947232,0,0.12413397816653944,0.04971726194805057,0.16001361660963243,0.10993776409102476,0.05925479153092124,0.003239474016488484,0.6706780595954253,0.5037651919552536,0.12474792462351306,0.3403045309754469,0.05347325077686786,0.10898524013065734,0.0022961338312332403,0.018107037778010208,0.024646712874414677,0.03272479333923297,0.0020944180495072458,0.000143553931912826,0.18153227259056637,0.18153227259056637,0.18153227259056637,0.022954225935727057
