,Contrato,Usuario Libre,Suministrador,Fecha de Suscripción,Fecha de Finalización,Precio Base,Precio FP,Rango de duración,Potencia_HP,Potencia_HFP,BRG,Precio de Potencia,Consistencia,Link,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
88,88.0,ALLUS SPAIN S.L SUCURSAL DEL PERU,Enel Generación Perú,2024-01-01 00:00:00,2028-12-31 00:00:00,42.5,42.5,5.002739726027397,0.3,0.7,Chiclayo Oeste 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/EGPE_20523273851_20231220_7644_00.pdf,,,,
89,89.0,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Enel Generación Perú,2024-01-01 00:00:00,2028-12-31 00:00:00,36.79,36.79,5.002739726027397,4.5,4.5,Chiclayo Oeste 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/EGPE_20100113610_20231220_7808_00.pdf,,,,
90,89.0,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Enel Generación Perú,2024-01-01 00:00:00,2028-12-31 00:00:00,36.79,36.79,5.002739726027397,11.5,11.5,Santa Rosa 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/EGPE_20100113610_20231220_7808_00.pdf,,,,
91,89.0,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Enel Generación Perú,2024-01-01 00:00:00,2028-12-31 00:00:00,36.79,36.79,5.002739726027397,3.2,3.2,Socabaya 138 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/EGPE_20100113610_20231220_7808_00.pdf,,,,
92,89.0,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Enel Generación Perú,2024-01-01 00:00:00,2028-12-31 00:00:00,36.79,36.79,5.002739726027397,1.5,1.5,Dolorespata 138 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/EGPE_20100113610_20231220_7808_00.pdf,,,,
93,89.0,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Enel Generación Perú,2024-01-01 00:00:00,2028-12-31 00:00:00,36.79,36.79,5.002739726027397,2.8,2.8,Lima 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/EGPE_20100113610_20231220_7808_00.pdf,,,,
94,89.0,UNION DE CER PER BACKUS Y JOHNSTON S.A.A,Enel Generación Perú,2024-01-01 00:00:00,2028-12-31 00:00:00,36.79,36.79,5.002739726027397,1.5,1.5,Santa Rosa 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/EGPE_20100113610_20231220_7808_00.pdf,,,,
95,90.0,FIGTUR S.A.,La Virgen,2023-11-01 00:00:00,2025-04-30 00:00:00,51.5,51.5,1.4958904109589042,0.215,0.215,Industriales 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/VIRG_20303368877_20231220_7670_00.pdf,,,,
96,91.0,NIKKOPLAST S A,Atria Energía,2024-02-29 00:00:00,2025-12-31 00:00:00,56,56,1.8383561643835618,0.205,0.205,Industriales 220 kV,7,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/ATRE_20100648131_20231219_7641_00.pdf,,,,
97,92.0,ARCOR DE PERU S A,Enel Distribución Perú,2024-01-01 00:00:00,2025-12-31 00:00:00,45.49333333333334,45.49333333333334,2.0,0.8,0.8,Lomera 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/EDPE_20191308868_20231219_7669_00.pdf,,,,
98,93.0,VIRAZON S A,La Virgen,2023-11-01 00:00:00,2024-05-31 00:00:00,54,54,0.5808219178082191,0.8,0.8,Zorritos 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/VIRG_20132676004_20231218_7654_00.pdf,,,,
99,94.0,INKABOR S.A.C.,Seal,2024-01-01 00:00:00,2024-12-31 00:00:00,47,47,1.0,1.35,1.35,Arequipa 138 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/SEAL_20327397258_20231218_7683_00.pdf,,,,
100,95.0,RED DE DISTRIBUCION GALVEZ SOCIEDAD ANONIMA CERRADA,Coelvisac,2024-01-01 00:00:00,2026-12-31 00:00:00,58,58,3.0,0.6,0.6,Chiclayo Oeste 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/COEL_20508457457_20231218_7650_00.pdf,,,,
101,96.0,AGROLMOS SOCIEDAD ANONIMA - AGROLMOS S.A.,Agroaurora,2024-01-01 00:00:00,2026-12-31 00:00:00,CMg*1.225 + 3.5*1.225,CMg*1.225 + 3.5*1.225,3.0,6.5,6.5,Chiclayo Oeste 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/AURO_20547999691_20231215_7649_00.pdf,,,,
102,97.0,EMPRESA AGRARIA CHIQUITOY S.A.,Agroaurora,2024-01-01 00:00:00,2025-12-31 00:00:00,CMg*1.225 + 3.5*1.225,CMg*1.225 + 3.5*1.225,2.0,1.2833333333333332,1.2833333333333332,Trujillo 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/AURO_20131835621_20231215_7642_00.pdf,,,,
103,98.0,CORPORACION SARITA COLONIA SOCIEDAD ANONIMA CERRADA,Coelvisac,2024-01-01 00:00:00,2026-12-31 00:00:00,58,58,3.0,0.34,0.34,Chiclayo 220 kV,PPM,0,https://prie.osinergmin.gob.pe/documents/12840/2566825/COEL_20600738594_20231212_7640_00.pdf,,,,
104,,INMUEBLES PANAMERICANA S.A.,Enel Distribución Perú,2016-01-08 00:00:00,2025-07-31 00:00:00,9.35,8.84,9.567123287671233,0.7,0.7,,,0,,,,,
105,,INMUEBLES PANAMERICANA S.A.,Enel Distribución Perú,2016-01-08 00:00:00,2025-07-31 00:00:00,9.35,8.84,9.567123287671233,0.65,0.65,,,0,,,,,
106,,INMUEBLES PANAMERICANA S.A.,Enel Distribución Perú,2016-01-08 00:00:00,2025-07-31 00:00:00,9.35,8.84,9.567123287671233,0.51,0.51,,,0,,,,,
107,,INMUEBLES PANAMERICANA S.A.,Enel Distribución Perú,2016-01-08 00:00:00,2025-07-31 00:00:00,9.35,8.84,9.567123287671233,2.15,2.15,,,0,,,,,
108,,INMUEBLES PANAMERICANA S.A.,Enel Distribución Perú,2016-01-08 00:00:00,2025-07-31 00:00:00,9.35,8.84,9.567123287671233,2,2,,,0,,,,,
109,,INMUEBLES PANAMERICANA S.A.,Enel Distribución Perú,2016-01-08 00:00:00,2025-07-31 00:00:00,9.35,8.84,9.567123287671233,1,1,,,0,,,,,
110,,INMUEBLES PANAMERICANA S.A.,Enel Distribución Perú,2016-01-08 00:00:00,2025-07-31 00:00:00,9.35,8.84,9.567123287671233,0.8,0.8,,,0,,,,,
111,,INMOBILIARIA COSTA NUEVA S.A.C.,Enel Distribución Perú,2016-01-08 00:00:00,2021-08-31 00:00:00,9.31,8.8,5.64931506849315,0.7,0.7,,,0,,,,,
112,,SERCENCO S.A.C.,Enel Distribución Perú,2016-01-08 00:00:00,2025-07-31 00:00:00,9.35,8.84,9.567123287671233,1,1,,,0,,,,,
113,,PRODUCTOS PARAISO DEL PERU S.A.C.,Enel Distribución Perú,2016-01-08 00:00:00,2025-03-31 00:00:00,10.32,9.74,9.232876712328768,4.45,4.45,,,0,,,,,
114,,INKA CROPS S.A.,Enel Distribución Perú,2016-01-02 00:00:00,2021-02-28 00:00:00,0,0,5.161643835616438,0.86,0.86,,,0,,,,,
115,,INSTITUTO PERUANO DE ENERGIA NUCLEAR,Enel Distribución Perú,2016-01-06 00:00:00,2020-07-30 00:00:00,15.5,13.33,4.567123287671233,0.3,1.2,,,0,,,,,
116,,CORPORACION REX S.A.,Enel Distribución Perú,2017-01-05 00:00:00,2021-05-31 00:00:00,17,15,4.402739726027397,0.5,0.5,,,0,,,,,
117,,PROCESADORA TORRE BLANCA S.A.C.,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,8.91,8.47,5.728767123287671,1.6,1.6,,,0,,,,,
118,,EMPRESA EDITORA EL COMERCIO S.A.,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,9.04,8.52,5.728767123287671,2.5,2.5,,,0,,,,,
119,,EMPRESA EDITORA EL COMERCIO S.A.,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,9.04,8.52,5.728767123287671,0.6,0.6,,,0,,,,,
120,,AMAUTA IMPRESIONES COMERCIALES SOCIEDAD CERRADA - AMAUTA IMPRESIONES COMERCIALES,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,9.04,8.52,5.728767123287671,1.314,1.314,,,0,,,,,
121,,AMAUTA IMPRESIONES COMERCIALES SOCIEDAD CERRADA - AMAUTA IMPRESIONES COMERCIALES,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,9.04,8.52,5.728767123287671,0.84,0.84,,,0,,,,,
122,,INDUSTRIAL ALPAMAYO S A,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,9.55,9.01,5.728767123287671,1,1,,,0,,,,,
123,,RANSA COMERCIAL S.A.C,Enel Distribución Perú,2022-01-10 00:00:00,2025-09-30 00:00:00,13.29,13.29,3.723287671232877,0.5,0.5,,,0,,,,,
124,,RANSA COMERCIAL S.A.C,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,8.91,8.47,5.728767123287671,5.39,5.39,,,0,,,,,
125,,CANOVAS SAC,Enel Distribución Perú,2016-01-10 00:00:00,2020-10-30 00:00:00,9.9,9.9,4.808219178082192,1,1,,,0,,,,,
126,,FUNDICION MORENO S.A.C.,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,10.02,9.46,5.728767123287671,0.98,0.98,,,0,,,,,
127,,UNION DE CONCRETERAS S.A,Enel Distribución Perú,2021-01-12 00:00:00,2023-12-31 00:00:00,8.01,8.01,2.967123287671233,0.95,0.95,,,0,,,,,
128,,UNION DE CONCRETERAS S.A,Enel Distribución Perú,2021-01-12 00:00:00,2023-12-31 00:00:00,8.01,8.01,2.967123287671233,0.4,0.4,,,0,,,,,
129,,UNION DE CONCRETERAS S.A,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,8.45,8.45,5.728767123287671,0.5,0.5,,,0,,,,,
130,,UNION DE CONCRETERAS S.A,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,8.45,8.45,5.728767123287671,0.85,0.85,,,0,,,,,
131,,CORAL CORPORATION S.A.,Enel Distribución Perú,2016-01-10 00:00:00,2025-08-31 00:00:00,10.3,9.72,9.646575342465754,1,1,,,0,,,,,
132,,GRUPO TORVISCO SOCIEDAD ANONIMA,Enel Distribución Perú,2016-01-10 00:00:00,2025-08-31 00:00:00,10.3,9.72,9.646575342465754,2.5,2.5,,,0,,,,,
133,,CORPORACION MG SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,8.1,8.1,5.890410958904109,0.9,0.9,,,0,,,,,
134,,GLASSTEMPCORR S.A.C,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,10.65,10.04,5.890410958904109,1,1,,,0,,,,,
135,,INDUSTRIA TEXTIL AMAZONAS S.A.C.,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,10.51,9.91,5.890410958904109,1.2,1.2,,,0,,,,,
136,,GATE GOURMET PERU S.R.L.,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,10.4,10.4,5.890410958904109,0.4,0.4,,,0,,,,,
137,,FORSAC PERU S.A.C.,Enel Distribución Perú,2016-01-10 00:00:00,2021-10-30 00:00:00,10,10,5.808219178082192,1,1,,,0,,,,,
138,,NESTLE PERU S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,0,0,4.0849315068493155,6.5,6.5,,,0,,,,,
139,,PROCESADORA DE ALIMENTOS TI-CAY S.R.L.,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,9.72,9.54,5.890410958904109,0.7,0.7,,,0,,,,,
140,,BATERIAS ALFA SOCIEDAD ANONIMA,Enel Distribución Perú,2016-01-12 00:00:00,2025-03-31 00:00:00,9.45,9.45,9.221917808219178,0.38,0.38,,,0,,,,,
141,,ADM INCA S.A.C.,Enel Distribución Perú,2016-01-12 00:00:00,2025-12-31 00:00:00,10.88,10.29,9.975342465753425,1,1,,,0,,,,,
142,,FIBRAS MARINAS SA,Enel Distribución Perú,2016-01-12 00:00:00,2025-08-31 00:00:00,9.791,9.791,9.64109589041096,0.9,0.9,,,0,,,,,
143,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2016-01-12 00:00:00,2020-12-30 00:00:00,9.791,9.791,4.96986301369863,2.5,2.5,,,0,,,,,
144,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2016-01-12 00:00:00,2020-12-30 00:00:00,9.791,9.791,4.96986301369863,1,1,,,0,,,,,
145,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,2.06,2.06,,,0,,,,,
146,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,1.524,1.524,,,0,,,,,
147,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,0.99,0.99,,,0,,,,,
148,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,2.4,2.4,,,0,,,,,
149,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,2.5,2.5,,,0,,,,,
150,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,3.5,3.5,,,0,,,,,
151,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,1.585,1.585,,,0,,,,,
152,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,1.4,1.4,,,0,,,,,
153,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,2.5,2.5,,,0,,,,,
154,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2021-01-11 00:00:00,2023-12-31 00:00:00,7.4,7.4,2.96986301369863,0.4,0.4,,,0,,,,,
155,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2021-01-03 00:00:00,2026-02-28 00:00:00,0,0,5.156164383561644,1.5,1.5,,,0,,,,,
156,,PESQUERA CAPRICORNIO S.A.,Enel Distribución Perú,2016-01-12 00:00:00,2021-12-30 00:00:00,10.06,9.49,5.96986301369863,1.5,1.5,,,0,,,,,
157,,ALUSUD PERU S.A.,Enel Distribución Perú,2016-01-12 00:00:00,2020-12-30 00:00:00,9.96,9.4,4.96986301369863,1,1,,,0,,,,,
158,,INYECTO PLAST S A,Enel Distribución Perú,2016-01-12 00:00:00,2025-03-31 00:00:00,10.99,10.99,9.221917808219178,0.8,0.8,,,0,,,,,
159,,MOLINO EL TRIUNFO S A,Enel Distribución Perú,2016-01-04 00:00:00,2025-09-30 00:00:00,0,0,9.745205479452055,5.95,5.95,,,0,,,,,
160,,CONTRANS S.A.C.,Enel Distribución Perú,2016-01-12 00:00:00,2021-12-31 00:00:00,10.12,9.55,5.972602739726027,1,1,,,0,,,,,
161,,PLASTICOS A SOCIEDAD ANONIMA,Enel Distribución Perú,2016-01-12 00:00:00,2025-03-31 00:00:00,9.45,9.45,9.221917808219178,0.63,0.63,,,0,,,,,
162,,REDONDOS S A,Enel Distribución Perú,2022-01-12 00:00:00,2023-12-31 00:00:00,10.81,10.81,1.9671232876712328,1,1,,,0,,,,,
163,,REDONDOS S A,Enel Distribución Perú,2023-01-06 00:00:00,2025-12-31 00:00:00,14.53,14.53,2.9863013698630136,0.55,0.55,,,0,,,,,
164,,REDONDOS S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9.33,9.33,4.0849315068493155,1.5,1.5,,,0,,,,,
165,,REDONDOS S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9.33,9.33,4.0849315068493155,1.45,1.45,,,0,,,,,
166,,REDONDOS S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9.33,9.33,4.0849315068493155,1.5,1.5,,,0,,,,,
167,,REDONDOS S A,Enel Distribución Perú,2017-01-10 00:00:00,2021-10-31 00:00:00,9.33,9.33,4.808219178082192,2,2,,,0,,,,,
168,,REDONDOS S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9.33,9.33,4.0849315068493155,1.5,1.5,,,0,,,,,
169,,COMPAÑIA NACIONAL DE CHOCOLATES DE PERU,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,10.13,9.55,4.0849315068493155,3.399,3.399,,,0,,,,,
170,,LINEA PLASTICA PERU S.A.,Enel Distribución Perú,2017-01-01 00:00:00,2025-01-31 00:00:00,11.25,11.25,8.087671232876712,2.5,2.5,,,0,,,,,
171,,DIVERPLAST S.A.C.,Enel Distribución Perú,2017-01-01 00:00:00,2025-06-30 00:00:00,11.37,11.37,8.498630136986302,0.4,0.4,,,0,,,,,
172,,CONSORCIO AGUA AZUL S.A.,Enel Distribución Perú,2014-01-01 00:00:00,2022-05-31 00:00:00,0,0,8.416438356164383,1.4,1.4,,,0,,,,,
173,,UNIVERSIDAD PRIVADA DEL NORTE SAC,Enel Distribución Perú,2018-01-06 00:00:00,2021-06-30 00:00:00,11.25,10.61,3.4821917808219176,0.763,0.763,,,0,,,,,
174,,UNIVERSIDAD PRIVADA DEL NORTE SAC,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,10.67,10.07,4.0849315068493155,0.34,0.34,,,0,,,,,
175,,LAUREATE PERU S.A.C.,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,10.67,10.07,4.0849315068493155,0.355,0.355,,,0,,,,,
176,,LAUREATE PERU S.A.C.,Enel Distribución Perú,2017-01-07 00:00:00,2021-07-31 00:00:00,11.25,10.61,4.564383561643836,0.386,0.386,,,0,,,,,
177,,UNIVERSIDAD DEL PACIFICO,Enel Distribución Perú,2017-01-01 00:00:00,2020-01-31 00:00:00,10.11,9.54,3.0821917808219177,0.4,0.4,,,0,,,,,
178,,UNIVERSIDAD DEL PACIFICO,Enel Distribución Perú,2017-01-01 00:00:00,2020-01-31 00:00:00,10.11,9.54,3.0821917808219177,1,1,,,0,,,,,
179,,UNIVERSIDAD DEL PACIFICO,Enel Distribución Perú,2017-01-01 00:00:00,2020-01-31 00:00:00,10.11,9.54,3.0821917808219177,0.55,0.55,,,0,,,,,
180,,ASR AGRICOLA S.A.C.,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,10.96,10.34,4.0849315068493155,1,1,,,0,,,,,
181,,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES TABOADA S.A.,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,8.78,8.78,4.0849315068493155,8,8,,,0,,,,,
182,,AZUMA FOODS KAMPO PERU S.A.C.,Enel Distribución Perú,2017-01-02 00:00:00,2025-03-31 00:00:00,11.21,11.21,8.246575342465754,0.6,0.6,,,0,,,,,
183,,EMBOTELLADORA SAN MIGUEL DEL SUR S.A.C.,Enel Distribución Perú,2017-01-02 00:00:00,2025-06-30 00:00:00,11,11,8.495890410958904,1.5,1.5,,,0,,,,,
184,,EMBOTELLADORA SAN MIGUEL DEL SUR S.A.C.,Enel Distribución Perú,2017-01-02 00:00:00,2025-06-30 00:00:00,11,11,8.495890410958904,1.2,1.2,,,0,,,,,
185,,SERVICIOS INDUSTRIALES DE LA MARINA S.A.,Enel Distribución Perú,2010-01-06 00:00:00,2021-07-31 00:00:00,14.15,11.83,11.572602739726028,5,5,,,0,,,,,
186,,HILADOS ACRILICOS SAN JUAN SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,11.12,10.49,4.158904109589041,0.465,0.465,,,0,,,,,
187,,CONFITECA DEL PERU S.A.,Enel Distribución Perú,2017-01-02 00:00:00,2021-12-31 00:00:00,9.9,9.9,4.997260273972603,0.995,0.995,,,0,,,,,
188,,PLASTICOS NACIONALES S A,Enel Distribución Perú,2017-01-02 00:00:00,2020-02-28 00:00:00,10.21,10.21,3.1561643835616437,1,1,,,0,,,,,
189,,INDUSTRIAS W.V. VALENTES S.A.C.,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,11.08,10.45,4.158904109589041,1.5,1.5,,,0,,,,,
190,,MANUFACTURAS Y MOLDEOS PLASTICOS SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,11.08,10.45,4.158904109589041,0.3,0.3,,,0,,,,,
191,,AGROINDUSTRIAS SAN JACINTO S.A.A.,Agroaurora,2020-10-23 00:00:00,2022-12-31 00:00:00,79.988,68.852,2.1890410958904107,2.5,2.5,,,0,,,,,2000.0
192,,PRODUCTOS PESQUEROS DEL SUR SA,Egesur,2017-08-05 00:00:00,2027-05-07 00:00:00,12.93,12.93,9.758904109589041,0.5,0.5,,,0,,,,,
193,,EXC TRADING S.A.C,Egesur,2022-01-02 00:00:00,2025-01-31 00:00:00,13.61,13.61,3.0821917808219177,0.4,0.4,,,0,,,,,
194,,COMPAÑIA GOODYEAR DEL PERU S.A.,Enel Distribución Perú,2016-01-08 00:00:00,2021-08-31 00:00:00,0,0,5.64931506849315,4,4,,,0,,,,,
195,,AJINOMOTO DEL PERU S A,Enel Distribución Perú,2016-01-09 00:00:00,2025-08-31 00:00:00,0,0,9.64931506849315,5,5,,,0,,,,,
196,,HILANDERIA DE ALGODON PERUANO S.A.,Enel Distribución Perú,2016-01-03 00:00:00,2025-03-31 00:00:00,10.76,10.18,9.246575342465754,1.5,1.5,,,0,,,,,
197,,HILANDERIA DE ALGODON PERUANO S.A.,Enel Distribución Perú,2016-01-03 00:00:00,2025-03-31 00:00:00,10.76,10.18,9.246575342465754,1.45,1.45,,,0,,,,,
198,,HILANDERIA DE ALGODON PERUANO S.A.,Enel Distribución Perú,2016-01-03 00:00:00,2025-03-31 00:00:00,10.76,10.18,9.246575342465754,2.4,2.4,,,0,,,,,
199,,BRANCOR INDUSTRIAS S.A.C.- BRANCOR S.A.C,Enel Distribución Perú,2020-01-03 00:00:00,2025-02-28 00:00:00,0,0,5.158904109589041,2.8,2.8,,,0,,,,,
200,,TOPY TOP S.A.,Enel Generación Perú,2023-01-06 00:00:00,2026-12-31 00:00:00,0.1,0.1,3.9863013698630136,0.6,0.6,,,0,,,,,
201,,TOPY TOP S.A.,Enel Generación Perú,2023-01-06 00:00:00,2026-12-31 00:00:00,0.1,0.1,3.9863013698630136,0.6,0.6,,,0,,,,,
202,,TOPY TOP S.A.,Enel Generación Perú,2023-01-06 00:00:00,2026-12-31 00:00:00,0.1,0.1,3.9863013698630136,0.6,0.6,,,0,,,,,
203,,ARIS INDUSTRIAL S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2021-08-31 00:00:00,8.75,8.75,6.6438356164383565,4.2,4.2,,,0,,,,,
204,,INMOBILIARIA SAN LUIS S.A.C.,Enel Distribución Perú,2016-01-02 00:00:00,2025-02-28 00:00:00,0,0,9.164383561643836,1.35,1.35,,,0,,,,,
205,,INDECO S.A.,Enel Distribución Perú,2015-01-09 00:00:00,2023-06-30 00:00:00,0,0,8.476712328767123,5.8,5.8,,,0,,,,,
206,,INDUSTRIAS DEL ENVASE S A,Enel Distribución Perú,2018-01-03 00:00:00,2021-03-31 00:00:00,9.88,9.27,3.241095890410959,3.5,3.5,,,0,,,,,
207,,ALICORP SAA,Enel Distribución Perú,2023-01-04 00:00:00,2023-09-30 00:00:00,37,37,0.736986301369863,1.5,1.5,,,0,,,,,
208,,ALICORP SAA,Enel Distribución Perú,2023-01-04 00:00:00,2023-09-30 00:00:00,37,37,0.736986301369863,5,5,,,0,,,,,
209,,ALICORP SAA,Enel Distribución Perú,2023-01-04 00:00:00,2023-09-30 00:00:00,37,37,0.736986301369863,6,6,,,0,,,,,
210,,CORPORACION CERAMICA S A,Enel Distribución Perú,2015-01-01 00:00:00,2019-01-31 00:00:00,0,0,4.0849315068493155,0.8,0.8,,,0,,,,,
211,,FUNDICION VENTANILLA S A,Enel Distribución Perú,2016-01-01 00:00:00,2020-01-31 00:00:00,0,0,4.0849315068493155,2.75,2.75,,,0,,,,,
212,,INDUSTRIAS NETTALCO S.A.,Enel Distribución Perú,2016-01-02 00:00:00,2025-03-31 00:00:00,0,0,9.24931506849315,0.45,0.45,,,0,,,,,
213,,MINERA COLQUISIRI S.A.,Enel Distribución Perú,2016-01-03 00:00:00,2025-06-30 00:00:00,0,0,9.495890410958904,4.4,4.4,,,0,,,,,
214,,SAN FERNANDO S.A.,Enel Distribución Perú,2017-01-04 00:00:00,2022-04-28 00:00:00,9.08,9.08,5.315068493150685,3.1,3.1,,,0,,,,,
215,,SAN FERNANDO S.A.,Enel Distribución Perú,2017-01-04 00:00:00,2027-09-30 00:00:00,9.08,9.08,10.742465753424657,2.3,2.3,,,0,,,,,
216,,SAN FERNANDO S.A.,Enel Distribución Perú,2017-01-04 00:00:00,2027-09-30 00:00:00,9.08,9.08,10.742465753424657,0.6,0.6,,,0,,,,,
217,,APM TERMINALS CALLAO SOCIEDAD ANONIMA,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,9,9,5.890410958904109,6,6,,,0,,,,,
218,,DP WORLD CALLAO S.R.L.,Enel Distribución Perú,2018-01-01 00:00:00,2021-01-31 00:00:00,8.11,8.11,3.084931506849315,5,5,,,0,,,,,
219,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2021-01-03 00:00:00,2026-02-28 00:00:00,0,0,5.156164383561644,8.9,8.9,,,0,,,,,
220,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2021-01-03 00:00:00,2026-02-28 00:00:00,0,0,5.156164383561644,4.5,4.5,,,0,,,,,
221,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,1.35,1.35,,,0,,,,,
222,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,2.951,2.951,,,0,,,,,
223,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,1.2,1.2,,,0,,,,,
224,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,1.2,1.2,,,0,,,,,
225,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,5.1,5.1,,,0,,,,,
226,,FILASUR S.A.,Enel Distribución Perú,2016-01-02 00:00:00,2021-02-28 00:00:00,0,0,5.161643835616438,4.35,4.35,,,0,,,,,
