,fecha,Fenix,Atria,Engie,Kallpa
0,01/06/2023 00:15,30.0,40.8,10,3.375
1,01/06/2023 00:30,30.0,40.8,10,3.375
2,01/06/2023 00:45,30.0,40.8,10,3.375
3,01/06/2023 01:00,30.0,40.8,10,3.375
4,01/06/2023 01:15,30.0,40.8,10,3.375
5,01/06/2023 01:30,30.0,40.8,10,3.375
6,01/06/2023 01:45,30.0,40.8,10,3.375
7,01/06/2023 02:00,30.0,40.8,10,3.375
8,01/06/2023 02:15,30.0,40.8,10,3.375
9,01/06/2023 02:30,30.0,40.8,10,3.375
10,01/06/2023 02:45,30.0,40.8,10,3.375
11,01/06/2023 03:00,30.0,40.8,10,3.375
12,01/06/2023 03:15,30.0,40.8,10,3.375
13,01/06/2023 03:30,30.0,40.8,10,3.375
14,01/06/2023 03:45,30.0,40.8,10,3.375
15,01/06/2023 04:00,30.0,40.8,10,3.375
16,01/06/2023 04:15,30.0,40.8,10,3.375
17,01/06/2023 04:30,30.0,40.8,10,3.375
18,01/06/2023 04:45,30.0,40.8,10,3.375
19,01/06/2023 05:00,30.0,40.8,10,3.375
20,01/06/2023 05:15,30.0,40.8,10,3.375
21,01/06/2023 05:30,30.0,40.8,10,3.375
22,01/06/2023 05:45,30.0,40.8,10,3.375
23,01/06/2023 06:00,30.0,40.8,10,3.375
24,01/06/2023 06:15,30.0,40.8,10,3.375
25,01/06/2023 06:30,30.0,40.8,10,3.375
26,01/06/2023 06:45,30.0,40.8,10,3.375
27,01/06/2023 07:00,30.0,40.8,10,3.375
28,01/06/2023 07:15,30.0,40.8,10,3.375
29,01/06/2023 07:30,30.0,40.8,10,3.375
30,01/06/2023 07:45,30.0,40.8,10,3.375
31,01/06/2023 08:00,30.0,40.8,10,3.375
32,01/06/2023 08:15,30.0,40.8,10,3.375
33,01/06/2023 08:30,0.9311771513003436,40.8,10,3.375
34,01/06/2023 08:45,5.030374244159345,40.8,10,3.375
35,01/06/2023 09:00,6.123507613661856,40.8,10,3.375
36,01/06/2023 09:15,6.119237097440838,40.8,10,3.375
37,01/06/2023 09:30,6.137539961689817,40.8,10,3.375
38,01/06/2023 09:45,6.1374881606589,40.8,10,3.375
39,01/06/2023 10:00,6.13838322398458,40.8,10,3.375
40,01/06/2023 10:15,6.135092889968245,40.8,10,3.375
41,01/06/2023 10:30,6.1376696681670015,40.8,10,3.375
42,01/06/2023 10:45,6.184779284975089,40.8,10,3.375
43,01/06/2023 11:00,6.233687471207277,40.8,10,3.375
44,01/06/2023 11:15,6.243928015196846,40.8,10,3.375
45,01/06/2023 11:30,6.248626102009099,40.8,10,3.375
46,01/06/2023 11:45,6.216710226455817,40.8,10,3.375
47,01/06/2023 12:00,6.1309730846354675,40.8,10,3.375
48,01/06/2023 12:15,6.1291312178820325,40.8,10,3.375
49,01/06/2023 12:30,6.126122402123689,40.8,10,3.375
50,01/06/2023 12:45,6.117544661486831,40.8,10,3.375
51,01/06/2023 13:00,6.121651956280602,40.8,10,3.375
52,01/06/2023 13:15,6.367171007827212,40.8,10,3.375
53,01/06/2023 13:30,7.151153013650243,40.8,10,3.375
54,01/06/2023 13:45,7.384986256770495,40.8,10,3.375
55,01/06/2023 14:00,6.924995355925975,40.8,10,3.375
56,01/06/2023 14:15,6.557923811627826,40.8,10,3.375
57,01/06/2023 14:30,6.956726880434597,40.8,10,3.375
58,01/06/2023 14:45,6.892628290758933,40.8,10,3.375
59,01/06/2023 15:00,6.357340013101941,40.8,10,3.375
60,01/06/2023 15:15,5.941075466862968,40.8,10,3.375
61,01/06/2023 15:30,5.950918627209965,40.8,10,3.375
62,01/06/2023 15:45,5.944037407034754,40.8,10,3.375
63,01/06/2023 16:00,5.941859795425865,40.8,10,3.375
64,01/06/2023 16:15,6.043963445334431,40.8,10,3.375
65,01/06/2023 16:30,6.860285745012022,40.8,10,3.375
66,01/06/2023 16:45,6.923648711518995,40.8,10,3.375
