Unnamed: 0,EG00062CLP,CB00024CLP,CB00067CLP,CB00027CLP,CB00041CLP,CB00042CLP,CB00049CLP,CB00044CLP,CB00066CLP,CB00011CLP,CB00141CLP,CL00104CLP,CL00107CLP,CL00108CLP,CL00106CLP,CL00105CLP,CL00111CLP,CL00110CLP,CL00112CLP,CB00142CLP,CB00145CLP,CB00147CLP,CB00150CLP,CB00151CLP,CL00114CLP,CB00153CLP,CB00152CLP,CB00154CLP,CB00155CLP,CB00159CLP,CB00160CLP,CB00157CLP,CB00158CLP,CB00156CLP,CB00161CLP,CB00162CLP,CB00165CLP,CB00163CLP,CB00166CLP,CB00167CLP,CB00168CLP,CB00170CLP,CB00171CLP,CB00172CLP,CB00173CLP,CB00174CLP,CL00119CLP,CL00123CLP,CL00118CLP,CL00115CLP,CL00122CLP,CL00121CLP,CL00120CLP,CL00117CLP,CL00116CLP,CL00131CLP,CL00132CLP,CL00129CLP,CL00128CLP,CL00124CLP,CL00125CLP,CL00130CLP,CL00127CLP,CL00126CLP,CB00175CLP,CL00133CLP,CB00176CLP,CB00178CLP,CB00179CLP,CB00177CLP,CB00180CLP,CB00181CLP,CB00183CLP,CB00182CLP,CB00184CLP,CB00185CLP,CB00186CLP,CB00187CLP,CB00188CLP,CB00196CLP,CB00190CLP,CB00191CLP,CB00192CLP,CB00194CLP,CB00193CLP,CB00195CLP,CB00189CLP,CB00197CLP,CB00198CLP,CB00199CLP,CB00200CLP,CB00210CLP,CB00205CLP,CB00203CLP,CB00213CLP,CB00209CLP,CB00212CLP,CB00202CLP,CB00204CLP,CB00214CLP,CB00207CLP,CB00208CLP,CB00201CLP,CB00211CLP,CB00206CLP,CB00217CLP,CB00216CLP,CB00218CLP,CB00219CLP,CB00215CLP
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/09/2023 00:15,16.801743898453765,0,0,5.4150007816,5.440268906983694,4.60093786668142,2.9277825245363065,0.12759720498000002,2.3640553161804196,0.4042652318660058,3.0784551226155923,0.10833334188416602,0.06888379704668769,0.06187139886051746,0.0005225034454984943,0.009516609578708087,0.012740631040429563,0.09675421449129594,0.03344853758022794,0.6562610396728515,0,0,0.0055924,0.0022558800000000005,0.005538147391739759,0.0667135826,0,0.008307152474999998,0.9154552669568048,2.029250219642181,0,2.6848634488989562,0,0,0.49372878164999995,0.00843826784242302,0.3325760582160001,0,0.135852945,0.08475287955012452,0.17072769,0,0.05382193,0.24714153188859483,0.3067823232,0.9212723623281,0.007407405643678128,0.044738225352057064,0.017040901152912725,0.12941109432035636,0.08275448749977826,0.09213373912053334,0.0006988609542605482,0.01272869472689472,0.14489845634447712,0.04324665023924062,0.0238191213608339,0.015078221718556342,0.00674599791837071,0.001531570529465994,0.0004154171073628909,0.007972592861519107,0.0008573236412535043,0.0020902308956431853,0.4222017895946423,5.524431384801969e-05,0,0,0,0,0,0.058874811,0.025540385873863626,0,0,0.021379552499999996,0.06442044799999999,0,0,0,0,0,0,0,0,0,0,0,0.00525668,0.3955268486457113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610937245548,6.689385439110399,13.009251680853998,0.18928127196807856,0.058751010269999994
01/09/2023 00:30,9.930816574535594,0,0,5.3024308592,5.266530942566213,4.435408830462848,2.8381177740431367,0.117710362728,2.3690868765197752,0.427730795822393,3.0553559224280353,0.11036582808668288,0.06667439261918605,0.06043610156611663,0.0004539628914453825,0.009255837817769024,0.012649429933483896,0.09368116899698599,0.03244149783989867,0.6505636797729492,0,0,0.006800358399964962,0.0021533400000000005,0.005406238700760547,0.0667440056,0,0.008660648324999999,1.069787542632273,2.031417987091113,0,2.727033496186646,0,0,0.46904823479999996,0.27435855839500006,0.08480745848159812,0,0.1399086375,0.08441414796456602,0,0,0.05371902,0.24427189548310616,0.30864711600000005,0.9457299195522002,0.007230974589591885,0.043391285422822015,0.01691891747380252,0.1253008218903046,0.0808347427680367,0.0891786074369936,0.000607186310918426,0.012379906210255927,0.14761695563716062,0.0415671281067356,0.023169438482203125,0.014675518264354927,0.006618225164558355,0.0013673063303323591,0.00041852799943381465,0.007721546923884598,0.0007055065860001044,0.0020438518538050537,0.40201520316815226,5.395005786955703e-05,0,0,0,0,0,0.05950770749999999,0.026810768838636357,0.00124032,0,0.020813547499999998,0.06506897599999999,0,0,0,0,0,0,0,0,0,0,0,0.005155589999999999,0.3956933985375118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06199044296759999,6.649422287808,13.364451128323,0.1812680759033203,0.05945800196999999
01/09/2023 00:45,9.138195398199796,0,0,5.2341417968,4.9652692376485055,4.353037389873341,2.753262177864414,0.12418080922800002,2.37861541040039,0.45199370128578037,3.059138894165729,0.10580756712652915,0.0626448775708329,0.058828886514741476,0.0003861801046173987,0.009021479499196678,0.012742161873593134,0.09281431108911392,0.03179294924932884,0.6571943524719238,0,0,0.006545141600035038,0.0023584200000000004,0.00522756012120217,0.06643064870000001,0.02534904,0.0084839004,1.1943406063561581,1.7341108501943212,0,2.7657027349830847,0,0,0.43341966489000006,0.24150661117499997,0.3280423272930001,0.0424374181308,0.15041772750000001,0.08404368109482001,0.17093350999999998,0,0.052998649999999994,0.2417000841160421,0,0.8948125653231,0.006991987682056849,0.04252383604847857,0.017042948679172547,0.12414137854132186,0.07868505389194834,0.0837890339209517,0.000516525199507285,0.012066446309527216,0.14152017171769302,0.0401463528834946,0.022054364509078935,0.01477758698055997,0.006450916616508089,0.0011296774917527988,0.0002455279511833239,0.007671943401620752,0.0005606417206425711,0.001976019031276243,0.4004538970596171,5.280998078070445e-05,0,0,0,0,0,0.0605882625,0.026981417296590905,0.00124032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005458859999999999,0.3951699560929887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06377692532399999,6.694782115640001,12.796069094739998,0.17961356399536138,0.05613514098
01/09/2023 01:00,8.64514414322958,0,0,5.3073167968,4.834621903012268,4.403162975990236,2.7366722508056496,0.12754544140800003,2.3010992568847657,0.4141849840856813,3.0564208262233667,0.090408052521055,0.06115682944914304,0.056087903232441866,0.00033035531842921437,0.00869920093409717,0.011717489503881191,0.09017267593275667,0.029956579773689266,0.6644344830139159,0,0,0.0063549999999999995,0.0023584200000000004,0.005042982678636627,0.06520663,0.025256016,0.008660648324999999,1.1776589648751947,1.6817044054500476,0,2.7656497278556866,0,0,0.41840452197,0.23728504717999999,0.3322686866280001,0.0435031887276,0.13804659,0.08459010244017452,0.17062477999999998,0,0.052329735,0.23963830239480013,0,1.0366571822814001,0.006745110903046789,0.04006764760574779,0.01567242468307123,0.12060812783822128,0.07501892267543059,0.08179873368605539,0.000441858202221469,0.011635390959589221,0.12092294969925575,0.038854323411569844,0.02156381765400013,0.01448080887806641,0.006633423162752425,0.0009576526649884857,0.00019898716600088293,0.007514481060837273,0.0004319651474409833,0.001932781844246037,0.3985996216423449,5.3104277776034174e-05,0,0,0,0,0,0.061375524,0.026526354742045448,0.00062016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005054499999999999,0.3940067506234658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06347358296999998,6.7281712993696,12.860728963753997,0.18534958423767087,0.0579733194
01/09/2023 01:15,7.8823575606043015,0,0,5.2246058592,4.694301700632877,4.306105976326708,2.68509316555603,0.12971951143200003,2.301868569433593,0.43310436108000544,3.030320844831609,0.08779302117342817,0.06031263710673801,0.05459111407734932,0.00033420901432049853,0.00853936504984426,0.011026075171952428,0.08777095306761631,0.028868414443958625,0.6633084652099609,0,0,0.006037758399964962,0.0021533400000000005,0.005000473648304869,0,0.024604848000000002,0.008660648324999999,1.1291507715832003,1.6610803733498187,0,2.702766571197242,0,0,0.43203777057000003,0.23658077754999998,0.3378013752120001,0.043641695386799996,0.14886177,0.08432103141773552,0.16980149999999997,0,0.052741375,0.24096375372551093,0,0.9561894892916999,0.006688254050219724,0.0386122002450069,0.014747641346302692,0.1173957656081502,0.07301693109763949,0.08066960607727997,0.00044701261337648697,0.011421606611263064,0.11742528223166582,0.037700420901019674,0.020601625856903984,0.014075462705368028,0.006438756982380524,0.0008083219200245682,0.00019324422351079575,0.007026089024680906,0.00025773950118661895,0.0019123213075724302,0.400631621795864,5.3171817423730954e-05,0,0,0,0,0,0.0617305635,0.025237010837499994,0.00124032,0,0,0.06939249599999998,0,0,0,0,0,0,0,0,0,0,0,0.00495341,0.3911410353836568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05964700588559999,6.739006570740799,12.914404115031,0.17447872621002197,0.05705423018999999
01/09/2023 01:30,9.141641566370074,0,0,5.121723047200001,4.5977059523935875,4.080217106332801,2.6655427529855493,0.13774286509200004,2.2888053936218262,0.41745894458468785,3.0944150733335944,0.0854739443211891,0.05961665948347494,0.052952437874631574,0.00023167297744663517,0.008510090702124672,0.010765053100628306,0.08559071329151464,0.027667579524213625,0.6619365412475586,0,0,0.006163841600035037,0.0022558800000000005,0.004897685766527393,0.06399072410000001,0.022883904,0.0084839004,1.1687780949109425,1.6413221705210153,0,2.7040383288008445,0,0,0.4170345651599999,0.236388035325,0.3441793356630001,0.04153614227279999,0.15036671249999997,0.0842667274518825,0.17062477999999998,0,0.05305010499999999,0.23989445649073157,0,0.9046745524947,0.0065507727804514585,0.03700605459151418,0.014398518033489694,0.11447964234892548,0.07082516217320149,0.07973871922834529,0.0003098681922379868,0.011382451465476137,0.1143234610361843,0.036742900077938394,0.019525769411418828,0.01392417087167619,0.006513197395433733,0.000663961750128303,0.0003878432978698772,0.006794609092200512,8.510707088568312e-05,0.0018822009010349802,0.3937318391602457,5.3278241886319867e-05,0,0,0,0,0,0.0620084205,0.02595752654886363,0.00124032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005054499999999999,0.39285411977133156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055754923921199996,6.5551598758096,12.351774615690998,0.07110034250030517,0.0622152696
01/09/2023 01:45,7.5539873439785055,0,0,5.1748597656,4.4980607571097675,3.9457527489987156,2.633655918825382,0.142556877288,2.206233811480713,0.40061026775249997,3.0426431453458784,0.08191467773095454,0.05838119366116089,0.051686697759532135,0.00037234746288291963,0.008169715054932991,0.010895637716969461,0.08390205733900813,0.02678772842200767,0.6644943421630859,0,0,0.006291958399964962,0.0021533400000000005,0.004850734669914922,0.061521390599999996,0,0.0084839004,1.0635814322266506,1.886065600321347,0,2.6964769907864543,0,0,0.40320531693000006,0.24196694786999998,0.21474001400140005,0.0417319522704,0,0.08457821705078851,0,0,0.05289574000000001,0.23893310847336977,0.2928202848000001,0.9302657487239999,0.0064879745568897605,0.03582923253188505,0.014573178105828278,0.11222102430429123,0.06913220425626314,0.07808625390782485,0.0004980237077261552,0.010927190831976418,0.10956285616907979,0.03595930899191464,0.019020982233641823,0.013555342653242954,0.006331261970159427,0.0006414381715835363,0.0003602908062828477,0.006427520872406048,0.00010248482679920576,0.0018658444395539546,0.3687442106066671,5.2585416349444517e-05,0,0,0,0,0,0.0627493725,0.025938565609090903,0.00124032,0,0,0.06448530079999999,0,0,0,0,0,0,0,0,0,0,0,0.00525668,0.3917411436080526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05386348807559999,6.5080616378336,12.888425709770997,0.07207036849212646,0.06193247291999999
01/09/2023 02:00,7.452528156648829,0,0,5.3300207032,4.487327034676907,3.9637802482826077,2.610627654118854,0.16766220970800003,2.257641137719726,0.39368356888487654,3.1059829122490963,0.08272979703147333,0.05697615545473062,0.05118437434469679,0.0002610523969332943,0.008115850279150402,0.01095413437282122,0.08204342083997487,0.02636088328512582,0.6744523795715331,0,0,0.0062279,0.0021533400000000005,0.004694583437741828,0.0606786735,0,0.0084839004,1.0402963161063794,1.879597372046307,0,2.649028849348757,0,0,0.40120308021,0.22699514596999995,0.21095053157252994,0.041690883603599994,0,0.08394459940686,0,0,0.05217537,0.24030762796297228,0.30639980159999997,0.9185300571249001,0.0062791185195456714,0.0352583168714187,0.014651418793199455,0.10973505318098387,0.06846033457949129,0.0762069814356949,0.0003491638740463218,0.010855145395857737,0.11065309788347322,0.035000850028669844,0.01875136774405871,0.013171608480501877,0.0065516987519825326,0.0005663503946675979,0.0004168850542504429,0.0061380888236307815,0,0.0018453019540750411,0.3691646825746597,5.86600939840734e-05,0,0,0,0,0,0.059461398,0.026336745344318173,0.00124032,0,0,0.0653500048,0,0,0,0,0,0,0,0,0,0,0,0.00515559,0.3912547122494676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05337777248999999,6.355731561988801,13.512087964767,0.07162225712280272,0.05769052271999999
01/09/2023 02:15,11.648343088489325,0,0,5.1132703128,4.386877407710677,3.7340809831394135,2.5686024257425935,0.17366678406000002,2.274126711706543,0.3880704018474359,3.0457648483406716,0.07692085894575243,0.0558105532879954,0.05022803008919777,0.000201334178180521,0.008033983256294074,0.010739430233630191,0.08113239593958696,0.026016006876209235,0.671924476824951,0,0,0.0061008,0.0022558800000000005,0.0045617058236647355,0,0.022418784,0.0084839004,1.1252232128076367,1.7360864915193925,0,2.648924381847331,0,0,0.40883655669,0.23344794733500002,0.33726347493300013,0.041213074064399995,0.14626000499999997,0.0838206798330405,0.17062477999999998,0,0.05526267,0.24165847599750925,0,0.9521922344742002,0.006101391507458343,0.034797036360612786,0.014364246831193389,0.10851653541478466,0.06718120108332458,0.07464796043870303,0.000269289316847017,0.010745646279232282,0.10288350315868773,0.03440212760152093,0.018227590944691337,0.013087439988243875,0.006486106581112476,0.0005121864777483493,0.00023956955749033167,0.005868854284198426,0,0.0018041194390964973,0.3657069022497628,6.972298706528074e-05,0,0,0,0,0,0.0570069945,0,0.00124032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39087138319771886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052421779393199995,6.373994799296001,13.698252929180999,0.0738309293937683,0.05967009947999999
