Unnamed: 0,EG00062CLP,CB00024CLP,CB00067CLP,CB00027CLP,CB00041CLP,CB00042CLP,CB00049CLP,CB00044CLP,CB00066CLP,CB00011CLP,CB00141CLP,CL00104CLP,CL00107CLP,CL00108CLP,CL00106CLP,CL00105CLP,CL00111CLP,CL00110CLP,CL00112CLP,CB00142CLP,CB00145CLP,CB00147CLP,CB00149CLP,CB00150CLP,CB00151CLP,CL00114CLP,CB00153CLP,CB00152CLP,CB00154CLP,CB00155CLP,CB00159CLP,CB00160CLP,CB00157CLP,CB00158CLP,CB00156CLP,CB00161CLP,CB00162CLP,CB00165CLP,CB00163CLP,CB00166CLP,CB00167CLP,CB00168CLP,CB00170CLP,CB00171CLP,CB00172CLP,CB00173CLP,CB00174CLP,CL00119CLP,CL00123CLP,CL00118CLP,CL00115CLP,CL00122CLP,CL00121CLP,CL00120CLP,CL00117CLP,CL00116CLP,CL00131CLP,CL00132CLP,CL00129CLP,CL00128CLP,CL00124CLP,CL00125CLP,CL00130CLP,CL00127CLP,CL00126CLP,CB00175CLP,CL00133CLP,CB00176CLP,CB00178CLP,CB00179CLP,CB00177CLP,CB00180CLP,CB00181CLP,CB00183CLP,CB00182CLP,CB00184CLP,CB00185CLP,CB00186CLP,CB00187CLP,CB00188CLP,CB00196CLP,CB00190CLP,CB00191CLP,CB00192CLP,CB00194CLP,CB00193CLP,CB00195CLP,CB00189CLP,CB00197CLP,CB00198CLP,CB00199CLP,CB00200CLP,CB00210CLP,CB00205CLP,CB00203CLP,CB00213CLP,CB00209CLP,CB00212CLP,CB00202CLP,CB00204CLP,CB00214CLP,CB00207CLP,CB00208CLP,CB00201CLP,CB00211CLP,CB00206CLP
VERSION DE DECLARACION,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
01/03/2023 00:15,52.07705990508136,2.9927585463424,13.67476646533203,5.624464085299044,5.773929843302777,4.528229459763163,3.2652598068175025,0.29070422035200005,2.718553194880836,0.04685755147075869,3.228310092098551,0.116954028112427,0.07287663315245972,0.06991615327976844,0.005718320365071776,0.007806459910303453,0.025538623821184974,0.11625327325598034,0.04423433002190928,0.7364298391357421,0,0,0.18182411275329585,0.07219279999999999,0.0025635000000000002,0.006930475313915912,0.055271492299999996,0.0302328,0.1293794811,2.2431645098531274,2.0159697694549594,0,2.6471269626178042,0,0,0.599637809205,0.10457509100000001,0.38037234015000004,0.06665151399479999,0.0130853475,0.266878579027941,0.16805203,0.058963107779999996,0.18359143999999997,0.22811106027248612,0.31553250480000006,0.6400754652161998,0.00927077879719325,0.05917150993262178,0.0341625821472205,0.15551002377020115,0.09352564752750737,0.09748583103442417,0.00764929976586437,0.01044256847322759,0.15644741160738618,0.04942227708162543,0.026335075959921277,0.01570748029527345,0.006215778356347791,0.0021253434911125786,0.0012446091970415942,0.009795040392687351,0.0030408172896337327,0.0025266202507795983,0.17102914826806337,5.2491627003029625e-05,0,0,0,0,0,0.0563895345,0.06405005455227271,0.00062016,0,0.032751107499999994,0.17525076800000003,0,0,3.4807643581194,0,0,0,0,0,0,0,0,0.00636867,0.3672556703321665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2023 00:30,49.707988316507624,3.0372951118448004,13.376344975097654,5.592303660540888,8.907504958512217,8.99092179722982,3.1937799097455057,0.29148067393200006,2.7088415660969503,0.047067279302616005,3.2442130314498345,0.11106435748353895,0.06975157343878548,0.06699106837172157,0.005512600246728395,0.007510071431882199,0.02500464655674227,0.11331800770251813,0.042512390858587046,0.748334712145996,0,0,0.18544033083343503,0.0732096,0.0023584200000000004,0.006565855720145191,0.053902457300000005,0.028232784,0.127435253925,2.2964558065081486,2.0079475464252834,0,2.6276405030310164,0,0,0.60619859328,0.10583194,0.3766838810940001,0.0637206231564,0.01408014,0.24023279656202554,0.16887530999999997,0.05988219698999999,0.184774905,0.2291595475497832,0.31275922320000005,0.6631106803674,0.008783033376300776,0.05686810123952242,0.033448289854534796,0.15158356902870182,0.08961281126199752,0.09330549187711978,0.007374111467095828,0.010046094653320485,0.1485688995118145,0.0474446290219016,0.02604943652792549,0.015205325088205036,0.005989682512870159,0.0018906653162670697,0.0013080933567757367,0.009174422386445828,0.0027985459714520754,0.00245918711376121,0.17789736278219204,5.2320410840059984e-05,0,0,0,0,0,0.05625060599999999,0.05864618671704544,0.00124032,0,0.03205646499999999,0.171273696,0,0,3.48866802973025,0,0,0,0,0,0,0,0,0.00636867,0.3679509499657556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2023 00:45,52.5573402703377,3.072184780312001,13.081422984374997,5.582513251405179,8.780165339691571,8.946348394053407,3.1014621141701704,0.28697724316800005,2.8477495888078757,0.04617415401749542,3.2126606168794707,0.1057800000278041,0.06730004679933,0.06494375133620753,0.005352467027941132,0.007452185635420715,0.02429434855308742,0.11028692484333999,0.040854022438285884,0.7682320692016601,0,0,0.18882106942749016,0.07117599999999999,0.00266604,0.006464725633424226,0.0532311231,0.024604848000000002,0.127258506,2.264446892154595,1.9905500988817333,0,2.6718158681052535,0,0,0.5822603146800001,0.076131007,0.3788354822100001,0.06487810471799998,0.019538745000000003,0.23979783690969003,0.16774329999999998,0.058114717739999995,0.18817093499999998,0.2182573206251628,0.3107509848,0.6847617902084998,0.008647753381601352,0.05464973004671372,0.032498136311855004,0.14752894110917358,0.08687415013065129,0.09002612644251778,0.007159903987490732,0.009968661809224464,0.14150010453911652,0.045697074003002866,0.026504718075104235,0.013741739872930118,0.005768570106408055,0.0017273833876847574,0.0010318032260803157,0.00819528648603715,0.0034558027404148674,0.0024009488298045523,0.17490538254866156,5.2217060813577154e-05,0,0,0,0,0,0.05686806600000001,0.060447475995454525,0.00062016,0,0.0322365575,0.17525076800000003,0,0,3.5066775994947026,0,0,0,0,0,0,0,0,0.007076299999999999,0.3678875023782515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2023 01:00,47.01451413854712,3.56090245,13.099516015136718,5.553723242535554,8.561577646982915,8.820852970817974,3.062906880555614,0.29251594537200004,2.9524073760524985,0.04580795883504395,3.257444647937917,0.09808330161492057,0.064597162779733,0.06288870346422774,0.0052252022636080815,0.007230440351743913,0.023611883208223702,0.10847957533774506,0.039296537659015536,0.8661363871093749,0,0,0.18484418898162844,0.06914239999999999,0.0025635000000000002,0.006255809107267172,0.0524380969,0.023349024,0.12796549769999999,2.246656424042883,2.001194686922025,0,2.6721493156157496,0,0,0.592044124425,0.076894352,0.376991252682,0.0671077875132,0.019436715,0.2357750841934725,0.16681711,0.058468213589999984,0.17885758,0.21168973443212893,0.29764962,0.6007804646013001,0.00836828930253724,0.05256630918240184,0.03158521404283291,0.1451112804558064,0.0841251475910257,0.08641052452127035,0.00698966407963916,0.009672036919707768,0.13120436215168216,0.044291820418288344,0.026393768871593854,0.013221024145516791,0.00569245250142247,0.0016603182612142202,0.001047538579013368,0.007829396624505299,0.003423586458654944,0.002358678192501856,0.2669139634339398,5.168108593291028e-05,0,0,0,0,0,0.05581838399999999,0.059916569681818174,0.00124032,0,0.032339467499999996,0.164596784,0,0,3.4801807332189973,0,0,0,0,0,0,0,0,0.006267579999999999,0.3657752270165545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2023 01:15,40.88617719215256,3.5643840169056,13.199601206542967,5.676938500072372,8.293400980472683,8.49900277661569,3.032892844814327,0.291998309652,3.0590903237843476,0.046529244135816404,3.2212790709189862,0.09363144920248144,0.06244628156112388,0.06125002330303646,0.005141412501950183,0.007041683515415764,0.023023414656200572,0.10715037151618935,0.03820828624082103,0.8689595028686523,0,0,0.18317879501953124,0.0701592,0.0023584200000000004,0.00610662912895094,0.052195727,0.021349008000000003,0.129556229025,2.319309830582711,2.0100654022417936,0,2.6520792991180113,0,0,0.66640557801,0.07798889299999999,0.37806705323999995,0.0658525476672,0.012702735000000005,0.2349821157078915,0.16702293000000001,0.05012571153,0.176027555,0.20937098734520834,0.2965976856,0.5777689132680002,0.008168733786169858,0.051110573793870094,0.03079802968277081,0.14333322714086513,0.0819331130471252,0.08353332734595918,0.0068775799424602635,0.009419540114395936,0.12524919499733084,0.04271356783629847,0.024501109760772594,0.013142015891231963,0.005243926180499329,0.0014433614874992126,0.0011139187042329191,0.007799584111391446,0.0037358893523032816,0.0023082508752747598,0.20427831084437034,5.177725320601253e-05,0,0,0,0,0,0.05490763049999999,0.05379218613522726,0.00062016,0,0.0318249175,0.17782599999999998,0,0,3.4695202293094507,0,0,0,0,0,0,0,0,0.00626758,0.3635704239527113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2023 01:30,40.55269499110586,3.580486012561601,14.175883418945311,5.836101767920396,8.151672720213373,8.417637733447341,3.0005667894633468,0.298209938292,2.9621978955459056,0.04659774597044657,3.160002395116435,0.09028323108585293,0.06041625627476925,0.05963901296408608,0.005132195001970936,0.006819525098396623,0.02248178441592623,0.10552791584359586,0.03724244000392117,0.8733021490966796,0,0,0.18454735857849117,0.081344,0.0025635000000000002,0.006120719262409587,0.052195727,0.021767616000000004,0.1251375309,2.3176073040266925,2.0327898640799713,0,2.7118196317154,0,0,0.6821273807099999,0.073752768,0.369768020364,0.06616659397319999,0.012549690000000002,0.23391535786188153,0.16589091999999997,0.058751010269999994,0.17381499,0.23007110772752531,0.2994665976,0.5379835646355,0.008187581917733902,0.049818577731721096,0.030073500134649975,0.14116289581904892,0.07977809195320236,0.08081779709297443,0.006865249849717684,0.009122362583443107,0.12077034064491862,0.04140542796787881,0.0236729197365043,0.013148338908967801,0.005334694255695323,0.0012967787610897272,0.0010244624327134487,0.007830026065778189,0.004417344703995768,0.0022743562639142537,0.20251015897942695,5.1212933656891536e-05,0,0,0,0,0,0.0548767575,0.055309061317045445,0.00124032,0,0.032082192499999995,0.181346176,0,0,3.491334620171853,0,0,0,0,0,0,0,0,0.006166489999999999,0.36346467802517957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2023 01:45,42.57768576043874,3.610397067688001,16.106993314941406,5.860735387729888,8.025148597014162,8.24748400269929,2.9714641778835555,0.27973034308800004,3.001852289572839,0.04624696851286611,3.256180970964942,0.08613519249628908,0.05881764940784502,0.058434379795886275,0.005081171853858183,0.00665801237284913,0.0221297934603687,0.10296593690052551,0.03623093870373539,0.8758510308105468,0,0,0.1869859593887329,0.08541119999999999,0.00246096,0.006064175957241905,0.0500285953,0.02139552,0.12142582447499999,2.3335517503213272,2.0458167033096455,0,2.6427018002500358,0,0,0.6726624147150001,0.074937256,0.37245752175900004,0.06230699271719999,0.013365930000000002,0.23672023637589004,0.16743456999999998,0.05747842520999999,0.18456908499999997,0.227527133131141,0.30496534560000005,0.5307181624007999,0.008111944901378154,0.04846550966894819,0.029602647828021862,0.13773578021897157,0.07816667467974088,0.07867936791234226,0.006796997053442662,0.008906309761138693,0.11522158006729245,0.04022259429841303,0.02365661600831975,0.01303226718371803,0.005077877287363349,0.001127289486681387,0.0010927301608899705,0.007529280785730386,0.004373185054849834,0.0022530401717653576,0.31732566244055443,5.087087135158096e-05,0,0,0,0,0,0.05217537,0.03312476178295454,0.00062016,0,0.03218510249999999,0.176984896,0,0,3.474185546983801,0,0,0,0,0,0,0,0,0.00636867,0.36290686814589107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2023 02:00,42.854811816750434,3.6548756935008004,16.087512850097657,5.8399953599857986,7.859622428918674,8.098830231187717,2.9427304365087714,0.293810034672,3.028785137323079,0.04631465331293252,3.209310404638044,0.08302546534912908,0.05754640125191935,0.0573380266814676,0.005051222973891974,0.006471768603158703,0.02182898408981565,0.10147870525294755,0.03563329493865708,0.8617927359008788,0,0,0.1884940896102905,0.0833776,0.00246096,0.006015388879297816,0.050066117,0.021255984,0.12584452259999998,2.3295121627662736,2.0347647325669094,0,2.6153194917306637,0,0,0.63377689416,0.075448346,0.37030592064300005,0.06295970235239999,0.011988525,0.235983930970662,0.16671419999999998,0.045388867140000004,0.19377953,0.22084531667799517,0.3041524872,0.6108458383749,0.008046683258086112,0.04766605178264167,0.029200260256000553,0.13574633577247083,0.0767001017901469,0.07697884090429385,0.006756934946759603,0.008657174642269082,0.1110617510230912,0.039245716710883685,0.023601212908082855,0.012807988052412525,0.005276244890881144,0.000979439488055473,0.0010133381581393728,0.0072366212651113326,0.00422787096581733,0.002218148786163382,0.22402374959285606,5.201504043326854e-05,0,0,0,0,0,0.0531169965,0.029180886310227264,0.00124032,0,0.03179919,0.17244708799999997,0,0,3.568043122100848,0,0,0,0,0,0,0,0,0.006267579999999999,0.36173044442812485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2023 02:15,32.87170094077615,3.5888410807504,16.19662600830078,5.484811098991264,7.754611559032835,8.033787168729797,2.93883459174875,0.29132538321600004,3.069561969586395,0.0466527323232039,3.2421123498924,0.08014237611197926,0.056225885214138516,0.0563948560370111,0.005054313651066231,0.006327500909336779,0.02155907587318716,0.10053378094746813,0.03510387881606252,0.8590092540588378,0,0,0.18443401562499998,0.091512,0.0025635000000000002,0.005937440421678084,0.049321767600000004,0.021116448000000003,0.127435253925,2.3441503968176987,2.106380647110429,0,2.66543115251967,0,0,0.6409291461450001,0.07507821799999999,0.3746091228750001,0.06438759301799998,0.010764165000000001,0.2355673943869665,0.16609674,0.054933255089999994,0.190434955,0.21201896488502367,0.3074039208,0.5894887871562,0.00794241293383809,0.04695786085172719,0.02883920863131858,0.13448232662166967,0.07543843848183018,0.07521240908974997,0.006761069292979483,0.008464190205210529,0.10720509165132838,0.03851548101386306,0.023578729952392973,0.01232067495682029,0.005360834985144579,0.0009455678227680086,0.0010026949732173712,0.007144656128887658,0.0041534606100677015,0.002184739445926558,0.18821302065988144,5.1183805415341355e-05,0,0,0,0,0,0.05012231550000001,0.02916192537045454,0.00062016,0,0.03169628,0.16865692799999998,0,0,3.620251049228151,0,0,0,0,0,0,0,0,0.006469759999999999,0.36218515202851426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
